ET Cell ID	ET Cell Name	Ref ET MET ID	Met Latitude	Met Longitude	Met Elevation (feet)	Area weighted average Permeability - in/hr	Area weighted average WHC - in/ft	Average soil depth - in	Hydrologic Group (A-C) (A='coarse'  B='medium')	Hydrologic Group  (1-3) (1='coarse' 2='medium')	Aridity Rating (fromHuntington plus google)	Ref ET Data Path
576620	576620	576620	42.4	-122.9333	1238.74	-999	1.1353	60	B	2	50	
576621	576621	576621	42.4	-122.8917	1265.75	-999	0.751	60	A	1	50	
576622	576622	576622	42.4	-122.85	1318.79	-999	1.2527	60	B	2	50	
576623	576623	576623	42.4	-122.8083	1540.57	-999	1.2085	60	B	2	50	
576624	576624	576624	42.4	-122.7667	1683.51	-999	1.4338	60	B	2	50	
576625	576625	576625	42.4	-122.725	1837.6	-999	1.6236	60	B	2	50	
576627	576627	576627	42.4	-122.6417	2135.72	-999	1.633	60	B	2	50	
576628	576628	576628	42.4	-122.6	1988.19	-999	1.3755	60	B	2	50	
576629	576629	576629	42.4	-122.5583	2446.3	-999	1.6525	60	B	2	50	
576630	576630	576630	42.4	-122.5167	3169.29	-999	1.638	60	B	2	50	
576631	576631	576631	42.4	-122.475	4002.95	-999	1.5245	60	B	2	50	
576632	576632	576632	42.4	-122.4333	3957.02	-999	1.44	60	B	2	50	
576641	576641	576641	42.4	-122.0583	4700.52	-999	1.32	60	B	2	50	
576642	576642	576642	42.4	-122.0167	4185.83	-999	0.6381	60	B	2	50	
576643	576643	576643	42.4	-121.975	4212.6	-999	0.5692	60	B	2	50	
576653	576653	576653	42.4	-121.5583	4631.89	-999	1.32	60	B	2	50	
576657	576657	576657	42.4	-121.3917	4773.75	-999	2.0482	60	B	2	50	
576658	576658	576658	42.4	-121.35	4397.11	-999	2.3584	60	B	2	50	
576659	576659	576659	42.4	-121.3083	4449.61	-999	2.2406	60	B	2	50	
576660	576660	576660	42.4	-121.2667	4488.71	-999	2.3277	60	B	2	50	
576664	576664	576664	42.4	-121.1	5018.64	-999	2.04	60	B	2	50	
576665	576665	576665	42.4	-121.0583	4495.54	-999	2.37	60	B	2	50	
576666	576666	576666	42.4	-121.0167	4371.39	-999	2.4233	60	B	2	50	
576667	576667	576667	42.4	-120.975	4510.24	-999	2.3564	60	B	2	50	
576668	576668	576668	42.4	-120.9333	4781.5	-999	2.04	60	B	2	50	
576675	576675	576675	42.4	-120.6417	5557.48	-999	1.32	60	B	2	50	
576676	576676	576676	42.4	-120.6	5579.4	-999	1.32	60	B	2	50	
576678	576678	576678	42.4	-120.5167	6627.82	-999	1.2	60	B	2	50	
576679	576679	576679	42.4	-120.475	6689.63	-999	1.2	60	B	2	50	
576682	576682	576682	42.4	-120.35	5740.55	-999	1.32	60	B	2	50	
576683	576683	576683	42.4	-120.3083	5126.77	-999	1.5297	60	B	2	50	
576687	576687	576687	42.4	-120.1417	6075.85	-999	1.32	60	B	2	50	
576689	576689	576689	42.4	-120.0583	5590.03	-999	1.56	60	C	3	50	
576690	576690	576690	42.4	-120.0167	5376.25	-999	1.548	60	B	2	50	
576692	576692	576692	42.4	-119.9333	5117.98	-999	0.84	60	A	1	50	
576693	576693	576693	42.4	-119.8917	4561.68	-999	3.0819	60	B	2	50	
576694	576694	576694	42.4	-119.85	4479.13	-999	3.6	60	B	2	50	
576697	576697	576697	42.4	-119.725	6101.97	-999	1.56	60	C	3	50	
576705	576705	576705	42.4	-119.3917	5378.08	-999	1.32	60	B	2	50	
576717	576717	576717	42.4	-118.8917	4557.74	-999	1.92	60	B	2	50	
576718	576718	576718	42.4	-118.85	5082.55	-999	1.32	60	B	2	50	
576719	576719	576719	42.4	-118.8083	5195.67	-999	1.32	60	B	2	50	
576720	576720	576720	42.4	-118.7667	5065.88	-999	1.32	60	B	2	50	
576723	576723	576723	42.4	-118.6417	4556.69	-999	1.4302	60	A	1	50	
576737	576737	576737	42.4	-118.0583	4541.6	-999	1.44	60	A	1	50	
576746	576746	576746	42.4	-117.6833	4864.57	-999	1.44	60	B	2	50	
576747	576747	576747	42.4	-117.6417	5043.7	-999	1.4399	60	B	2	50	
576762	576762	576762	42.4	-117.0167	5332.68	-999	1.325	60	B	2	50	
577970	577970	577970	42.4417	-124.4333	70.21	-999	1.68	60	B	2	50	
577971	577971	577971	42.4417	-124.3917	236.22	-999	2.1931	60	B	2	50	
577988	577988	577988	42.4417	-123.6833	2471.78	-999	1.44	60	B	2	50	
577992	577992	577992	42.4417	-123.5167	1314.96	-999	1.56	60	B	2	50	
577993	577993	577993	42.4417	-123.475	972.44	-999	1.5086	60	B	2	50	
577994	577994	577994	42.4417	-123.4333	973.97	-999	1.5214	60	B	2	50	
577995	577995	577995	42.4417	-123.3917	951.12	-999	1.4823	60	B	2	50	
577996	577996	577996	42.4417	-123.35	1042.32	-999	1.4199	60	A	1	50	
577997	577997	577997	42.4417	-123.3083	1099.74	-999	1.5373	60	B	2	50	
577998	577998	577998	42.4417	-123.2667	1410.54	-999	1.538	60	B	2	50	
577999	577999	577999	42.4417	-123.225	2134.62	-999	1.56	60	B	2	50	
578000	578000	578000	42.4417	-123.1833	1608.16	-999	1.5596	60	B	2	50	
578001	578001	578001	42.4417	-123.1417	1447.51	-999	1.4803	60	B	2	50	
578002	578002	578002	42.4417	-123.1	1507.55	-999	1.4972	60	B	2	50	
578003	578003	578003	42.4417	-123.0583	1410.65	-999	1.5319	60	B	2	50	
578004	578004	578004	42.4417	-123.0167	1367.56	-999	1.4888	60	B	2	50	
578005	578005	578005	42.4417	-122.975	1461.29	-999	1.6052	60	B	2	50	
578006	578006	578006	42.4417	-122.9333	1306.1	-999	1.5204	60	B	2	50	
578007	578007	578007	42.4417	-122.8917	1247.16	-999	1.3418	60	B	2	50	
578008	578008	578008	42.4417	-122.85	1289.7	-999	1.3339	60	B	2	50	
578009	578009	578009	42.4417	-122.8083	1356.3	-999	1.4013	60	B	2	50	
578010	578010	578010	42.4417	-122.7667	1440.62	-999	1.6577	60	B	2	50	
578011	578011	578011	42.4417	-122.725	1766.62	-999	1.671	60	B	2	50	
578012	578012	578012	42.4417	-122.6833	1861.88	-999	1.6302	60	B	2	50	
578013	578013	578013	42.4417	-122.6417	1792.54	-999	1.4634	60	B	2	50	
578014	578014	578014	42.4417	-122.6	1994.31	-999	1.4661	60	B	2	50	
578015	578015	578015	42.4417	-122.5583	2688.87	-999	1.68	60	B	2	50	
578026	578026	578026	42.4417	-122.1	4290.94	-999	3.7917	60	B	2	50	
578027	578027	578027	42.4417	-122.0583	4170.6	-999	4.08	60	B	2	50	
578031	578031	578031	42.4417	-121.8917	4147.38	-999	3.95	60	B	2	50	
578032	578032	578032	42.4417	-121.85	4747.24	-999	4.2	60	B	2	50	
578037	578037	578037	42.4417	-121.6417	5083.86	-999	1.4761	60	B	2	50	
578039	578039	578039	42.4417	-121.5583	4537.14	-999	2.04	60	B	2	50	
578040	578040	578040	42.4417	-121.5167	4426.51	-999	2.1614	60	B	2	50	
578041	578041	578041	42.4417	-121.475	4419.69	-999	2.4219	60	B	2	50	
578042	578042	578042	42.4417	-121.4333	4373.75	-999	2.4356	60	B	2	50	
578043	578043	578043	42.4417	-121.3917	4334.12	-999	2.4984	60	B	2	50	
578044	578044	578044	42.4417	-121.35	4355.91	-999	2.397	60	B	2	50	
578045	578045	578045	42.4417	-121.3083	4387.93	-999	2.405	60	B	2	50	
578046	578046	578046	42.4417	-121.2667	4351.31	-999	2.3787	60	B	2	50	
578047	578047	578047	42.4417	-121.225	4559.32	-999	2.0893	60	B	2	50	
578048	578048	578048	42.4417	-121.1833	4561.29	-999	2.5049	60	B	2	50	
578049	578049	578049	42.4417	-121.1417	4481.23	-999	2.3609	60	B	2	50	
578050	578050	578050	42.4417	-121.1	4370.6	-999	2.3483	60	B	2	50	
578051	578051	578051	42.4417	-121.0583	4369.29	-999	2.3808	60	B	2	50	
578052	578052	578052	42.4417	-121.0167	4448.56	-999	2.1178	60	B	2	50	
578053	578053	578053	42.4417	-120.975	4723.36	-999	2.0323	60	B	2	50	
578054	578054	578054	42.4417	-120.9333	5162.86	-999	2.032	60	B	2	50	
578061	578061	578061	42.4417	-120.6417	5460.24	-999	1.3859	60	B	2	50	
578062	578062	578062	42.4417	-120.6	5296.46	-999	1.5689	60	B	2	50	
578063	578063	578063	42.4417	-120.5583	5665.62	-999	1.32	60	B	2	50	
578066	578066	578066	42.4417	-120.4333	5635.3	-999	1.32	60	B	2	50	
578067	578067	578067	42.4417	-120.3917	4967.98	-999	1.32	60	B	2	50	
578068	578068	578068	42.4417	-120.35	5135.3	-999	1.32	60	B	2	50	
578070	578070	578070	42.4417	-120.2667	4547.38	-999	1.5596	60	B	2	50	
578074	578074	578074	42.4417	-120.1	5603.94	-999	1.44	60	B	2	50	
578079	578079	578079	42.4417	-119.8917	4520.47	-999	2.3665	60	B	2	50	
578080	578080	578080	42.4417	-119.85	4474.67	-999	3.5874	60	B	2	50	
578081	578081	578081	42.4417	-119.8083	4765.35	-999	3.5522	60	B	2	50	
578084	578084	578084	42.4417	-119.6833	6758.92	-999	1.365	60	B	2	50	
578092	578092	578092	42.4417	-119.35	5142.91	-999	1.32	60	B	2	50	
578103	578103	578103	42.4417	-118.8917	4563.91	-999	1.92	60	B	2	50	
578104	578104	578104	42.4417	-118.85	5020.34	-999	1.825	60	B	2	50	
578109	578109	578109	42.4417	-118.6417	4757.61	-999	1.44	60	A	1	50	
578110	578110	578110	42.4417	-118.6	4107.48	-999	1.0601	60	B	2	50	
578111	578111	578111	42.4417	-118.5583	4088.19	-999	0.96	60	B	2	50	
578150	578150	578150	42.4417	-116.9333	5891.47	-999	1.32	60	B	2	50	
579357	579357	579357	42.4833	-124.3917	349.63	-999	2.5869	60	B	2	50	
579358	579358	579358	42.4833	-124.35	557.63	-999	3.0	60	B	2	50	
579359	579359	579359	42.4833	-124.3083	573.27	-999	3.0	60	B	2	50	
579361	579361	579361	42.4833	-124.225	743.99	-999	2.04	60	B	2	50	
579378	579378	579378	42.4833	-123.5167	1513.23	-999	1.56	60	B	2	50	
579379	579379	579379	42.4833	-123.475	1038.82	-999	1.5412	60	B	2	50	
579380	579380	579380	42.4833	-123.4333	1145.12	-999	1.2	60	A	1	50	
579381	579381	579381	42.4833	-123.3917	1179.57	-999	1.2	60	A	1	50	
579382	579382	579382	42.4833	-123.35	1354.88	-999	1.1261	60	B	2	50	
579383	579383	579383	42.4833	-123.3083	1906.93	-999	1.1704	60	B	2	50	
579385	579385	579385	42.4833	-123.225	2618.66	-999	1.44	60	B	2	50	
579386	579386	579386	42.4833	-123.1833	1563.43	-999	1.5471	60	B	2	50	
579387	579387	579387	42.4833	-123.1417	1655.51	-999	1.3573	60	A	1	50	
579389	579389	579389	42.4833	-123.0583	1972.77	-999	1.4993	60	B	2	50	
579390	579390	579390	42.4833	-123.0167	1863.19	-999	1.6559	60	B	2	50	
579391	579391	579391	42.4833	-122.975	1329.18	-999	1.68	60	B	2	50	
579392	579392	579392	42.4833	-122.9333	1371.17	-999	1.6043	60	B	2	50	
579393	579393	579393	42.4833	-122.8917	1498.25	-999	1.2991	60	B	2	50	
579394	579394	579394	42.4833	-122.85	1365.49	-999	1.3595	60	B	2	50	
579395	579395	579395	42.4833	-122.8083	1444.12	-999	1.1597	60	B	2	50	
579396	579396	579396	42.4833	-122.7667	1455.49	-999	1.4583	60	B	2	50	
579397	579397	579397	42.4833	-122.725	1601.6	-999	1.6496	60	B	2	50	
579398	579398	579398	42.4833	-122.6833	1809.93	-999	1.6798	60	B	2	50	
579399	579399	579399	42.4833	-122.6417	2139.76	-999	1.68	60	B	2	50	
579400	579400	579400	42.4833	-122.6	2814.52	-999	1.68	60	B	2	50	
579403	579403	579403	42.4833	-122.475	3216.64	-999	1.44	60	B	2	50	
579404	579404	579404	42.4833	-122.4333	3120.63	-999	1.44	60	B	2	50	
579412	579412	579412	42.4833	-122.1	4957.22	-999	4.08	60	B	2	50	
579415	579415	579415	42.4833	-121.975	4144.49	-999	4.082	60	B	2	50	
579416	579416	579416	42.4833	-121.9333	4143.31	-999	4.1998	60	B	2	50	
579417	579417	579417	42.4833	-121.8917	4159.32	-999	3.9686	60	B	2	50	
579418	579418	579418	42.4833	-121.85	4709.84	-999	2.0014	60	B	2	50	
579424	579424	579424	42.4833	-121.6	4483.86	-999	2.1795	60	B	2	50	
579425	579425	579425	42.4833	-121.5583	4302.1	-999	2.4979	60	B	2	50	
579426	579426	579426	42.4833	-121.5167	4331.89	-999	2.3316	60	B	2	50	
579427	579427	579427	42.4833	-121.475	4425.46	-999	2.3528	60	B	2	50	
579428	579428	579428	42.4833	-121.4333	4490.68	-999	2.4974	60	B	2	50	
579429	579429	579429	42.4833	-121.3917	4502.76	-999	2.52	60	B	2	50	
579430	579430	579430	42.4833	-121.35	4457.09	-999	2.5169	60	B	2	50	
579431	579431	579431	42.4833	-121.3083	4443.18	-999	2.4573	60	B	2	50	
579432	579432	579432	42.4833	-121.2667	4357.87	-999	2.5003	60	B	2	50	
579433	579433	579433	42.4833	-121.225	4480.05	-999	2.2527	60	B	2	50	
579434	579434	579434	42.4833	-121.1833	4824.28	-999	2.3066	60	A	1	50	
579435	579435	579435	42.4833	-121.1417	4554.07	-999	2.1096	60	B	2	50	
579436	579436	579436	42.4833	-121.1	4443.44	-999	2.3409	60	B	2	50	
579437	579437	579437	42.4833	-121.0583	4471.65	-999	2.2372	60	B	2	50	
579438	579438	579438	42.4833	-121.0167	4630.45	-999	1.7932	60	B	2	50	
579446	579446	579446	42.4833	-120.6833	5684.51	-999	1.32	60	B	2	50	
579447	579447	579447	42.4833	-120.6417	5392.78	-999	1.6701	60	B	2	50	
579448	579448	579448	42.4833	-120.6	5424.67	-999	1.7402	60	B	2	50	
579449	579449	579449	42.4833	-120.5583	5254.59	-999	1.32	60	B	2	50	
579451	579451	579451	42.4833	-120.475	6109.84	-999	1.32	60	B	2	50	
579452	579452	579452	42.4833	-120.4333	5274.41	-999	1.32	60	B	2	50	
579453	579453	579453	42.4833	-120.3917	4966.4	-999	1.32	60	B	2	50	
579454	579454	579454	42.4833	-120.35	4739.63	-999	1.3198	60	B	2	50	
579455	579455	579455	42.4833	-120.3083	4667.85	-999	1.0057	60	B	2	50	
579456	579456	579456	42.4833	-120.2667	4327.43	-999	1.2686	60	B	2	50	
579460	579460	579460	42.4833	-120.1	5593.44	-999	1.44	60	B	2	50	
579461	579461	579461	42.4833	-120.0583	5385.17	-999	1.44	60	B	2	50	
579465	579465	579465	42.4833	-119.8917	4567.59	-999	0.8334	60	A	1	50	
579466	579466	579466	42.4833	-119.85	4472.18	-999	3.6	60	B	2	50	
579467	579467	579467	42.4833	-119.8083	4507.74	-999	2.8975	60	B	2	50	
579476	579476	579476	42.4833	-119.4333	4996.59	-999	1.44	60	B	2	50	
579487	579487	579487	42.4833	-118.975	4545.01	-999	1.92	60	C	3	50	
579488	579488	579488	42.4833	-118.9333	4548.43	-999	1.92	60	C	3	50	
579489	579489	579489	42.4833	-118.8917	4640.68	-999	1.92	60	B	2	50	
579490	579490	579490	42.4833	-118.85	5684.38	-999	1.5387	60	B	2	50	
579493	579493	579493	42.4833	-118.725	6786.48	-999	1.32	60	B	2	50	
579496	579496	579496	42.4833	-118.6	4238.85	-999	1.44	60	A	1	50	
579520	579520	579520	42.4833	-117.6	4437.8	-999	1.3018	60	B	2	50	
580743	580743	580743	42.525	-124.3917	277.23	-999	2.3591	60	B	2	50	
580744	580744	580744	42.525	-124.35	712.71	-999	3.0	60	B	2	50	
580751	580751	580751	42.525	-124.0583	952.43	-999	1.44	60	B	2	50	
580752	580752	580752	42.525	-124.0167	1229.99	-999	1.44	60	B	2	50	
580765	580765	580765	42.525	-123.475	1043.42	-999	1.5598	60	B	2	50	
580766	580766	580766	42.525	-123.4333	1005.8	-999	1.2911	60	A	1	50	
580767	580767	580767	42.525	-123.3917	1065.73	-999	1.1936	60	B	2	50	
580768	580768	580768	42.525	-123.35	1819.33	-999	1.2	60	A	1	50	
580770	580770	580770	42.525	-123.2667	3093.18	-999	1.08	60	C	3	50	
580771	580771	580771	42.525	-123.225	2703.08	-999	1.56	60	B	2	50	
580772	580772	580772	42.525	-123.1833	1345.47	-999	1.5577	60	B	2	50	
580773	580773	580773	42.525	-123.1417	1498.58	-999	1.4913	60	B	2	50	
580774	580774	580774	42.525	-123.1	2256.78	-999	1.5449	60	B	2	50	
580776	580776	580776	42.525	-123.0167	2256.78	-999	1.6714	60	B	2	50	
580777	580777	580777	42.525	-122.975	1913.28	-999	1.6384	60	B	2	50	
580778	580778	580778	42.525	-122.9333	1593.5	-999	1.6096	60	B	2	50	
580779	580779	580779	42.525	-122.8917	1384.51	-999	1.6684	60	B	2	50	
580780	580780	580780	42.525	-122.85	1388.67	-999	0.9822	60	B	2	50	
580781	580781	580781	42.525	-122.8083	1418.42	-999	1.3045	60	B	2	50	
580782	580782	580782	42.525	-122.7667	1698.05	-999	1.68	60	B	2	50	
580783	580783	580783	42.525	-122.725	2282.81	-999	1.68	60	B	2	50	
580784	580784	580784	42.525	-122.6833	2785.11	-999	1.68	60	B	2	50	
580785	580785	580785	42.525	-122.6417	2807.85	-999	1.68	60	B	2	50	
580786	580786	580786	42.525	-122.6	3037.07	-999	1.68	60	B	2	50	
580787	580787	580787	42.525	-122.5583	3037.07	-999	1.68	60	B	2	50	
580788	580788	580788	42.525	-122.5167	2805.99	-999	1.4739	60	B	2	50	
580789	580789	580789	42.525	-122.475	2720.47	-999	1.5553	60	B	2	50	
580790	580790	580790	42.525	-122.4333	2921.15	-999	1.5197	60	B	2	50	
580800	580800	580800	42.525	-122.0167	4143.7	-999	4.0426	60	B	2	50	
580802	580802	580802	42.525	-121.9333	4153.15	-999	3.7065	60	B	2	50	
580803	580803	580803	42.525	-121.8917	4191.73	-999	2.4992	60	B	2	50	
580808	580808	580808	42.525	-121.6833	4814.83	-999	1.8	60	B	2	50	
580810	580810	580810	42.525	-121.6	4402.49	-999	2.466	60	B	2	50	
580811	580811	580811	42.525	-121.5583	4321.79	-999	2.4488	60	B	2	50	
580812	580812	580812	42.525	-121.5167	4484.65	-999	1.8169	60	B	2	50	
580813	580813	580813	42.525	-121.475	4583.86	-999	1.9204	60	B	2	50	
580816	580816	580816	42.525	-121.35	4617.19	-999	1.8	60	B	2	50	
580817	580817	580817	42.525	-121.3083	4526.25	-999	2.4956	60	B	2	50	
580818	580818	580818	42.525	-121.2667	4544.09	-999	2.3426	60	B	2	50	
580819	580819	580819	42.525	-121.225	4576.77	-999	2.4684	60	B	2	50	
580820	580820	580820	42.525	-121.1833	4602.23	-999	2.3152	60	A	1	50	
580822	580822	580822	42.525	-121.1	4625.59	-999	1.8	60	B	2	50	
580823	580823	580823	42.525	-121.0583	4632.28	-999	1.6724	60	B	2	50	
580824	580824	580824	42.525	-121.0167	5026.9	-999	1.32	60	B	2	50	
580831	580831	580831	42.525	-120.725	6521.39	-999	2.28	60	A	1	50	
580832	580832	580832	42.525	-120.6833	5899.21	-999	2.28	60	A	1	50	
580834	580834	580834	42.525	-120.6	5268.24	-999	1.32	60	B	2	50	
580835	580835	580835	42.525	-120.5583	5470.87	-999	1.32	60	B	2	50	
580837	580837	580837	42.525	-120.475	5576.25	-999	1.0163	60	B	2	50	
580838	580838	580838	42.525	-120.4333	4975.98	-999	1.0732	60	B	2	50	
580840	580840	580840	42.525	-120.35	4493.96	-999	2.0125	60	B	2	50	
580841	580841	580841	42.525	-120.3083	4310.24	-999	0.8504	60	A	1	50	
580842	580842	580842	42.525	-120.2667	4344.09	-999	0.84	60	A	1	50	
580853	580853	580853	42.525	-119.8083	4486.09	-999	0.0134	60	B	2	50	
580856	580856	580856	42.525	-119.6833	6168.77	-999	1.56	60	C	3	50	
580857	580857	580857	42.525	-119.6417	5766.93	-999	1.56	60	C	3	50	
580865	580865	580865	42.525	-119.3083	4662.99	-999	1.92	60	B	2	50	
580873	580873	580873	42.525	-118.975	4548.82	-999	1.92	60	C	3	50	
580874	580874	580874	42.525	-118.9333	4661.68	-999	1.92	60	B	2	50	
580875	580875	580875	42.525	-118.8917	5718.24	-999	1.92	60	B	2	50	
580882	580882	580882	42.525	-118.6	4804.72	-999	1.4388	60	A	1	50	
580884	580884	580884	42.525	-118.5167	4091.47	-999	1.136	60	B	2	50	
580916	580916	580916	42.525	-117.1833	4548.16	-999	1.08	60	B	2	50	
580917	580917	580917	42.525	-117.1417	4450.13	-999	1.08	60	B	2	50	
580919	580919	580919	42.525	-117.0583	4813.52	-999	1.559	60	B	2	50	
580920	580920	580920	42.525	-117.0167	5063.52	-999	1.5548	60	B	2	50	
580921	580921	580921	42.525	-116.975	5143.44	-999	1.3689	60	B	2	50	
580924	580924	580924	42.525	-116.85	5593.04	-999	1.32	60	B	2	50	
582129	582129	582129	42.5667	-124.3917	156.28	-999	1.835	60	B	2	50	
582130	582130	582130	42.5667	-124.35	578.85	-999	1.8057	60	B	2	50	
582137	582137	582137	42.5667	-124.0583	690.95	-999	1.44	60	B	2	50	
582147	582147	582147	42.5667	-123.6417	2313.43	-999	1.44	60	B	2	50	
582152	582152	582152	42.5667	-123.4333	1319.33	-999	1.2003	60	A	1	50	
582153	582153	582153	42.5667	-123.3917	1240.59	-999	1.3703	60	B	2	50	
582154	582154	582154	42.5667	-123.35	1701.55	-999	1.2586	60	B	2	50	
582155	582155	582155	42.5667	-123.3083	1866.58	-999	1.44	60	B	2	50	
582157	582157	582157	42.5667	-123.225	2724.19	-999	1.5266	60	B	2	50	
582158	582158	582158	42.5667	-123.1833	1447.94	-999	1.5405	60	B	2	50	
582159	582159	582159	42.5667	-123.1417	1572.4	-999	1.3813	60	A	1	50	
582160	582160	582160	42.5667	-123.1	1842.85	-999	1.5272	60	B	2	50	
582161	582161	582161	42.5667	-123.0583	1771.76	-999	1.5002	60	B	2	50	
582162	582162	582162	42.5667	-123.0167	2266.51	-999	1.44	60	B	2	50	
582163	582163	582163	42.5667	-122.975	2278.87	-999	1.5614	60	B	2	50	
582164	582164	582164	42.5667	-122.9333	1870.52	-999	1.68	60	B	2	50	
582165	582165	582165	42.5667	-122.8917	1800.2	-999	1.68	60	B	2	50	
582166	582166	582166	42.5667	-122.85	1568.35	-999	1.1449	60	B	2	50	
582167	582167	582167	42.5667	-122.8083	1631.01	-999	1.26	60	B	2	50	
582168	582168	582168	42.5667	-122.7667	2160.11	-999	1.68	60	B	2	50	
582169	582169	582169	42.5667	-122.725	2116.8	-999	1.68	60	B	2	50	
582170	582170	582170	42.5667	-122.6833	2198.05	-999	1.68	60	B	2	50	
582171	582171	582171	42.5667	-122.6417	2225.07	-999	1.68	60	B	2	50	
582172	582172	582172	42.5667	-122.6	2401.14	-999	1.6426	60	B	2	50	
582173	582173	582173	42.5667	-122.5583	2917.1	-999	1.5612	60	B	2	50	
582174	582174	582174	42.5667	-122.5167	3016.18	-999	1.44	60	B	2	50	
582184	582184	582184	42.5667	-122.1	4835.7	-999	4.0392	60	B	2	50	
582185	582185	582185	42.5667	-122.0583	4148.16	-999	4.08	60	B	2	50	
582186	582186	582186	42.5667	-122.0167	4143.7	-999	4.08	60	B	2	50	
582187	582187	582187	42.5667	-121.975	4143.57	-999	4.08	60	B	2	50	
582188	582188	582188	42.5667	-121.9333	4155.25	-999	2.8116	60	B	2	50	
582189	582189	582189	42.5667	-121.8917	4296.33	-999	2.04	60	B	2	50	
582190	582190	582190	42.5667	-121.85	4313.91	-999	2.28	60	A	1	50	
582192	582192	582192	42.5667	-121.7667	4676.12	-999	2.2863	60	A	1	50	
582193	582193	582193	42.5667	-121.725	4470.47	-999	2.3944	60	B	2	50	
582194	582194	582194	42.5667	-121.6833	4319.55	-999	2.3859	60	B	2	50	
582195	582195	582195	42.5667	-121.6417	4507.35	-999	2.28	60	A	1	50	
582196	582196	582196	42.5667	-121.6	4579.66	-999	2.4735	60	B	2	50	
582202	582202	582202	42.5667	-121.35	4738.71	-999	1.8	60	B	2	50	
582203	582203	582203	42.5667	-121.3083	4721.92	-999	2.2687	60	A	1	50	
582216	582216	582216	42.5667	-120.7667	7352.76	-999	2.28	60	A	1	50	
582219	582219	582219	42.5667	-120.6417	5525.98	-999	1.32	60	B	2	50	
582220	582220	582220	42.5667	-120.6	5124.41	-999	1.32	60	B	2	50	
582222	582222	582222	42.5667	-120.5167	5678.61	-999	1.32	60	B	2	50	
582223	582223	582223	42.5667	-120.475	4800.39	-999	0.8426	60	A	1	50	
582224	582224	582224	42.5667	-120.4333	4543.7	-999	3.2678	60	B	2	50	
582225	582225	582225	42.5667	-120.3917	4301.71	-999	3.5744	60	B	2	50	
582226	582226	582226	42.5667	-120.35	4289.9	-999	3.5903	60	B	2	50	
582227	582227	582227	42.5667	-120.3083	4519.29	-999	3.6	60	B	2	50	
582243	582243	582243	42.5667	-119.6417	5597.77	-999	1.56	60	C	3	50	
582251	582251	582251	42.5667	-119.3083	4684.78	-999	1.92	60	B	2	50	
582252	582252	582252	42.5667	-119.2667	4614.04	-999	1.92	60	B	2	50	
582257	582257	582257	42.5667	-119.0583	4556.17	-999	1.92	60	C	3	50	
582258	582258	582258	42.5667	-119.0167	4558.53	-999	1.92	60	C	3	50	
582259	582259	582259	42.5667	-118.975	4555.51	-999	1.92	60	C	3	50	
582260	582260	582260	42.5667	-118.9333	4991.21	-999	1.92	60	B	2	50	
582270	582270	582270	42.5667	-118.5167	4279.66	-999	0.9604	60	B	2	50	
582271	582271	582271	42.5667	-118.475	3993.83	-999	0.96	60	B	2	50	
582290	582290	582290	42.5667	-117.6833	4065.09	-999	1.44	60	A	1	50	
582291	582291	582291	42.5667	-117.6417	4013.12	-999	1.44	60	A	1	50	
582307	582307	582307	42.5667	-116.975	5066.27	-999	1.56	60	B	2	50	
582310	582310	582310	42.5667	-116.85	5512.21	-999	1.3424	60	B	2	50	
583538	583538	583538	42.6083	-123.4333	1698.82	-999	1.4511	60	B	2	50	
583539	583539	583539	42.6083	-123.3917	1838.36	-999	1.3746	60	A	1	50	
583540	583540	583540	42.6083	-123.35	2229.11	-999	1.56	60	B	2	50	
583541	583541	583541	42.6083	-123.3083	2292.87	-999	1.5402	60	B	2	50	
583544	583544	583544	42.6083	-123.1833	2196.52	-999	1.2066	60	A	1	50	
583545	583545	583545	42.6083	-123.1417	1921.59	-999	1.2	60	A	1	50	
583548	583548	583548	42.6083	-123.0167	2244.64	-999	1.44	60	B	2	50	
583549	583549	583549	42.6083	-122.975	2296.37	-999	1.2964	60	A	1	50	
583550	583550	583550	42.6083	-122.9333	2107.5	-999	1.6419	60	B	2	50	
583551	583551	583551	42.6083	-122.8917	2534.12	-999	1.68	60	B	2	50	
583552	583552	583552	42.6083	-122.85	1887.14	-999	1.2083	60	B	2	50	
583553	583553	583553	42.6083	-122.8083	1663.93	-999	1.2313	60	B	2	50	
583554	583554	583554	42.6083	-122.7667	2178.81	-999	1.68	60	B	2	50	
583555	583555	583555	42.6083	-122.725	2290.25	-999	1.68	60	B	2	50	
583556	583556	583556	42.6083	-122.6833	2012.03	-999	1.68	60	B	2	50	
583557	583557	583557	42.6083	-122.6417	2249.24	-999	1.4474	60	B	2	50	
583558	583558	583558	42.6083	-122.6	2819.23	-999	1.6137	60	B	2	50	
583561	583561	583561	42.6083	-122.475	3420.83	-999	1.44	60	B	2	50	
583562	583562	583562	42.6083	-122.4333	3285.01	-999	1.44	60	B	2	50	
583570	583570	583570	42.6083	-122.1	4983.07	-999	3.3214	60	B	2	50	
583571	583571	583571	42.6083	-122.0583	4164.17	-999	4.08	60	B	2	50	
583572	583572	583572	42.6083	-122.0167	4144.62	-999	4.08	60	B	2	50	
583573	583573	583573	42.6083	-121.975	4144.36	-999	4.08	60	B	2	50	
