OPENET_ID,HUC8_name,HUC8,HUC12_name,HUC12,Region,ITYPE,srctype,IRR_EFF,OWRD,CROP_1985,GRIDMET_ID,ACRES_ALL,ACRES_IRRIGATED,%_IRRIGATED_85,ACRES_WETLAND,%_WETLAND_85,ETOF_IRR_STATUS_85_MODE,1_NOT_IRRIGATED_85_COUNT,2_IRRIGATED_85_COUNT,3_SHORTED_85_COUNT,4_OTHER_85_COUNT,ACRES_FTR_GEOM,ETa_11_84,ETa_12_84,ETa_01_85,ETa_02_85,ETa_03_85,ETa_04_85,ETa_05_85,ETa_06_85,ETa_07_85,ETa_08_85,ETa_09_85,ETa_10_85,ET_Fraction_11_84,ET_Fraction_12_84,ET_Fraction_01_85,ET_Fraction_02_85,ET_Fraction_03_85,ET_Fraction_04_85,ET_Fraction_05_85,ET_Fraction_06_85,ET_Fraction_07_85,ET_Fraction_08_85,ET_Fraction_09_85,ET_Fraction_10_85,ET_Reference_11_84,ET_Reference_12_84,ET_Reference_01_85,ET_Reference_02_85,ET_Reference_03_85,ET_Reference_04_85,ET_Reference_05_85,ET_Reference_06_85,ET_Reference_07_85,ET_Reference_08_85,ET_Reference_09_85,ET_Reference_10_85,PPT_11_84,PPT_12_84,PPT_01_85,PPT_02_85,PPT_03_85,PPT_04_85,PPT_05_85,PPT_06_85,PPT_07_85,PPT_08_85,PPT_09_85,PPT_10_85,ETD_85,ETDa_11_84,ETDa_12_84,ETDa_01_85,ETDa_02_85,ETDa_03_85,ETDa_04_85,ETDa_05_85,ETDa_06_85,ETDa_07_85,ETDa_08_85,ETDa_09_85,ETDa_10_85,P_rz_11_84,P_rz_12_84,P_rz_01_85,P_rz_02_85,P_rz_03_85,P_rz_04_85,P_rz_05_85,P_rz_06_85,P_rz_07_85,P_rz_08_85,P_rz_09_85,P_rz_10_85,NIWR_11_84,NIWR_12_84,NIWR_01_85,NIWR_02_85,NIWR_03_85,NIWR_04_85,NIWR_05_85,NIWR_06_85,NIWR_07_85,NIWR_08_85,NIWR_09_85,NIWR_10_85
ORx_155121,Summer Lake,17120005,Lane Lake,171200050707,17.0,1,1.0,0.85,13,36,607161,132.96206952532404,131.84032196787294,99.15634017922874,0.8578039470287011,0.6451493648459821,2.0,19,689,116,0,132.72598689202684,12.991033850910936,7.87224549783839,1.0,9.775526564423624,31.932918507773227,74.84383917238485,102.60788009505356,76.3049779067215,143.67496158728045,108.6253209012913,37.49909336438162,34.7780365135566,0.6198919013402195,0.5577300722750503,0.088024569613932,0.3203367794544884,0.5916029418564174,0.7403678977866438,0.8482523406230191,0.4713043666159437,0.7539032271565037,0.751983845057174,0.4901310670569818,0.6013863288815559,20.975712823422374,14.115495704660107,11.36373522083786,30.51304122008353,53.975365539930685,101.0588889830902,120.95011254055372,161.92616866359464,190.57281157306883,144.43374947338293,76.47556774835333,57.84719169427069,65.67018621155191,16.71354646455525,3.444635327200306,11.114551420162528,15.970183583713128,8.334951026864013,20.23789634573589,9.521989141197013,17.50088459761654,9.429218695595573,40.34050942207204,11.213954182391916,03,22.759827899183207,14.292374242716084,2.4104101584191207,14.374877133967392,19.77182520891863,39.72557929376757,119.54408216010772,202.8993336605496,157.82978134947905,49.12658593007471,33.78630200125275,10.592161829542864,63.04219266219276,16.5000006854,3.3000001014,11.5000001787,16.0000003577,8.3000000715,20.1000002623,9.3000002502,17.400000751,9.593528747846507,40.49999625108699,11.2000000476,-40.28236476300956,-2.20762644268392,-0.8895899429808798,2.8748769552673936,3.771824851218635,31.425579222267565,99.44408189780772,193.59933341034963,140.42978059847906,39.5330571822282,-6.713694249834233,-0.6078382180571359
