OPENET_ID,HUC8_name,HUC8,HUC12_name,HUC12,Region,OWRD,IRR_EFF,ITYPE,srctype,GRIDMET_ID,CROP_1991,ACRES_FTR_GEOM_91,ET_Fraction_11_90,ET_Fraction_12_90,ET_Fraction_01_91,ET_Fraction_02_91,ET_Fraction_03_91,ET_Fraction_04_91,ET_Fraction_05_91,ET_Fraction_06_91,ET_Fraction_07_91,ET_Fraction_08_91,ET_Fraction_09_91,ET_Fraction_10_91,%_IRRIGATED_91,%_WETLAND_91,ETOF_IRR_STATUS_91_MODE,IRR_STATUS_1991,ETD_91,ETa_11_90_in,ETa_12_90_in,ETa_01_91_in,ETa_02_91_in,ETa_03_91_in,ETa_04_91_in,ETa_05_91_in,ETa_06_91_in,ETa_07_91_in,ETa_08_91_in,ETa_09_91_in,ETa_10_91_in,ET_Reference_11_90_in,ET_Reference_12_90_in,ET_Reference_01_91_in,ET_Reference_02_91_in,ET_Reference_03_91_in,ET_Reference_04_91_in,ET_Reference_05_91_in,ET_Reference_06_91_in,ET_Reference_07_91_in,ET_Reference_08_91_in,ET_Reference_09_91_in,ET_Reference_10_91_in,PPT_11_90_in,PPT_12_90_in,PPT_01_91_in,PPT_02_91_in,PPT_03_91_in,PPT_04_91_in,PPT_05_91_in,PPT_06_91_in,PPT_07_91_in,PPT_08_91_in,PPT_09_91_in,PPT_10_91_in,ETDa_11_90_in,ETDa_12_90_in,ETDa_01_91_in,ETDa_02_91_in,ETDa_03_91_in,ETDa_04_91_in,ETDa_05_91_in,ETDa_06_91_in,ETDa_07_91_in,ETDa_08_91_in,ETDa_09_91_in,ETDa_10_91_in,P_rz_11_90_in,P_rz_12_90_in,P_rz_01_91_in,P_rz_02_91_in,P_rz_03_91_in,P_rz_04_91_in,P_rz_05_91_in,P_rz_06_91_in,P_rz_07_91_in,P_rz_08_91_in,P_rz_09_91_in,P_rz_10_91_in,NIWR_11_90_in,NIWR_12_90_in,NIWR_01_91_in,NIWR_02_91_in,NIWR_03_91_in,NIWR_04_91_in,NIWR_05_91_in,NIWR_06_91_in,NIWR_07_91_in,NIWR_08_91_in,NIWR_09_91_in,NIWR_10_91_in,EFF_VOLUME_11_90_acft,EFF_VOLUME_12_90_acft,EFF_VOLUME_01_91_acft,EFF_VOLUME_02_91_acft,EFF_VOLUME_03_91_acft,EFF_VOLUME_04_91_acft,EFF_VOLUME_05_91_acft,EFF_VOLUME_06_91_acft,EFF_VOLUME_07_91_acft,EFF_VOLUME_08_91_acft,EFF_VOLUME_09_91_acft,EFF_VOLUME_10_91_acft,ET_VOLUME_11_90_acft,ET_VOLUME_12_90_acft,ET_VOLUME_01_91_acft,ET_VOLUME_02_91_acft,ET_VOLUME_03_91_acft,ET_VOLUME_04_91_acft,ET_VOLUME_05_91_acft,ET_VOLUME_06_91_acft,ET_VOLUME_07_91_acft,ET_VOLUME_08_91_acft,ET_VOLUME_09_91_acft,ET_VOLUME_10_91_acft,ETDa_VOLUME_11_90_acft,ETDa_VOLUME_12_90_acft,ETDa_VOLUME_01_91_acft,ETDa_VOLUME_02_91_acft,ETDa_VOLUME_03_91_acft,ETDa_VOLUME_04_91_acft,ETDa_VOLUME_05_91_acft,ETDa_VOLUME_06_91_acft,ETDa_VOLUME_07_91_acft,ETDa_VOLUME_08_91_acft,ETDa_VOLUME_09_91_acft,ETDa_VOLUME_10_91_acft,ETO_VOLUME_11_90_acft,ETO_VOLUME_12_90_acft,ETO_VOLUME_01_91_acft,ETO_VOLUME_02_91_acft,ETO_VOLUME_03_91_acft,ETO_VOLUME_04_91_acft,ETO_VOLUME_05_91_acft,ETO_VOLUME_06_91_acft,ETO_VOLUME_07_91_acft,ETO_VOLUME_08_91_acft,ETO_VOLUME_09_91_acft,ETO_VOLUME_10_91_acft,IRR_CU_VOLUME_11_90_acft,IRR_CU_VOLUME_12_90_acft,IRR_CU_VOLUME_01_91_acft,IRR_CU_VOLUME_02_91_acft,IRR_CU_VOLUME_03_91_acft,IRR_CU_VOLUME_04_91_acft,IRR_CU_VOLUME_05_91_acft,IRR_CU_VOLUME_06_91_acft,IRR_CU_VOLUME_07_91_acft,IRR_CU_VOLUME_08_91_acft,IRR_CU_VOLUME_09_91_acft,IRR_CU_VOLUME_10_91_acft,NIWR_VOLUME_11_90_acft,NIWR_VOLUME_12_90_acft,NIWR_VOLUME_01_91_acft,NIWR_VOLUME_02_91_acft,NIWR_VOLUME_03_91_acft,NIWR_VOLUME_04_91_acft,NIWR_VOLUME_05_91_acft,NIWR_VOLUME_06_91_acft,NIWR_VOLUME_07_91_acft,NIWR_VOLUME_08_91_acft,NIWR_VOLUME_09_91_acft,NIWR_VOLUME_10_91_acft,PPT_VOLUME_11_90_acft,PPT_VOLUME_12_90_acft,PPT_VOLUME_01_91_acft,PPT_VOLUME_02_91_acft,PPT_VOLUME_03_91_acft,PPT_VOLUME_04_91_acft,PPT_VOLUME_05_91_acft,PPT_VOLUME_06_91_acft,PPT_VOLUME_07_91_acft,PPT_VOLUME_08_91_acft,PPT_VOLUME_09_91_acft,PPT_VOLUME_10_91_acft
ORx_62521,Tualatin,17090010,Beaverton Creek,170900100401,4.0,2,0.0,0,0.0,680572,59,12.227025334037116,0.322022403700348,0.6532755077290697,0.8294794862381019,0.7254109725143498,1.1685236442019933,0.6433899274485024,0.8787957769861301,0.8977565355438039,0.5075995682397114,0.4658348467833167,0.2387236117711503,0.2600869593576579,77.58041108728608,2.163249256695991,1.0,1,42,0.19098610149103865,0.37199371315268015,0.5124151598068863,0.786031485928622,2.041089413598063,1.787835403798129,3.010381492769322,3.6683398771480475,2.991753741044237,2.173832121041797,0.9681129841938907,0.5386456661730711,0.5933096855242651,0.5694285316861375,0.6177550720763668,1.0838645162549805,1.7468285521183984,2.778829173049318,3.4254895545875845,4.086338921124377,5.894837668031939,4.669507171255002,4.060486221935915,2.076422028180323,4.236406967888431,3.0705590879534355,3.0322101024681554,4.2166080584484265,4.251019681052776,4.793757425575178,2.94813887307947,2.0655810567017445,0.2010698250869277,0.836175916317715,0.17513937557051187,2.0559917002614907,0.5721486603615095,0.3141861404242352,0.24473795892583858,0.9732071640673702,1.6709303680262406,2.767115205551051,3.374393155245214,3.8950387349385047,2.980325637999412,1.275600162999645,2.095017930821049,1.3055625542355995,1.2849590037048473,0.27895865028447997,0.24473795892583652,1.273194525189286,2.771566718668147,2.858977466193442,3.0033684409061427,2.1259842965511813,0.19685039135826773,0.838582683503937,0.16141732846850396,2.0787401861062995,-3.6060393516368273e-16,0.7874015748031518,2.0805754319747035e-15,0.40578082550968325,-0.09253229766289106,0.4428638236409566,0.3710247143390715,1.7690544383873232,2.783475246641144,0.43701747949570763,1.933600602352545,-0.7731776318706995,1.309268857624855,0.2842362070147614,0.24936810199889484,1.2972818095538965,2.8240013736774627,2.9130658257157047,3.0601885012005803,2.1662053211413643,0.20057456017938835,0.8544476429906221,0.16447114704474905,2.118067409866896,0.19459932511499278,0.37903137956836297,0.5221094283752897,0.8009022409833417,2.079704330758206,1.8216590646106834,3.0673342314339145,3.7377403843123145,3.0483540654123504,2.214958367993474,0.9864284986624146,0.5488361838639533,0.5829730137562977,0.32013015821420554,0.24936810199889692,0.9916190541931793,1.702542328439067,2.8194656433726686,3.4382325496820556,3.968728107429081,3.036709756624928,1.2997329590915445,2.134653109617582,1.33026220215074,0.6045343796528987,0.58020142357083,0.6294422430423051,1.104369908242794,1.7798764134142526,2.831401224819618,3.490295630451826,4.163647459337471,6.006360792255233,4.757848540033574,4.13730565867659,2.115705395226128,-1.1146695325098621,0.09479517255360159,0.2727413263763949,-0.49637956857055476,-0.7442970429192566,-1.0914067611050213,0.007145730233334202,1.5715350631709502,2.847779505232962,1.360510725002852,0.8219573516176655,-1.5692312260029426,-3.6742612089998557e-16,0.8022982502649048,2.1199373763441594e-15,0.4134577027977826,-0.09428289564506936,0.4512422659322101,0.37804404848147594,1.8025227862877171,2.83613519644554,0.44528531610092187,1.970181962572833,-0.7878052077161555,4.316554610138601,3.1286503131720464,3.0895758117501178,4.296381129529497,4.331443777976889,4.884449457311353,3.0039140574501926,2.1046593258166157,0.20487382043735639,0.8519953427107001,0.1784527985073408,2.094888550472274
