OPENET_ID,HUC8_name,HUC8,HUC12_name,HUC12,Region,OWRD,IRR_EFF,ITYPE,srctype,CROP_1985,GRIDMET_ID,ACRES_FTR_GEOM_85,ET_Fraction_11_84,ET_Fraction_12_84,ET_Fraction_01_85,ET_Fraction_02_85,ET_Fraction_03_85,ET_Fraction_04_85,ET_Fraction_05_85,ET_Fraction_06_85,ET_Fraction_07_85,ET_Fraction_08_85,ET_Fraction_09_85,ET_Fraction_10_85,%_IRRIGATED_85,%_WETLAND_85,ETOF_IRR_STATUS_85_MODE,IRR_STATUS_1985,ETD_85,ETa_11_84_in,ETa_12_84_in,ETa_01_85_in,ETa_02_85_in,ETa_03_85_in,ETa_04_85_in,ETa_05_85_in,ETa_06_85_in,ETa_07_85_in,ETa_08_85_in,ETa_09_85_in,ETa_10_85_in,ET_Reference_11_84_in,ET_Reference_12_84_in,ET_Reference_01_85_in,ET_Reference_02_85_in,ET_Reference_03_85_in,ET_Reference_04_85_in,ET_Reference_05_85_in,ET_Reference_06_85_in,ET_Reference_07_85_in,ET_Reference_08_85_in,ET_Reference_09_85_in,ET_Reference_10_85_in,PPT_11_84_in,PPT_12_84_in,PPT_01_85_in,PPT_02_85_in,PPT_03_85_in,PPT_04_85_in,PPT_05_85_in,PPT_06_85_in,PPT_07_85_in,PPT_08_85_in,PPT_09_85_in,PPT_10_85_in,ETDa_11_84_in,ETDa_12_84_in,ETDa_01_85_in,ETDa_02_85_in,ETDa_03_85_in,ETDa_04_85_in,ETDa_05_85_in,ETDa_06_85_in,ETDa_07_85_in,ETDa_08_85_in,ETDa_09_85_in,ETDa_10_85_in,P_rz_11_84_in,P_rz_12_84_in,P_rz_01_85_in,P_rz_02_85_in,P_rz_03_85_in,P_rz_04_85_in,P_rz_05_85_in,P_rz_06_85_in,P_rz_07_85_in,P_rz_08_85_in,P_rz_09_85_in,P_rz_10_85_in,NIWR_11_84_in,NIWR_12_84_in,NIWR_01_85_in,NIWR_02_85_in,NIWR_03_85_in,NIWR_04_85_in,NIWR_05_85_in,NIWR_06_85_in,NIWR_07_85_in,NIWR_08_85_in,NIWR_09_85_in,NIWR_10_85_in,EFF_VOLUME_11_84_acft,EFF_VOLUME_12_84_acft,EFF_VOLUME_01_85_acft,EFF_VOLUME_02_85_acft,EFF_VOLUME_03_85_acft,EFF_VOLUME_04_85_acft,EFF_VOLUME_05_85_acft,EFF_VOLUME_06_85_acft,EFF_VOLUME_07_85_acft,EFF_VOLUME_08_85_acft,EFF_VOLUME_09_85_acft,EFF_VOLUME_10_85_acft,ET_VOLUME_11_84_acft,ET_VOLUME_12_84_acft,ET_VOLUME_01_85_acft,ET_VOLUME_02_85_acft,ET_VOLUME_03_85_acft,ET_VOLUME_04_85_acft,ET_VOLUME_05_85_acft,ET_VOLUME_06_85_acft,ET_VOLUME_07_85_acft,ET_VOLUME_08_85_acft,ET_VOLUME_09_85_acft,ET_VOLUME_10_85_acft,ETDa_VOLUME_11_84_acft,ETDa_VOLUME_12_84_acft,ETDa_VOLUME_01_85_acft,ETDa_VOLUME_02_85_acft,ETDa_VOLUME_03_85_acft,ETDa_VOLUME_04_85_acft,ETDa_VOLUME_05_85_acft,ETDa_VOLUME_06_85_acft,ETDa_VOLUME_07_85_acft,ETDa_VOLUME_08_85_acft,ETDa_VOLUME_09_85_acft,ETDa_VOLUME_10_85_acft,ETO_VOLUME_11_84_acft,ETO_VOLUME_12_84_acft,ETO_VOLUME_01_85_acft,ETO_VOLUME_02_85_acft,ETO_VOLUME_03_85_acft,ETO_VOLUME_04_85_acft,ETO_VOLUME_05_85_acft,ETO_VOLUME_06_85_acft,ETO_VOLUME_07_85_acft,ETO_VOLUME_08_85_acft,ETO_VOLUME_09_85_acft,ETO_VOLUME_10_85_acft,IRR_CU_VOLUME_11_84_acft,IRR_CU_VOLUME_12_84_acft,IRR_CU_VOLUME_01_85_acft,IRR_CU_VOLUME_02_85_acft,IRR_CU_VOLUME_03_85_acft,IRR_CU_VOLUME_04_85_acft,IRR_CU_VOLUME_05_85_acft,IRR_CU_VOLUME_06_85_acft,IRR_CU_VOLUME_07_85_acft,IRR_CU_VOLUME_08_85_acft,IRR_CU_VOLUME_09_85_acft,IRR_CU_VOLUME_10_85_acft,NIWR_VOLUME_11_84_acft,NIWR_VOLUME_12_84_acft,NIWR_VOLUME_01_85_acft,NIWR_VOLUME_02_85_acft,NIWR_VOLUME_03_85_acft,NIWR_VOLUME_04_85_acft,NIWR_VOLUME_05_85_acft,NIWR_VOLUME_06_85_acft,NIWR_VOLUME_07_85_acft,NIWR_VOLUME_08_85_acft,NIWR_VOLUME_09_85_acft,NIWR_VOLUME_10_85_acft,PPT_VOLUME_11_84_acft,PPT_VOLUME_12_84_acft,PPT_VOLUME_01_85_acft,PPT_VOLUME_02_85_acft,PPT_VOLUME_03_85_acft,PPT_VOLUME_04_85_acft,PPT_VOLUME_05_85_acft,PPT_VOLUME_06_85_acft,PPT_VOLUME_07_85_acft,PPT_VOLUME_08_85_acft,PPT_VOLUME_09_85_acft,PPT_VOLUME_10_85_acft
ORx_62521,Tualatin,17090010,Beaverton Creek,170900100401,4.0,2,0.0,0,0.0,59,680572,12.227025334037116,0.1895662952225655,0.7319315627133078,0.7209781389851407,0.7693534995852822,1.1241543957770934,0.9962240432183198,0.5462338134238934,1.048798693328065,0.8138082617322531,0.3094175859759812,0.6496217826714746,0.6843840547880029,72.5311706521857,4.583911712771931,3.0,1,42,0.12866557241455653,0.3331264882419869,0.3954820978301923,0.6921501898050579,2.0841682819943035,3.073169762002113,2.233277997074287,5.541787320889622,5.454247801718711,1.5192161298633777,1.9147430527918832,1.0310669113987112,0.6747642534847629,0.455819747883552,0.5487907580860124,0.9001878813363635,1.8542982388116296,3.084759641675543,4.0885349622965785,5.284753029205833,6.7036945295937835,4.911961821000999,2.9491619021229294,1.5074362496508353,11.074642664869678,3.315576660594018,0.3163705112909157,2.8366767797097774,3.9206893930707234,0.9988827768626406,0.7787607665714563,2.5608688784654245,0.3406168179972954,0.9526933015479548,1.996049915188992,3.004134804643208,0.6433250478312773,0.22580216543720194,0.19045688432253444,0.34822871241363745,1.12930775547436,2.5003362733001047,3.6372490846732597,5.309582282792171,6.461908899499355,3.1634762444086086,1.7400820896200342,0.5171442499280248,2.122313829458594,0.18098140664764487,0.1925014031577991,0.2522546592563599,1.998150437614557,1.0078740401496065,0.83858267646063,1.4275145899893982,0.3425196869173228,0.937007897952756,2.027559086799213,1.6674500362837257,1.639108796198558e-16,0.7894460936384164,-0.0020445188352647362,0.09597405315727749,-0.8688426821401967,2.0436847055865237,2.7986664082126302,4.260639067334707,6.119389212582032,2.226468346455853,-0.2874769971791787,-1.1503057863557014,2.1624654132972965,0.18440535367253558,0.19614329443734185,0.2570270091130344,2.035953001827545,1.0269417852022982,0.8544476358140645,1.4545214213756648,0.34899974077871393,0.954734942205101,2.0659180267125947,1.6989961530735183,0.13109976779426413,0.3394288342644659,0.4029641357773255,0.7052448254754201,2.12359819869508,3.1313103779830542,2.2755288873479143,5.646631164030256,5.557435504144244,1.5479578423097784,1.9509676512214935,1.0505734372299538,0.6554959714878056,0.23007406644009235,0.19406009580445038,0.35481677406005585,1.1506728780091326,2.5476395797710274,3.706061392041938,5.410033090404541,6.58416031836821,3.2233253486673874,1.7730023160907,0.5269279871017983,0.6875299684884031,0.46444330042721677,0.5591732085169256,0.9172183358744095,1.8893792952341832,3.1431195240151766,4.165885046924729,5.384734097685759,6.8305202370824345,5.004890135433525,3.0049564409528458,1.535955101160555,-2.0313656455030324,0.15502348059193033,0.20682084133998363,0.4482178163623857,0.08764519686753491,2.104368592780756,1.4210812515338498,4.1921097426545915,5.20843576336553,0.5932229001046774,-0.11495037549110121,-0.6484227158435645,1.6701187313635707e-16,0.8043814488977963,-0.002083198632891499,0.0977897649470214,-0.8852801238184117,2.0823487224992174,2.851613756227874,4.341245151290811,6.235160577589495,2.2685904064622866,-0.29291571062189453,-1.1720681659717205,11.284161369064156,3.3783033188354366,0.32235585470802514,2.890343237498856,3.9948640446638617,1.0177804182027375,0.7934939685019468,2.6093173878453304,0.34706087190433665,0.970717094466192,2.03381274008487,3.060969363602929
