date,year,month,day,centroid_lat,centroid_lon,elev_m,u2_ms,tmin_c,tmax_c,srad_wm2,ea_kpa,pair_kpa,prcp_mm,etr_mm,eto_mm
1979-01-25,1979,1,25,40.9416666667,-118.1416666333,1291.7600097656,2.1690581180,-9.4500000000,1.0500000000,63.9000000000,0.3488833088,86.9340451125,0.9000000000,1.0000000000,0.7000000000
1979-01-26,1979,1,26,40.9416666667,-118.1416666333,1291.7600097656,1.5706972579,-14.9500000000,-2.1500000000,117.2000000000,0.2345662971,86.9340451125,0.0000000000,0.8000000000,0.6000000000
1979-01-27,1979,1,27,40.9416666667,-118.1416666333,1291.7600097656,1.1219266128,-13.1500000000,-0.9500000000,52.0000000000,0.2638534455,86.9340451125,0.0000000000,0.7000000000,0.5000000000
1979-01-28,1979,1,28,40.9416666667,-118.1416666333,1291.7600097656,1.4211070428,-13.1500000000,-2.0500000000,107.0000000000,0.2499081156,86.9340451125,0.0000000000,0.8000000000,0.6000000000
1979-01-29,1979,1,29,40.9416666667,-118.1416666333,1291.7600097656,1.1967217203,-15.4500000000,-3.1500000000,119.1000000000,0.2010861250,86.9340451125,0.0000000000,0.8000000000,0.6000000000
1979-01-30,1979,1,30,40.9416666667,-118.1416666333,1291.7600097656,1.8698776879,-17.8500000000,-2.9500000000,91.9000000000,0.1941098609,86.9340451125,0.0000000000,0.9000000000,0.6000000000
1979-01-31,1979,1,31,40.9416666667,-118.1416666333,1291.7600097656,0.8227461827,-12.9500000000,0.1500000000,98.7000000000,0.2471188465,86.9340451125,0.3000000000,0.8000000000,0.6000000000
1979-02-01,1979,2,1,40.9416666667,-118.1416666333,1291.7600097656,0.8975412902,-10.3500000000,1.0500000000,80.3000000000,0.3349483009,86.9340451125,0.4000000000,0.7000000000,0.6000000000
1979-02-02,1979,2,2,40.9416666667,-118.1416666333,1291.7600097656,1.1967217203,-10.7500000000,-1.2500000000,122.9000000000,0.2903449084,86.9340451125,0.3000000000,0.8000000000,0.6000000000
1979-02-03,1979,2,3,40.9416666667,-118.1416666333,1291.7600097656,1.3463119353,-14.2500000000,-1.7500000000,92.9000000000,0.2415401050,86.9340451125,0.0000000000,0.8000000000,0.6000000000
1979-02-04,1979,2,4,40.9416666667,-118.1416666333,1291.7600097656,0.8227461827,-10.0500000000,1.2500000000,63.4000000000,0.3474898841,86.9340451125,0.0000000000,0.7000000000,0.6000000000
1979-02-05,1979,2,5,40.9416666667,-118.1416666333,1291.7600097656,1.1967217203,-10.6500000000,2.3500000000,110.6000000000,0.3739620617,86.9340451125,0.0000000000,0.8000000000,0.7000000000
1979-02-06,1979,2,6,40.9416666667,-118.1416666333,1291.7600097656,2.0194679030,-5.7500000000,5.5500000000,108.3000000000,0.4561262510,86.9340451125,0.0000000000,1.4000000000,1.0000000000
1979-02-07,1979,2,7,40.9416666667,-118.1416666333,1291.7600097656,2.1690581180,-2.9500000000,7.8500000000,111.9000000000,0.4714384949,86.9340451125,0.0000000000,1.9000000000,1.3000000000
1979-02-08,1979,2,8,40.9416666667,-118.1416666333,1291.7600097656,1.1219266128,-2.2500000000,9.3500000000,120.2000000000,0.4964904876,86.9340451125,0.0000000000,1.5000000000,1.1000000000
1979-02-09,1979,2,9,40.9416666667,-118.1416666333,1291.7600097656,1.5706972579,-0.8500000000,10.6500000000,120.5000000000,0.4923155353,86.9340451125,0.0000000000,2.1000000000,1.5000000000
1979-02-10,1979,2,10,40.9416666667,-118.1416666333,1291.7600097656,1.7202874729,-1.3500000000,11.5500000000,105.7000000000,0.4978821046,86.9340451125,0.0000000000,2.2000000000,1.5000000000
1979-02-11,1979,2,11,40.9416666667,-118.1416666333,1291.7600097656,1.9446727954,0.5500000000,14.1500000000,108.7000000000,0.4672626310,86.9340451125,0.0000000000,3.0000000000,2.0000000000
1979-02-12,1979,2,12,40.9416666667,-118.1416666333,1291.7600097656,2.0194679030,1.3500000000,13.8500000000,84.2000000000,0.4728304157,86.9340451125,0.6000000000,3.1000000000,2.0000000000
1979-02-13,1979,2,13,40.9416666667,-118.1416666333,1291.7600097656,1.7202874729,1.4500000000,12.9500000000,62.7000000000,0.7119898796,86.9340451125,1.6000000000,1.9000000000,1.3000000000
1979-02-14,1979,2,14,40.9416666667,-118.1416666333,1291.7600097656,4.0389358059,-0.4500000000,9.1500000000,76.8000000000,0.5563147828,86.9340451125,0.3000000000,2.5000000000,1.7000000000
1979-02-15,1979,2,15,40.9416666667,-118.1416666333,1291.7600097656,2.0194679030,-3.2500000000,8.1500000000,137.3000000000,0.3586368081,86.9340451125,0.0000000000,2.4000000000,1.7000000000
1979-02-16,1979,2,16,40.9416666667,-118.1416666333,1291.7600097656,3.1413945157,-1.8500000000,8.4500000000,79.2000000000,0.3781413213,86.9340451125,0.0000000000,3.0000000000,1.9000000000
1979-02-17,1979,2,17,40.9416666667,-118.1416666333,1291.7600097656,2.0942630105,-3.3500000000,9.5500000000,132.2000000000,0.3530634814,86.9340451125,0.5000000000,2.7000000000,1.9000000000
1979-02-18,1979,2,18,40.9416666667,-118.1416666333,1291.7600097656,2.8422140856,-1.0500000000,11.3500000000,112.8000000000,0.4268881111,86.9340451125,1.8000000000,3.3000000000,2.2000000000
1979-02-19,1979,2,19,40.9416666667,-118.1416666333,1291.7600097656,1.8698776879,-1.5500000000,9.2500000000,102.1000000000,0.4700465571,86.9340451125,1.4000000000,2.2000000000,1.5000000000
1979-02-20,1979,2,20,40.9416666667,-118.1416666333,1291.7600097656,1.6454923654,-2.9500000000,9.5500000000,99.9000000000,0.4477732567,86.9340451125,2.1000000000,2.1000000000,1.5000000000
1979-02-21,1979,2,21,40.9416666667,-118.1416666333,1291.7600097656,2.3934434405,-1.4500000000,9.5500000000,126.3000000000,0.4853569438,86.9340451125,1.7000000000,2.5000000000,1.7000000000
1979-02-22,1979,2,22,40.9416666667,-118.1416666333,1291.7600097656,2.9918043007,-2.8500000000,7.4500000000,123.0000000000,0.4338502486,86.9340451125,0.7000000000,2.4000000000,1.7000000000
1979-02-23,1979,2,23,40.9416666667,-118.1416666333,1291.7600097656,3.5153700533,-3.1500000000,5.3500000000,74.0000000000,0.3948568384,86.9340451125,0.4000000000,2.3000000000,1.5000000000
