HUC12,HUC12_name,ACRES_85,ET_v_85,ETc_v_85,ETo_v_85,PPT_v_85,EFF_v_85,NIWR_v_85,CU_v_85,AW_v_85,ET_r_85,ETc_r_85,ETo_r_85,PPT_r_85,EFF_r_85,NIWR_r_85,CU_r_85,AW_r_85,ACRES_86,ET_v_86,ETc_v_86,ETo_v_86,PPT_v_86,EFF_v_86,NIWR_v_86,CU_v_86,AW_v_86,ET_r_86,ETc_r_86,ETo_r_86,PPT_r_86,EFF_r_86,NIWR_r_86,CU_r_86,AW_r_86,ACRES_87,ET_v_87,ETc_v_87,ETo_v_87,PPT_v_87,EFF_v_87,NIWR_v_87,CU_v_87,AW_v_87,ET_r_87,ETc_r_87,ETo_r_87,PPT_r_87,EFF_r_87,NIWR_r_87,CU_r_87,AW_r_87,ACRES_88,ET_v_88,ETc_v_88,ETo_v_88,PPT_v_88,EFF_v_88,NIWR_v_88,CU_v_88,AW_v_88,ET_r_88,ETc_r_88,ETo_r_88,PPT_r_88,EFF_r_88,NIWR_r_88,CU_r_88,AW_r_88,ACRES_89,ET_v_89,ETc_v_89,ETo_v_89,PPT_v_89,EFF_v_89,NIWR_v_89,CU_v_89,AW_v_89,ET_r_89,ETc_r_89,ETo_r_89,PPT_r_89,EFF_r_89,NIWR_r_89,CU_r_89,AW_r_89,ACRES_90,ET_v_90,ETc_v_90,ETo_v_90,PPT_v_90,EFF_v_90,NIWR_v_90,CU_v_90,AW_v_90,ET_r_90,ETc_r_90,ETo_r_90,PPT_r_90,EFF_r_90,NIWR_r_90,CU_r_90,AW_r_90,ACRES_91,ET_v_91,ETc_v_91,ETo_v_91,PPT_v_91,EFF_v_91,NIWR_v_91,CU_v_91,AW_v_91,ET_r_91,ETc_r_91,ETo_r_91,PPT_r_91,EFF_r_91,NIWR_r_91,CU_r_91,AW_r_91,ET_v,ET_r,ETc_v,ETc_r,ETo_v,ETo_r,PPT_v,PPT_r,EFF_v,EFF_r,NIWR_v,NIWR_r,CUirr_v,CUirr_r,AW_v,AW_r
171200050707,Lane Lake,132.72598689202684,279.5196368251477,299.205281260442,428.575974501914,99.93313451030491,98.73268454519331,200.47259671524878,180.7869522799544,212.69053209406403,2.10599026890294,2.2543082049474363,3.229028350345305,0.7529281706648823,0.7438835970043514,1.5104246079430859,1.3621066718985888,1.6024784375277517,132.72598689202684,304.11647160842637,397.7658141601397,433.3831094613566,132.19783730053328,125.05109229280527,274.7028715110205,179.06537931562113,210.66515213602486,2.2913106824801868,2.9968947564407555,3.265246841328184,0.9960207521988651,0.9421748914516256,2.06969921975033,1.3491357910285615,1.5872185776806607,132.72598689202684,304.3116566078111,317.0601598814345,460.3191430798165,115.24885563248077,113.81400979778569,204.97643339131838,190.49764681002546,224.11487860002998,2.2927812686401037,2.3888325662958856,3.4681915264588548,0.8683217079880236,0.8575111209410247,1.5443579527351157,1.4352701476990795,1.6885531149400939,132.72598689202684,288.63229183416195,350.2131768024785,463.8440517681616,103.74823111348243,87.43247088044595,262.78070592203255,201.19982095371603,236.7056717102542,2.174647923838499,2.6386179903667126,3.4947493149589515,0.7816723276496114,0.6587441760864257,1.979873814280287,1.5159037477520731,1.7834161738259688,132.72598689202684,296.7489242996376,361.9157045707088,428.0227924350144,125.95901589124063,126.19590875827467,235.71979581243414,170.55301554136295,200.65060651925054,2.2358012266357767,2.726788574306317,3.224860499874925,0.9490154779840426,0.9508003045472594,1.7759882697590579,1.2850009220885172,1.5117657906923734,132.72598689202684,317.4525849489317,394.6579132873994,452.2609628223185,88.45951529338727,88.40282347925199,306.25508980814743,229.04976146967974,269.4703076113879,2.3917892221602446,2.973478838085079,3.4074786212758377,0.6664822569023312,0.6660551226578415,2.307423715427238,1.7257340995024035,2.030275411179298,132.72598689202684,277.0154969952111,359.91560153166455,448.6576435885543,94.00607958561571,94.47090620777088,265.44469532389365,182.5445907874402,214.75834210287084,2.0871232791854424,2.711719158844586,3.3803300626691835,0.708271844775131,0.7117739970893822,1.9999451617552035,1.3753492820960602,1.6180579789365415,295.3995804456182,2.225634838834742,354.3905216420382,2.670091441326682,445.00909680816227,3.352840745273035,108.50752418957786,0.8175303625946982,104.87141370878967,0.7901347442539873,250.05031264058508,1.8839589630929026,190.52816673682855,1.435500094580755,224.15078439626888,1.6888236406832409
