HUC8_code,HUC8_name,ACRES_85,ET_v_85,ETc_v_85,ETo_v_85,PPT_v_85,EFF_v_85,NIWR_v_85,CU_v_85,AW_v_85,ET_r_85,ETc_r_85,ETo_r_85,PPT_r_85,EFF_r_85,NIWR_r_85,CU_r_85,AW_r_85,ACRES_86,ET_v_86,ETc_v_86,ETo_v_86,PPT_v_86,EFF_v_86,NIWR_v_86,CU_v_86,AW_v_86,ET_r_86,ETc_r_86,ETo_r_86,PPT_r_86,EFF_r_86,NIWR_r_86,CU_r_86,AW_r_86,ACRES_87,ET_v_87,ETc_v_87,ETo_v_87,PPT_v_87,EFF_v_87,NIWR_v_87,CU_v_87,AW_v_87,ET_r_87,ETc_r_87,ETo_r_87,PPT_r_87,EFF_r_87,NIWR_r_87,CU_r_87,AW_r_87,ACRES_88,ET_v_88,ETc_v_88,ETo_v_88,PPT_v_88,EFF_v_88,NIWR_v_88,CU_v_88,AW_v_88,ET_r_88,ETc_r_88,ETo_r_88,PPT_r_88,EFF_r_88,NIWR_r_88,CU_r_88,AW_r_88,ACRES_89,ET_v_89,ETc_v_89,ETo_v_89,PPT_v_89,EFF_v_89,NIWR_v_89,CU_v_89,AW_v_89,ET_r_89,ETc_r_89,ETo_r_89,PPT_r_89,EFF_r_89,NIWR_r_89,CU_r_89,AW_r_89,ACRES_90,ET_v_90,ETc_v_90,ETo_v_90,PPT_v_90,EFF_v_90,NIWR_v_90,CU_v_90,AW_v_90,ET_r_90,ETc_r_90,ETo_r_90,PPT_r_90,EFF_r_90,NIWR_r_90,CU_r_90,AW_r_90,ACRES_91,ET_v_91,ETc_v_91,ETo_v_91,PPT_v_91,EFF_v_91,NIWR_v_91,CU_v_91,AW_v_91,ET_r_91,ETc_r_91,ETo_r_91,PPT_r_91,EFF_r_91,NIWR_r_91,CU_r_91,AW_r_91,ET_v,ET_r,ETc_v,ETc_r,ETo_v,ETo_r,PPT_v,PPT_r,EFF_v,EFF_r,NIWR_v,NIWR_r,CUirr_v,CUirr_r,AW_v,AW_r
17090010,Tualatin,12.227025334037116,24.862740626273247,26.356269818247142,33.587804691796165,32.70317966937868,12.477180686175043,16.328782628869586,12.385559940098208,0.0,2.0334251338354,2.1555749741417145,2.7470135845957353,2.674663605901007,1.0204592159829386,1.3354664918714252,1.0129659178524617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.227025334037116,21.576933680416857,21.882015138841098,31.931611244357452,37.41463809728355,18.548939317596137,5.937135526667091,3.0279943628207215,0.0,1.7646919909744385,1.7896433957592939,2.6115600787599154,3.059995139875121,1.5170443186995224,0.48557481189963064,0.24764767227491621,0.0,12.227025334037116,19.401657501089296,21.874416984570246,32.20098906872352,32.485838995272985,18.873381783381998,8.21707942552216,0.5282757177073019,0.0,1.586784763345482,1.789021972799639,2.633591424652051,2.6568881725336886,1.5435791836337343,0.672042397969666,0.043205579711747925,0.0,21.94711060259313,1.7949672960517733,23.370900647219496,1.9114134475668825,32.573468334959045,2.6640550293359007,34.20121892064507,2.7971823061032723,16.633167262384394,1.3603609061053985,10.16099919368628,0.8310279005802407,5.313943340208744,0.43460638994637524,0.0,0.0
