# 13 - Winter Grain - Irrigated
Date,Year,Month,PMeto_mm,ETact,ETpot,ETbas,Kc,Kcb,PPT,Irrigation,Runoff,DPerc,P_rz,P_eft,P_rz_fraction,P_eft_fraction,NIWR,Season
1990-08,1990,8,139.35090132212747,122.97553299042487,123.08121930337364,105.49398635802942,0.8131485717569892,0.6521787472117182,29.300000011999995,95.4449400720575,1.758900101518419e-05,9.544494007205751,29.299982422998983,20.529015022951498,0.9999993996927985,0.7006489766055876,93.67555056742589,22
1990-09,1990,9,114.10907076157753,6.302361187576627,12.84494501089238,11.410907076157756,0.058641532073636586,0.10000000000000005,3.2999999523,0.0,0.0,0.0,3.2999999523,1.9844817991383827,1.0,0.6013581296433835,3.0023612352766276,0
1990-10,1990,10,64.3395456574075,10.474743538375145,13.110505389381078,8.555028869546163,0.2095363882784832,0.13592017756184036,11.0000000597,0.0,0.0,0.0,11.0000000597,7.43303805809893,1.0,0.6757307288870732,-0.525256521324855,17
1990-11,1990,11,31.0361287797117,18.299721045363956,18.51162216469292,5.040103418681084,0.6212489099067117,0.15839831335064813,13.400000274099998,0.0,0.0,0.0,13.400000274099998,6.509217155693904,1.0,0.4857624643691353,4.8997207712639534,30
1990-12,1990,12,20.654100457729832,11.160709054925094,11.583308913884435,3.5252199459463918,0.5709435700350874,0.16368275833341048,9.7000000775,0.0,0.0,0.0,9.7000000775,5.711132877238413,1.0,0.5887765805781677,1.4607089774250956,31
1991-01,1991,1,26.8074276230146,10.906709427029034,11.867895377130983,4.3690169914512795,0.4508706070548321,0.1559621973492861,8.000000208700001,0.0,0.0,0.0,8.000000208700001,5.38394524964451,1.0,0.6729931386488551,2.906709218329033,31
1991-02,1991,2,42.400791225598155,13.493579064057801,17.706929059211713,7.718902718476963,0.3937044092589018,0.1741280015751627,8.8000001312,0.0,0.0,0.0,8.8000001312,3.149961324312787,1.0,0.3579501451533782,4.6935789328577995,28
1991-03,1991,3,57.925252089129486,36.7796521258908,41.713858328430184,11.408215170887425,0.6528674801322184,0.1943234389154736,35.2000004353,0.0,0.0,0.0,35.2000004353,18.515786318700073,1.0,0.5260166502762792,1.5796516905908005,31
1991-04,1991,4,80.9700243902218,45.65920305191479,46.13045275069308,20.065691734106665,0.5691487565350292,0.24608801720306553,20.5000005068,33.27837157484831,0.0,0.0,20.5000005068,5.896769134000339,1.0,0.28764726771808313,25.159202545114802,30
1991-05,1991,5,104.94715779159175,75.32251073385471,75.32251073385471,38.790120973858876,0.7534179668724161,0.35930793788307575,49.00000065560001,31.679730744956846,1.3646184172735993e-05,0.0,48.99998700941584,29.566682674702157,0.9999997215064492,0.6034016791655512,26.322523724438906,31
1991-06,1991,6,137.47088106742902,131.35716686873903,131.35716686873903,124.22035992687542,0.9642263635064708,0.9071985342000323,31.2000003458,59.38894154589857,0.0,0.0,31.2000003458,27.927660099046538,1.0,0.8951173009459928,100.15716652293908,30
1991-07,1991,7,180.82443349858588,236.68361635602085,236.68361635602085,234.3313518087304,1.307853661712016,1.2934481513708842,12.4000001849,283.82287437325533,0.0,22.651238306146706,12.4000001849,11.822304657673282,1.0,0.9534116517247958,224.28361617112085,31
1991-08,1991,8,157.74334545753027,193.57506515290035,193.57506515290035,188.28787411720742,1.2204885343013094,1.1845486536345007,12.2000003459,180.14341250068745,0.0,18.014341250068746,12.2000003459,11.19310707621305,1.0,0.91746776711975,181.37506480700034,31
1991-09,1991,9,116.57777684438908,26.79819830997979,31.699646313744054,30.493604923176374,0.21443215651824907,0.248563230617739,1.0000000298,0.0,0.0,0.0,1.0000000298,0.8186209553245292,1.0,0.8186209309296254,25.79819828017979,9
1991-10,1991,10,71.55856845466494,8.597224739636705,12.879220057467343,8.843786036092757,0.3070316102854141,0.12963290155306748,15.7000000774,0.0,0.0,0.0,15.7000000774,13.449469581510856,1.0,0.8566541092487788,-7.102775337763295,17
1991-11,1991,11,26.550080686555145,25.345096306952314,25.345096306952314,3.8412987790526834,0.9515962265041805,0.1430767243619024,27.800000667600003,0.0,0.0,0.0,27.800000667600003,17.879315702117168,1.0,0.6431408371495088,-2.4549043606476837,30
1991-12,1991,12,18.31766361078265,12.787412113199137,12.787412113199137,2.8608390584427927,0.764305298206761,0.15017900296560907,19.5000005959,0.0,0.0,0.0,19.5000005959,16.466262418839964,1.0,0.8444236879819429,-6.712588482700864,31
1992-01,1992,1,23.869627307923494,14.52700618247906,14.52700618247906,3.9474103689765987,0.7344000392759225,0.15363878798036676,11.8000000118,0.0,0.0,0.0,11.8000000118,9.273009087294419,1.0,0.7858482269509669,2.7270061706790583,31
1992-02,1992,2,42.304861955221924,19.208189772602285,19.208189772602285,8.193762683851974,0.48073190171039987,0.1882105947915311,10.0999999643,0.0,0.0,0.0,10.0999999643,4.070384685432933,1.0,0.403008386120825,9.108189808302281,29
1992-03,1992,3,73.0528389264582,34.87891621231585,34.87891621231585,18.25662518759808,0.44915597866051793,0.24570617954724777,9.5000001491,28.329837343257772,0.0,0.0,9.5000001491,2.7350091554492724,1.0,0.2878956960551604,25.378916063215847,31
1992-04,1992,4,100.84889263130094,63.02748970081613,63.02748970081613,37.03759700218679,0.625070296246164,0.3571696132967696,23.100000500900006,42.278432613036635,0.0,0.0,23.100000500900006,10.998756751852564,1.0,0.47613664559981456,39.92748919991614,30
1992-05,1992,5,167.4469368621522,170.16844979130497,170.16844979130497,165.2112597040413,1.0102732422721432,0.9803253233484392,17.700000137099998,152.0931686217284,0.014692239679219699,7.275708537063835,17.68530789742078,15.611236409533952,0.9991699299680556,0.8819907507690973,152.48314189388415,31
1992-06,1992,6,171.11354430129225,227.10281138369365,227.10281138369365,224.62934607816655,1.327332449208033,1.3101740201741834,18.8000003696,191.30222170521455,0.0,19.130222170521456,18.8000003696,16.66349288071278,1.0,0.8863559868678516,208.30281101409366,30
1992-07,1992,7,171.37766764501797,213.8115765532009,213.8115765532009,209.09086000468434,1.2542916965697186,1.2262509370305263,39.400001317299996,180.99093891144884,0.0,18.099093891144882,39.400001317299996,37.183139811936975,1.0,0.9437344814404961,174.4115752359009,31
1992-08,1992,8,162.9983274507815,40.980606243012105,47.38449763764166,40.65038868877303,0.24840935774498063,0.24147687235069662,12.8000000715,0.0,0.0,0.0,12.8000000715,7.285115650356588,1.0,0.5691496570048741,28.180606171512096,8
1992-09,1992,9,107.16012178435399,19.86870953560149,22.11307049540466,10.716012178435399,0.19121386872607163,0.10000000000000005,19.1000002026,0.0,0.0,0.0,19.1000002026,9.545505231994778,1.0,0.49976466653101864,0.7687093330014929,0
1992-10,1992,10,59.737418220533556,19.92454074576127,20.22072837220027,7.545864210970975,0.41076537477106057,0.13029019621041735,29.400000333799998,0.0,0.0,0.0,29.400000333799998,20.620486290431526,1.0,0.7013770767453014,-9.475459588038728,17
1992-11,1992,11,24.352832760300046,16.879859319947027,16.879859319947027,3.7195890313295115,0.7063700130970011,0.1500289168513668,14.700000316099999,0.0,0.0,0.0,14.700000316099999,9.376030419705398,1.0,0.6378251849040039,2.1798590038470307,30
1992-12,1992,12,12.149470850297408,12.149470850297408,12.149470850297408,1.7436137046143565,1.0,0.13938348016951255,52.700000345599996,0.0,0.015504291845493415,0.0,52.6844960537545,46.59565565711408,0.9997058009156771,0.8841680332361596,-40.53502520345711,31
1993-01,1993,1,14.780807553686465,14.590333226736275,14.590333226736275,2.185697411752216,0.9916341036382889,0.1448230650575166,62.900001734700005,0.0,0.0,34.31289296868712,62.900001734700005,55.53650262269871,1.0,0.8829332446911671,-13.996775539276594,31
1993-02,1993,2,22.25561885646708,19.850457426168074,19.850457426168074,3.4129341478248887,0.8929367188796984,0.15076497744395018,27.8000004887,0.0,0.0,8.58839759747542,27.8000004887,18.634098903937016,1.0,0.670291315696606,0.6388545349434935,28
1993-03,1993,3,53.32952974548253,38.49189182606008,38.49189182606008,9.670201040139695,0.7277907422927395,0.1769336777258475,32.4000000954,0.0,0.0,5.684341886080802e-14,32.400000095399974,16.364422146031853,0.9999999999999991,0.5050747561064111,6.091891730660141,31
1993-04,1993,4,77.57607156625512,53.75107731241869,53.75107731241869,20.165270175601083,0.7207503487670782,0.25572799994051826,37.500000447000005,0.0,0.0,0.0,37.500000447000005,10.405623555558893,1.0,0.27748329150730294,16.25107686541869,30
1993-05,1993,5,131.7461627950171,97.22737547366606,97.22737547366606,71.26233850623792,0.7483254668091446,0.5393781509254836,63.40000060199999,41.792371192925515,0.0,4.179237119292566,63.40000060199998,51.66974505485834,0.9999999999999998,0.8149801981741367,33.827374871666066,31
1993-06,1993,6,139.21101919044557,169.23738090134884,169.23738090134884,166.90903495569728,1.2015984037507392,1.182807156485885,19.600000202600004,85.49171516245191,0.0,8.549171516245195,19.600000202599997,18.214551612786455,0.9999999999999997,0.9293138481891564,149.63738069874887,30
1993-07,1993,7,149.23979638572632,195.6833217257869,195.6833217257869,192.93081388821847,1.3099019517936759,1.2901936471140263,25.5999999643,189.49681209794335,0.0,18.949681209794328,25.5999999643,24.22514073785565,1.0,0.9462945613921236,170.08332176148684,31
1993-08,1993,8,141.41535914086327,179.98592970657475,179.98592970657475,176.96319120878564,1.2687269077462222,1.2463159900298808,26.9000003338,184.35702959856138,0.19348608445297474,18.435702959856137,26.706514249347027,25.814563628496618,0.9928072088456498,0.9596491936121084,153.2794154572277,31
1993-09,1993,9,110.54316204848172,48.33949748877395,50.87391577748607,50.381273773000245,0.3856650496893924,0.40461213157980347,1.2000000477,0.0,0.0,0.0,1.2000000477,1.0281289228590174,1.0,0.8567740683257453,47.13949744107396,15
1993-10,1993,10,58.02290011768946,19.355545183940897,20.62081294527933,7.29015284415059,0.37345000325344735,0.12865143170233445,22.700000345900005,0.0,0.009673566878980832,0.0,22.690326779021024,14.170488032362226,0.9995738516858337,0.6242505646006147,-3.33478159508012,17
1993-11,1993,11,30.120608904111698,4.301105954581135,5.541359641900151,4.99524433178932,0.14562460624054838,0.16039971521247265,3.9000000654999996,0.0,0.0,0.0,3.9000000654999996,3.3538847553891697,1.0,0.859970435656694,0.4011058890811348,30
1993-12,1993,12,19.6260683959508,13.620407293804004,13.781594404941783,2.906032840738152,0.7588859114124762,0.14017119656501767,28.900000691400002,0.0,0.0,0.0,28.900000691400002,23.738583237617668,1.0,0.821404244626255,-15.279593397595999,31
1994-01,1994,1,29.928840385822802,13.002056432331669,13.002056432331669,4.628435216161754,0.4365271577895367,0.15247465270794108,7.6000001432,0.0,0.0,0.0,7.6000001432,1.9706921435174867,1.0,0.25930159294546035,5.402056289131668,31
1994-02,1994,2,30.793334903770223,23.26666092982561,23.26666092982561,4.753910365182858,0.7630722553089443,0.15205824266838433,25.4000006913,0.0,0.0,0.0,25.4000006913,15.34587567169549,1.0,0.60416831708795,-2.1333397614743896,28
1994-03,1994,3,71.61667488055384,34.207962196458816,34.2592893765398,13.872686324174808,0.4739622647396037,0.19201780620873354,11.7000003458,22.00493361394998,0.0,0.0,11.7000003458,3.637253331265406,1.0,0.31087634391148433,22.507961850658816,31
1994-04,1994,4,96.58220916049017,54.25843034794864,54.25843034794864,23.626313039655066,0.5749724652511774,0.2421051723744527,22.5000004471,25.868551040963325,0.0,0.0,22.5000004471,7.058542578189642,1.0,0.3137129972412694,31.758429900848633,30
1994-05,1994,5,130.43432349143367,101.6174726799755,101.6174726799755,73.94688799965144,0.7891547101325874,0.5572628513458728,31.1000008583,112.17128404514224,0.0,0.0,31.1000008583,16.495901976978214,1.0,0.5304148399267896,70.51747182167551,31
1994-06,1994,6,155.25895550943326,193.54576807006234,193.54576807006234,191.33769738022292,1.237954495808541,1.2219350129252904,8.5000002385,183.47461510759842,0.0,9.356924940388218,8.5000002385,7.995011870162256,1.0,0.940589605391957,185.04576783156233,30
1994-07,1994,7,194.85144689146819,258.9952516548359,258.9952516548359,256.63381074037386,1.328404950844395,1.316282212040136,4.0000000298,187.0224604915469,0.0,18.70224604915469,4.0000000298,3.676730790258695,1.0,0.9191826907167627,254.99525162503585,31
1994-08,1994,8,160.746190936491,127.8839344836109,128.6552398170639,118.78910180269776,0.7755735024274107,0.714597680456517,0.0,182.37477671733077,0.0,18.237477671733078,0.0,0.0,0.0,0.0,127.8839344836109,23
1994-09,1994,9,106.33721932082547,18.350608316601893,23.377347990168804,10.63372193208255,0.21293971308519596,0.10000000000000005,23.4000006916,0.0,0.0,0.0,23.4000006916,16.19097317087759,1.0,0.6919219099292478,-5.049392374998105,0
1994-10,1994,10,61.09098480699761,11.805897452535026,13.135873560331552,7.852195457120155,0.27140673417530253,0.13465497559083764,14.000000298,0.0,0.0,0.0,14.000000298,10.819627958808278,1.0,0.7728305520360552,-2.1941028454649727,17
1994-11,1994,11,21.697824664618377,21.697824664618377,21.697824664618377,3.1738770830542817,1.0,0.14295054844545238,33.8000006079,0.0,0.0032873432090581066,0.0,33.79671326469094,25.75440224167841,0.9999027413269249,0.7619645496591763,-12.098888600072561,30
1994-12,1994,12,19.532610698373126,15.784100592894616,15.784100592894616,2.8733693742811814,0.8371292573868468,0.14257623859288035,12.500000208500001,0.0,0.0,0.0,12.500000208500001,8.39689302360447,1.0,0.6717514306835437,3.2841003843946135,31
1995-01,1995,1,21.023633107211964,19.806581971404928,19.806581971404928,2.780078863791697,0.9435057217583673,0.12935510385431395,60.100001037199995,0.0,0.0,15.962223198319123,60.100001037199995,48.074288215290494,1.0,0.7999049481801844,-24.33119586747594,31
1995-02,1995,2,38.75547464368832,21.840504388565122,21.840504388565122,6.722548247475649,0.6317229562254677,0.169105016401748,13.000000328,0.0,0.0,17.732889811773845,12.772946234054361,8.72976859506113,0.982534300906393,0.671520644215566,26.57339387233898,28
1995-03,1995,3,56.87206557135206,43.196596844282865,43.196596844282865,12.401472593118738,0.8129330113740135,0.21419910523404612,44.4000002742,0.0,0.0,0.0,44.4000002742,24.53079144621945,1.0,0.5524952994307486,-1.2034034299171479,31
1995-04,1995,4,80.48517383808742,52.545567164042616,52.545567164042616,21.025796054297352,0.7080440146289324,0.2587708201480356,45.200000614000004,0.0,0.0,5.684341886080802e-14,45.200000613999975,23.662514025783704,0.9999999999999993,0.5235069403617354,7.345566550042678,30
1995-05,1995,5,124.15623448690948,82.77927552708908,82.77927552708908,53.43703275363184,0.7003620328516765,0.4032108245229289,24.600000769,48.41249898886391,0.0,4.841249898886389,24.600000769,10.0575113784702,1.0,0.4088419131736085,58.1792747580891,31
1995-06,1995,6,136.31079002250777,155.77522266664707,155.77522266664707,150.5891922868203,1.1313392921179892,1.088217816792538,36.8000005783,81.15481590869892,0.0,8.115481590869905,36.800000578299986,33.615142472439736,0.9999999999999997,0.9134549441355636,118.97522208834705,30
1995-07,1995,7,169.56465375703854,222.9910231104854,222.9910231104854,220.242288021698,1.3133823878374808,1.2973515284795483,20.600000590100002,190.93582730667532,0.0,19.093582730667535,20.600000590100002,19.00348615995904,1.0,0.9224993017277766,202.3910225203854,31
1995-08,1995,8,158.49405665932213,192.78642826568714,192.78642826568714,191.16158330479936,1.2039674647820697,1.194984038707276,1.4000000358,188.60996676342458,0.0,18.86099667634246,1.4000000358,0.9329153647393392,1.0,0.6663681006309723,191.38642822988712,31
1995-09,1995,9,104.87428393308164,35.751601911350825,37.92513906403591,28.342859890707228,0.33029829238698255,0.2505130243974922,3.0,91.95445388800316,0.0,9.195445388800316,3.0,2.162495048951013,1.0,0.720831682983671,32.751601911350825,9
1995-10,1995,10,62.80550350116994,9.847564462035605,10.92165441497335,8.48304196530889,0.16925594543473685,0.13697769373165183,5.5000002087,0.0,0.0,0.0,5.5000002087,4.23112012208325,1.0,0.769294538460269,4.347564253335606,17
1995-11,1995,11,31.310784930732478,20.03224507183291,20.03224507183291,5.056039050184056,0.7048944448009417,0.15731197750254214,22.1000002921,0.0,0.0,0.0,22.1000002921,12.93595435795302,1.0,0.5853372935283258,-2.0677552202670895,30
1995-12,1995,12,12.33638574414692,12.33638574414692,12.33638574414692,1.8999227846185747,1.0,0.14407613117802817,95.5000017287,0.0,1.6435689990484144,60.64786718800718,60.52260722426721,53.26109013871074,0.6337445667928061,0.5577077400481819,-20.8721797974975,31
1996-01,1996,1,18.453057879062882,18.204579274748394,18.204579274748394,3.4239688109453206,0.9816563523302017,0.18302156067604936,52.600000560400005,0.0,0.006533472818055393,14.847919096688969,42.5839762034393,32.49975710547924,0.8095812880180597,0.6178660980841649,-19.540968716144583,31
1996-02,1996,2,31.94448757437122,26.011807725344866,26.011807725344866,7.41578840268244,0.8326934448131703,0.2259126081081276,30.700000554499997,0.0,0.0,26.121840960299807,21.98806601325705,9.393858041236665,0.7162236357039429,0.3059888557513305,21.433648131144665,29
1996-03,1996,3,66.82946405863993,40.65733166475393,40.65733166475393,20.710489037235625,0.6627333827221489,0.3045927429782028,20.9000006914,0.0,0.0,0.0,20.9000006914,7.196956854489842,1.0,0.3443519912155443,19.757330973353945,31
1996-04,1996,4,90.57006289295488,60.503305596864465,60.503305596864465,41.773882756230215,0.6924346606080772,0.4587751871596813,24.4000005423,53.61069228914684,0.0,5.361069228914673,24.4000005423,15.129117680814936,1.0,0.6200457928100043,36.103305054564466,30
1996-05,1996,5,114.31743915273637,109.12475865085291,109.12475865085291,101.63502159168816,0.9544665160631909,0.8843898527847737,55.09999978550001,0.0,0.009156157370686226,4.263256414560601e-14,55.0908436281293,51.927685931032485,0.9998338265443493,0.942426245611305,54.03391502272362,31
1996-06,1996,6,155.16228128473242,199.32423541472954,199.32423541472954,196.94319538687884,1.28639318581931,1.2692848269106018,13.7000001072,174.4596738813267,0.0,17.44596738813267,13.7000001072,12.911563599210025,1.0,0.9424498903780582,185.6242353075296,30
1996-07,1996,7,178.62972797432664,233.76705300959676,233.76705300959676,231.39171890661248,1.3087562230952168,1.2940392495295872,10.100000053599999,286.07246040842494,0.0,28.60724604084249,10.100000053599999,9.337607483254505,1.0,0.9245155874950961,223.66705295599678,31
1996-08,1996,8,156.80495399410484,123.80359524730756,124.30911131636192,104.28762574484271,0.7947517530026075,0.6603325704102845,20.300000429,90.85214289302259,0.0,9.08521428930226,20.300000429,13.383064919427415,1.0,0.6592642678129578,103.50359481830758,22
1996-09,1996,9,93.9936893438201,10.767255200148968,13.675852804991365,9.399368934382016,0.14056021510264577,0.10000000000000005,8.999999970200001,0.0,0.0,0.0,8.999999970200001,6.400287376821995,1.0,0.711143044223784,1.7672552299489712,0
1996-10,1996,10,58.4740891233824,13.66327821262811,15.862344356846208,7.186820545872472,0.3546797510684516,0.1326028351089008,12.5000001488,0.0,0.0,0.0,12.5000001488,6.054421051053671,1.0,0.48435367831854753,1.1632780638281082,17
1996-11,1996,11,24.53593677898049,10.735287238379941,10.735287238379941,3.556735684269681,0.5931633326152692,0.13715503300331344,53.200001328999996,0.0,0.16074739563176213,16.530311714239275,53.03925393336824,46.67118560931153,0.9969784324884192,0.8772779030716015,-25.77365498074903,30
1996-12,1996,12,19.158780883010703,19.158780883010703,19.158780883010703,2.7107519569795833,1.0,0.13545570439218851,88.10000073910001,0.0,0.25370693375263315,51.115608970343885,54.72696082823595,41.89318746969703,0.6211913776289829,0.4755185824999006,-17.571903951992784,31
1997-01,1997,1,20.56460193251417,18.60148314286623,18.60148314286623,3.1074907783714827,0.8980616381014749,0.1483385203573559,44.80000108480001,0.0,1.777423822509207,41.666713691463514,19.911544698476444,12.37964811045309,0.44445411197171025,0.2763314243457312,17.245619572038933,31
1997-02,1997,2,26.476512258984197,22.561123230794664,22.561123230794664,4.398658643629457,0.8862545315482234,0.1595266453418551,24.300000429200004,0.0,0.0,7.0347125552770535,24.300000429200004,14.76948152918368,1.0,0.6077975830583109,5.29583535687172,28
1997-03,1997,3,73.72304757382311,28.973397201769643,28.973397201769643,17.85861212823608,0.43163521227281454,0.23413937356060482,7.6000001431,0.0,0.0,0.0,7.6000001431,2.106751671709338,1.0,0.27720416211071347,21.373397058669646,31
1997-04,1997,4,83.58821667781004,51.22503959668228,51.22503959668228,25.000833419816946,0.6209790153024558,0.29616339908270345,22.999999940300004,31.15855512544745,0.0,3.115855512544641,22.999999940300004,8.075083075389104,1.0,0.35109056940648736,28.22503965638229,30
1997-05,1997,5,139.24238725842898,106.1692938389612,106.1692938389612,97.29512181202247,0.7690154003944094,0.7018944618709587,25.6000005603,56.67123652388488,0.0,5.667123652388497,25.6000005603,22.660554501771212,1.0,0.8851778908517984,80.56929327866118,31
1997-06,1997,6,141.43452751604693,180.37389332199416,180.92778723983614,178.05902325821248,1.272879552233615,1.2550854158822122,34.1999997497,189.85230164359663,0.0,18.98523016435966,34.1999997497,33.01573745635546,1.0,0.965372447309596,146.17389357229416,30
1997-07,1997,7,166.32030829006317,216.62925671334386,216.62925671334386,213.9014798913878,1.3007448015192193,1.283683629592537,24.600000560299996,186.5549894532649,0.0,18.655498945326492,24.600000560299996,23.237333257768974,1.0,0.94460702148397,192.02925615304383,31
1997-08,1997,8,152.76987882264282,121.42236478708237,122.32977637417203,110.50684428455803,0.7401265727533981,0.6665551310376562,6.8000001908000005,95.00568302804568,0.0,9.500568302804568,6.8000001908000005,2.8167101695919854,1.0,0.4142220721409432,114.62236459628238,21
1997-09,1997,9,97.37673135185987,17.77238131381678,19.65628182271993,9.73767313518599,0.20971914793365773,0.10000000000000005,18.6000000835,0.0,0.0,0.0,18.6000000835,10.462352938090403,1.0,0.5624920909205545,-0.8276187696832189,0
1997-10,1997,10,57.21076002632146,12.746421172540703,13.211112213924022,7.6354919093172215,0.2386632654462097,0.13473521080095402,15.3000000715,0.0,0.0,0.0,15.3000000715,10.61478229959462,1.0,0.6937766176463785,-2.553578898959294,17
1997-11,1997,11,21.33161649047881,20.91042192577017,20.91042192577017,2.939310403946495,0.9860587740201104,0.13328221507407947,27.000000596200003,0.0,0.0,0.0,27.000000596200003,18.93368718879234,1.0,0.7012476581743883,-6.089578670429838,30
1997-12,1997,12,14.859737394009489,13.200896621680787,13.200896621680787,2.21338715694111,0.8910697088198284,0.14611891458293358,11.900000214600002,0.0,0.0,0.0,11.900000214600002,7.861665743696703,1.0,0.6606441682287784,1.3008964070807865,31
1998-01,1998,1,20.380989347822144,20.380989347822144,20.380989347822144,3.2410140575048634,1.0,0.1484918032036929,47.8000006674,0.0,0.0,8.18528333114412,47.8000006674,34.3473545319453,1.0,0.7185638923091163,-19.233727988433746,31
1998-02,1998,2,26.764300469562844,26.09941683532735,26.09941683532735,4.996235275640352,0.9766484043923304,0.18379151321040083,30.8000003995,0.0,0.0,2.7622842879365805,30.80000039949997,16.08249393712926,0.9999999999999991,0.5221588872898307,-1.9382992762360653,28
1998-03,1998,3,56.010368216987224,39.78336295132821,39.78336295132821,13.795963410679972,0.7557826142877323,0.23933952599339342,33.1000006797,0.0,0.0,5.191507747633068,33.1000006797,16.517194627410152,1.0,0.4990088908831966,11.874870019261268,31
1998-04,1998,4,85.13973728792261,51.93749612660437,51.93749612660437,27.22009437514267,0.6983816405014989,0.30401238799730973,23.300000399400002,0.0,0.0,0.0,23.300000399400002,4.3706936354913415,1.0,0.18758341461676076,28.637495727204374,30
1998-05,1998,5,79.27258484903982,74.10801432171871,74.10801432171871,46.46621759100902,0.9510260264292656,0.5841991785359335,121.30000141280001,0.0,2.160565483185355,0.0,119.13943592961465,94.2649367962642,0.9821882484911713,0.777122305839619,-45.03142160789593,31
1998-06,1998,6,140.27443589465673,167.17776898158053,167.17776898158053,164.0008424994839,1.1910125815900519,1.167470128204811,32.500000447000005,90.5841673713038,0.0,9.591570151727577,32.500000447,31.287193350064204,0.9999999999999998,0.9626828590690757,135.21092194917773,30
