#  3 - Alfalfa Hay
Date,Year,Month,PMeto_mm,ETact,ETpot,ETbas,Kc,Kcb,PPT,Irrigation,Runoff,DPerc,P_rz,P_eft,P_rz_fraction,P_eft_fraction,NIWR,Season,Cutting
1981-06,1981,6,149.36182179649893,187.9220451649556,187.9220451649556,186.0051723379629,1.2575302021990402,1.2428515929039923,18.2000001073,109.37253988803388,0.0,10.93725398880339,18.2000001073,17.276805988949278,1.0,0.9492750487413223,169.72204505765558,30, 0
1981-07,1981,7,180.15647905003513,141.3894190652154,141.3894190652154,130.1831709839242,0.7729725196713457,0.7061792901796989,5.1000000239,108.14190074745561,0.0,10.81419007474556,5.1000000239,3.3658904722735334,1.0,0.6599785208823621,136.2894190413154,31, 1
1981-08,1981,8,167.31492178408922,207.23098232935524,207.23098232935524,205.5324898836408,1.2356070581660552,1.2249482508665746,3.1000000238,219.21788560268521,0.0,21.92178856026852,3.1000000238,2.886357952800589,1.0,0.9310832034325189,204.13098230555522,31, 0
1981-09,1981,9,103.8685132382882,72.97797134234033,73.88079663454594,64.17174125271804,0.6789072035821195,0.5250374901096941,15.3000003099,113.05347091095824,0.0,11.305347091095825,15.3000003099,13.255696481619793,1.0,0.8663853734069913,57.67797103244034,20, 1
1981-10,1981,10,52.067205933186784,17.849287563429368,21.68178827305097,5.206720593318679,0.38127129323682607,0.10000000000000005,15.200000405299999,0.0,0.0,0.0,15.200000405299999,5.926813068518872,1.0,0.3899219020054951,2.649287158129368,0, 0
1981-11,1981,11,22.704896849986493,11.97214767447745,12.890522109747684,2.270489684998649,0.7404680034330016,0.10000000000000005,72.8000002803,0.0,1.8067788664872344,27.150649812142035,43.84257160167073,35.41978728032993,0.6022331240778129,0.48653553769167607,-31.870423927193276,0, 0
1981-12,1981,12,19.25223845526192,21.177462300788108,21.177462300788108,1.9252238455261919,1.1000000000000005,0.10000000000000005,97.50000160950002,0.0,4.323529897453379,71.59264457795584,21.583827134090786,8.768930951476229,0.2213725823363242,0.08993775186380938,-0.40636483330267614,0, 0
1982-01,1982,1,18.177639111412006,15.856816439770116,15.856816439770116,1.8177639111412007,0.899558404087536,0.10000000000000005,16.599999994,0.0,0.0,4.624820011006506,11.975179982993492,6.385838229677532,0.7213963847784258,0.3846890501196184,3.881636456776619,0, 0
1982-02,1982,2,30.79333507529197,21.450444204947278,21.450444204947278,3.0793335075291974,0.6233634295061387,0.10000000000000005,35.100000649900004,0.0,0.8707897660013667,15.004883341531666,19.224327542366968,8.174399752125368,0.5477016292426119,0.23288887751484003,2.226116662580315,0, 0
1982-03,1982,3,50.45720290974223,28.278148070013625,30.505516616736735,5.045720290974222,0.611796662569645,0.10000000000000005,29.800000220500003,0.0,0.0,0.0,29.800000220500003,13.122352095811396,1.0,0.44034738250720795,-1.5218521504863662,0, 0
1982-04,1982,4,84.26700687215825,30.21409928162946,38.225057184926115,8.426700687215824,0.5052811040588808,0.10000000000000005,24.800000250500002,0.0,0.0,0.0,24.800000250500002,11.113270230971583,1.0,0.4481157305934916,5.414099031129458,0, 0
1982-05,1982,5,127.24842695522366,97.37492728936405,97.37492728936405,92.17255539083334,0.7499692783596115,0.7056622614186296,10.1000003219,67.5447572645661,0.0,6.754475726456619,10.1000003219,8.388603467861664,1.0,0.830554772327335,87.27492696746404,31, 0
1982-06,1982,6,136.1174421488016,162.24134167436318,162.24134167436318,158.7078900327283,1.1828007646479946,1.1545252389079164,61.8000013828,115.04406120036204,0.0,11.504406120036204,61.8000013828,58.95570863147132,1.0,0.9539758464775651,100.44134029156318,30, 0
1982-07,1982,7,159.54535636382272,143.2083345017151,143.2083345017151,132.88501221928888,0.9372480003025586,0.8741645343127628,18.900000512600002,109.39628873404986,0.04277006599338737,10.939628873404986,18.857230446606614,16.353533096474855,0.9977370336066989,0.8652662779332995,124.35110405510845,31, 1
1982-08,1982,8,142.729107100174,163.27810267248765,163.27810267248765,161.78928037673018,1.141074266182328,1.1296869651711694,9.199999987999998,108.16991121030459,0.0,10.81699112103046,9.199999987999998,8.619485385796473,1.0,0.9369005866347045,154.07810268448765,31, 0
1982-09,1982,9,84.75890131626461,73.69063941344031,74.82105917697153,48.10226082844989,0.8087386998521751,0.4366511441584394,42.000002026500006,108.8499800891156,0.0,21.260064516932765,31.62493551847879,18.26076180725092,0.7529746188708505,0.4347800220516477,42.065703894961516,9, 0
1982-10,1982,10,54.50362647719203,16.10063832389659,20.148508851029828,5.450362647719203,0.33988649046839436,0.10000000000000005,16.800000429300002,0.0,0.0,0.0,16.800000429300002,5.598174978182945,1.0,0.3332246925672371,-0.6993621054034118,0, 0
1982-11,1982,11,17.76108857302971,8.586872883767205,9.39510788605253,1.776108857302972,0.6292893532555822,0.10000000000000005,16.1000002028,0.0,0.0,0.0,16.1000002028,11.779321017445978,1.0,0.7316348365882257,-7.5131273190327965,0, 0
1982-12,1982,12,14.672822402964215,15.945470287921246,15.945470287921246,1.4672822402964214,1.08880323569138,0.10000000000000005,58.20000109080001,0.0,3.3392432074852714,40.594481217753355,14.26627666556137,6.830796463787,0.24512502402369404,0.1173676346350925,1.6791936223598698,0, 0
1983-01,1983,1,22.58433957082857,17.868098907233694,17.868098907233694,2.258433957082857,0.8144282836971803,0.10000000000000005,18.5000001191,0.0,0.0,2.7274954070370825,15.772504712062917,8.323160412286498,0.8525678167849777,0.4499005599299103,2.0955941951707766,0, 0
1983-02,1983,2,28.395099862907983,27.022884405050522,27.022884405050522,2.839509986290798,0.8880721711751985,0.10000000000000005,52.00000026829999,0.0,0.08993731041426131,24.915304354840885,26.994758603044858,11.303584525271289,0.5191299704569672,0.21737662436440658,0.02812580200566628,0, 0
1983-03,1983,3,49.499760745416886,48.82328125586201,49.10523548636483,9.131291138248747,0.9965948373611385,0.18585181197841807,66.80000251550001,0.0,0.005044645407500538,0.41952328848486786,66.37543458160764,40.447130500684466,0.9936441928457433,0.6054959427778356,-17.552153325745632,11, 0
1983-04,1983,4,77.57607098831342,58.71296710037236,58.71296710037236,44.4172525058631,0.7486766514422661,0.5539616623972704,20.200000315900002,0.0,0.0,5.267852419027193,20.200000315900002,9.986652655173549,1.0,0.4943887375740666,43.78081920349955,30, 0
1983-05,1983,5,123.96883048416174,132.67403260358194,132.67403260358194,128.70950411659095,1.0471432436263617,1.0059237783318868,28.1000003814,86.87866308541528,0.0,8.687866308541516,28.1000003814,25.81099668904647,1.0,0.9185407949720644,104.57403222218196,31, 0
1983-06,1983,6,133.41055993249032,165.5155893804756,165.5155893804756,164.20176358146222,1.2371914619541038,1.2273974628742796,12.300000280300003,111.15658286227522,0.0,11.115658286227522,12.300000280300003,11.839293874775064,1.0,0.9625441955263353,153.21558910017563,30, 0
1983-07,1983,7,156.8735442561902,122.96546269606385,122.96546269606385,111.14020150583431,0.8002641989177901,0.7177958835851344,18.200000494599998,111.64058802930867,0.0,11.164058802930867,18.200000494599998,12.138822722686555,1.0,0.6669682633408821,104.76546220146385,31, 1
1983-08,1983,8,132.96985062458822,160.99816472627847,160.99816472627847,158.4899503609663,1.2108479162729324,1.1903283350965452,38.3000013233,112.50126290096276,0.0,11.250126290096276,38.3000013233,37.226225346837325,1.0,0.9719640746902679,122.69816340297852,31, 0
1983-09,1983,9,98.83966761151403,37.15794614677233,40.9807749987548,40.19437042620142,0.3554507497770878,0.38667747523309715,2.0000000299,110.59583149993915,0.0,11.059583149993916,2.0000000299,1.9988949569342465,1.0,0.9994474635253837,35.15794611687234,8, 0
1983-10,1983,10,56.75957112837246,18.00947589418542,20.52430961175619,5.6759571128372475,0.373538995669205,0.10000000000000005,23.300000459,0.0,0.0,0.0,23.300000459,17.60591967086437,1.0,0.7556188551088119,-5.2905245648145796,0, 0
1983-11,1983,11,24.169728727978352,24.295343651186528,24.60556650198432,2.4169728727978352,1.0126338209468655,0.10000000000000005,42.3000007272,0.0,0.10934576406404393,4.522301742952209,37.66835322018375,23.84778928687776,0.8905047889505594,0.5637775148203015,-13.37300956899723,0, 0
1983-12,1983,12,14.672822458758318,16.140104704634165,16.140104704634165,1.4672822458758323,1.1000000000000005,0.10000000000000005,99.30000114450002,0.0,0.6210876064329451,83.47805382160522,15.200859716461842,1.9841015106383595,0.15308015650817322,0.01998088104501753,0.9392449881723113,0, 0
1984-01,1984,1,15.882482842880693,9.118079713900569,9.118079713900569,1.5882482842880692,0.6258248584332876,0.10000000000000005,4.7000000775999995,0.0,0.0,0.0,4.7000000775999995,2.647487411345407,1.0,0.5632951846029151,4.41807963630057,0, 0
1984-02,1984,2,29.546253105440012,21.806310008288104,21.928652520243258,2.9546253105440003,0.7589689186204371,0.10000000000000005,20.099999994,0.0,0.0,0.0,20.099999994,10.83202460842195,1.0,0.538906697097283,1.7063100142881047,0, 0
1984-03,1984,3,56.68057766362486,27.94699446093321,32.99703020972329,5.6680577663624865,0.4939263010946552,0.10000000000000005,26.3000003697,0.0,0.0,0.0,26.3000003697,6.9518718603601215,1.0,0.2643297248151111,1.6469940912332142,0, 0
1984-04,1984,4,76.21849002051162,46.3537666447633,49.37668736978257,26.186328622751333,0.6599497846497092,0.32044281734870067,24.9000006021,0.0,0.0,0.0,24.9000006021,8.623869559277807,1.0,0.346340134568129,21.453766042663318,17, 0
1984-05,1984,5,116.94111686579092,113.92668737696086,113.92668737696086,108.99438729125401,0.9500229212698734,0.8947397328233372,11.3000001312,67.14921507027051,0.0,6.714921507027043,11.3000001312,8.148441367300428,1.0,0.7211009975833609,102.62668724576086,31, 0
1984-06,1984,6,131.96044517586105,161.96871683970508,161.96871683970508,160.0868381111984,1.2195936055470384,1.2019504555112388,20.8000004888,111.80360921581202,0.0,11.180360921581203,20.8000004888,19.573953013905342,1.0,0.9410554112460316,141.16871635090513,30, 0
1984-07,1984,7,178.8205733371612,157.50469581570127,157.50469581570127,150.19260367172726,0.8823000492063898,0.8379830696035051,6.5000001192,218.51888780823197,0.0,21.851888780823202,6.5000001192,4.369267281894821,1.0,0.6721949541183357,151.00469569650127,31, 1
1984-08,1984,8,149.76702998781212,182.7286541488469,182.7286541488469,181.55066763713089,1.2183880845483865,1.2087206033390048,43.9999992251,111.28477321208238,0.0,11.128477321208239,43.9999992251,43.545262933023224,1.0,0.9896650840889705,138.72865492374692,31, 0
1984-09,1984,9,94.81659191642886,52.051833511319494,55.9881713533046,51.80291492622441,0.5068156003808061,0.5011327543633076,6.1000002026,0.0,0.0,0.0,6.1000002026,2.932709880855612,1.0,0.48077209564773526,45.95183330871949,11, 0
1984-10,1984,10,45.750560609227314,25.382123627696885,27.113594098157918,4.575056060922732,0.7340825106743687,0.10000000000000005,34.4000004231,0.0,0.0,0.0,34.4000004231,20.489744181279324,1.0,0.5956320909670751,-9.017876795403113,0, 0
1984-11,1984,11,20.69075263562108,22.759827899183207,22.759827899183207,2.0690752635621084,1.1000000000000005,0.10000000000000005,66.30000099570002,0.0,3.257808333507248,0.0,63.04219266219276,45.01646427236597,0.9508626201420639,0.6789813513771377,-40.28236476300956,0, 0
1984-12,1984,12,14.018620163463469,14.292374242716084,14.292374242716084,1.4018620163463467,1.0078787353447798,0.10000000000000005,16.5000006854,0.0,0.0,0.0,16.5000006854,11.04861690273148,1.0,0.6696131178047666,-2.20762644268392,0, 0
1985-01,1985,1,11.016751086021356,2.4104101584191207,2.4104101584191207,1.1016751086021355,0.22984475520035677,0.10000000000000005,3.3000001014,0.0,0.0,0.0,3.3000001014,2.5325293776882294,1.0,0.7674331211728821,-0.8895899429808798,0, 0
1985-02,1985,2,30.313687666556763,14.374877133967392,14.871935020703479,3.0313687666556763,0.5873750637554274,0.10000000000000005,11.500000178699999,0.0,0.0,0.0,11.500000178699999,6.787248137961424,1.0,0.5901954810863906,2.8748769552673936,0, 0
1985-03,1985,3,53.808250656598155,19.77182520891863,25.402543258878055,5.380825065659813,0.4696475901394194,0.10000000000000005,16.0000003577,0.0,0.0,0.0,16.0000003577,6.64840184282854,1.0,0.4155251058872006,3.771824851218635,0, 0
1985-04,1985,4,100.46101195835858,39.72557929376757,45.79014594885423,33.150573802307036,0.4362505327292155,0.34651153133182405,8.3000000715,46.20320867678409,0.0,0.0,8.3000000715,5.026426424945829,1.0,0.6055935399573362,31.425579222267565,18, 0
