# 11 - Spring Grain - Irrigated
Date,Year,Month,PMeto_mm,ETact,ETpot,ETbas,Kc,Kcb,PPT,Irrigation,Runoff,DPerc,P_rz,P_eft,P_rz_fraction,P_eft_fraction,NIWR,Season
1979-01,1979,1,13.954551237238302,9.852897986169474,10.241552844325886,1.3954551237238295,0.6708008360587879,0.10000000000000005,47.7000003457,0.0,5.850000023850001,0.0,41.85000032185,39.205291679523405,0.8773584909548673,0.8219138657314001,-31.997102335680513,0
1979-02,1979,2,29.066605982670307,21.962203855892856,21.962203855892856,2.9066605982670315,0.7673656113999133,0.10000000000000005,28.4000003338,0.0,0.0,0.0,28.4000003338,15.834074686097942,1.0,0.557537834506754,-6.4377964779071455,0
1979-03,1979,3,61.276299721858315,33.76871154219876,33.76871154219876,6.127629972185831,0.6288846652660144,0.10000000000000005,29.000000596,0.0,0.0,0.0,29.000000596,16.120247050204703,1.0,0.5558705765139945,4.768710946198756,0
1979-04,1979,4,83.87912666195714,31.509763339021553,35.776750761387234,8.756635918985706,0.35144132569442477,0.10309141733932464,29.700000554200003,0.0,0.0,0.0,29.700000554200003,7.500009247099019,1.0,0.2525255591632779,1.8097627848215492,1
1979-05,1979,5,137.83684589771852,65.81813571347396,85.8783216697717,40.824997364365586,0.527686710744763,0.28846133002833396,26.200000107300003,70.2916325126541,0.0,0.0,26.200000107300003,12.588115765076711,1.0,0.48046243181385845,39.618135606173965,31
1979-06,1979,6,162.21950707980673,145.09362523310278,145.09362523310278,129.13014104473618,0.8929727728511779,0.7868635742398484,5.4000002742,167.93319849135423,0.0,0.0,5.4000002742,4.269979633411599,1.0,0.7907369289984321,139.69362495890277,30
1979-07,1979,7,187.50396183317997,244.84415420963364,244.84415420963364,242.5612785582574,1.2999181104549622,1.28818573889416,0.0,274.2835601704483,0.0,15.249117846683491,0.0,0.0,0.0,0.0,244.84415420963364,31
1979-08,1979,8,134.1897573340522,171.1692690756876,171.1692690756876,168.87671575794087,1.260577958722488,1.2407351337340617,31.5000004174,184.2897336630055,0.0,18.42897336630055,31.5000004174,30.5005290192412,1.0,0.9682707496852377,139.6692686582876,31
1979-09,1979,9,111.3660649480568,80.40490539209344,80.40490539209344,75.98138388058665,0.7192865418616627,0.6691957727280674,4.8999999165,0.0,0.0,0.0,4.8999999165,3.0145686515417687,1.0,0.6152181026352,75.50490547559345,30
1979-10,1979,10,61.00074726372253,17.95380310099166,19.807427337404715,6.100074726372254,0.43448198443305813,0.10000000000000005,39.2000008823,0.0,0.0,0.0,39.2000008823,28.037410908482762,1.0,0.7152400580976137,-21.24619778130834,0
1979-11,1979,11,23.528864634627674,13.00454703486272,13.00454703486272,2.3528864634627666,0.6056232632564317,0.10000000000000005,38.500000804600006,0.0,0.0,0.0,38.500000804600006,33.21781646244234,1.0,0.8628004095644969,-25.495453769737285,0
1979-12,1979,12,24.018569067205224,9.895405378857909,9.895405378857909,2.4018569067205218,0.48330537300442034,0.10000000000000005,13.600000440999999,0.0,0.0,0.0,13.600000440999999,9.894450082563795,1.0,0.7275330707148318,-3.7045950621420913,0
1980-01,1980,1,18.6366704636631,10.02054902550325,10.02054902550325,1.8636670463663108,0.5381937969456685,0.10000000000000005,52.50000143049999,0.0,1.3504599565275077,23.33815851415943,27.811382959813063,24.666375978844847,0.5297406133717928,0.4698357201284734,-17.790833934309813,0
1980-02,1980,2,33.479357611675184,16.749555029265245,16.749555029265245,3.347935761167519,0.5211241376327016,0.10000000000000005,24.7000005246,0.0,0.0,8.974752541390274,15.725247983209725,7.449166635872029,0.6366497023977041,0.30158568735466307,1.0243070460555208,0
1980-03,1980,3,58.403973171435766,16.701039412402945,16.7023636696514,5.840397317143576,0.2976731774015293,0.10000000000000005,16.600000172900003,0.0,0.0,0.05028698729782377,16.54971318560218,8.234341599185248,0.9969706634473463,0.4960446694830797,0.15132622680076857,0
1980-04,1980,4,98.32767103202312,26.511180055860237,28.010683468080334,12.275117862469076,0.2647087824760002,0.11896498740859049,21.1000006198,0.0,0.0,0.0,21.1000006198,11.297044287189602,1.0,0.5354049267936317,5.41117943606024,5
1980-05,1980,5,116.1914954920003,67.93379326712187,67.93379326712187,34.59667628596036,0.6304068087815832,0.3005044724366094,28.8000000418,31.61165110674856,0.0,3.1611651106748155,28.800000041799972,15.750388492806962,0.999999999999999,0.5468884885398272,39.13379322532191,31
1980-06,1980,6,125.48326611298144,109.61502912222123,109.61502912222123,88.52381149762539,0.883843006233602,0.6754918067138191,43.100000858499996,71.33676344734936,0.0,7.133676344734923,43.100000858499996,28.72337654589919,1.0,0.6664356374423247,66.51502826372123,30
1980-07,1980,7,177.7709329397599,227.666834582226,227.666834582226,225.42925647576945,1.2704240947521526,1.2575054550840628,9.0000000596,189.80920338840684,0.0,18.980920338840704,9.0000000596,8.164126173190033,1.0,0.9071251243472639,218.66683452262606,31
1980-08,1980,8,149.9547086832729,196.82259442451087,196.82259442451087,195.2987036611149,1.3098774065950214,1.3002782079830568,0.0,181.85997730995317,0.0,18.185997730995318,0.0,0.0,0.0,0.0,196.82259442451087,31
1980-09,1980,9,104.50854812430174,105.83989241504517,105.83989241504517,101.46262759273097,0.996017249069351,0.9453675477733761,18.600000143000003,92.75332989369058,0.0,9.275332989369058,18.600000143000003,16.63447151845629,1.0,0.894326418847721,87.23989227204518,30
1980-10,1980,10,66.41501506123404,27.35338508372643,27.524059516742955,17.944663446326654,0.45213766197302657,0.2188921398304253,15.9000000357,0.0,0.0,0.0,15.9000000357,12.775795901946756,1.0,0.803509174418961,11.453385048026428,17
