OPENET_ID,ET_Fraction_11_85,ET_Fraction_12_85,ET_Fraction_01_86,ET_Fraction_02_86,ET_Fraction_03_86,ET_Fraction_04_86,ET_Fraction_05_86,ET_Fraction_06_86,ET_Fraction_07_86,ET_Fraction_08_86,ET_Fraction_09_86,ET_Fraction_10_86
ORx_62521,0.9685414143341017,0.3237508781260017,,0.4827288426938014,0.9315700693936521,0.9830669212517088,0.7485374603120407,0.34095873954192524,0.4541387474586545,0.2818837223210105,0.492797824742228,0.7149553833564907
