OPENET_ID,ET_Fraction_11,ET_Fraction_12,ET_Fraction_01,ET_Fraction_02,ET_Fraction_03,ET_Fraction_04,ET_Fraction_05,ET_Fraction_06,ET_Fraction_07,ET_Fraction_08,ET_Fraction_09,ET_Fraction_10
ORx_155121,0.5415081049556513,0.49963327587209777,0.274348243057062,0.3319448291194044,0.32969170649436735,0.5294523776580871,0.7704416030074891,0.7587882114149697,0.7656368513653826,0.7472587997652304,0.6352160588523199,0.5820439331630775
