OPENET_ID,ET_Reference_11_90,ET_Reference_12_90,ET_Reference_01_91,ET_Reference_02_91,ET_Reference_03_91,ET_Reference_04_91,ET_Reference_05_91,ET_Reference_06_91,ET_Reference_07_91,ET_Reference_08_91,ET_Reference_09_91,ET_Reference_10_91
ORx_62521,15.070066012316332,14.463484704827893,15.690978830739715,27.530158712876503,44.36944522380732,70.58226099545267,87.00743468652465,103.79300859655918,149.72887676801125,118.60548214987703,103.13635003717224,52.7411195157802
