OPENET_ID,ET_Fraction_11_86,ET_Fraction_12_86,ET_Fraction_01_87,ET_Fraction_02_87,ET_Fraction_03_87,ET_Fraction_04_87,ET_Fraction_05_87,ET_Fraction_06_87,ET_Fraction_07_87,ET_Fraction_08_87,ET_Fraction_09_87,ET_Fraction_10_87
ORx_155121,0.771853360644694,0.8331892823015477,0.7422102623647837,0.581916399815677,0.3285978590666005,0.40865974353027135,0.8373097174526991,0.5474224675407803,0.7226529940039922,0.9052620357919237,0.6782235183255921,0.5573478503846205
