OPENET_ID,ACRES_FTR_GEOM,ETa_11_86,ETa_12_86,ETa_01_87,ETa_02_87,ETa_03_87,ETa_04_87,ETa_05_87,ETa_06_87,ETa_07_87,ETa_08_87,ETa_09_87,ETa_10_87
ORx_62521,12.227025334037117,14.114004257214997,9.823276075441807,13.255333894361673,22.01480124746299,46.6315528934211,85.46057125884856,80.8993119152517,67.41532597396167,45.09370823226573,86.91797435770505,31.237562496906097,10.386020494034943
