OPENET_ID,ET_Fraction_11_90,ET_Fraction_12_90,ET_Fraction_01_91,ET_Fraction_02_91,ET_Fraction_03_91,ET_Fraction_04_91,ET_Fraction_05_91,ET_Fraction_06_91,ET_Fraction_07_91,ET_Fraction_08_91,ET_Fraction_09_91,ET_Fraction_10_91
ORx_62521,0.32202240370034807,,,0.7254109725143498,1.1685236442019933,0.6433899274485024,0.8787957769861301,0.8977565355438039,0.5075995682397114,0.46583484678331677,0.23872361177115034,0.2600869593576579
