OPENET_ID,ACRES_FTR_GEOM,ETa_11_89,ETa_12_89,ETa_01_90,ETa_02_90,ETa_03_90,ETa_04_90,ETa_05_90,ETa_06_90,ETa_07_90,ETa_08_90,ETa_09_90,ETa_10_90
ORx_62521,12.227025334037117,,,,,41.14870550962824,78.18320875204198,100.64477006088806,44.08321370229197,101.68744121578139,71.07316469481707,34.10945002722637,25.99425771001436
