OPENET_ID,ET_Reference_11_86,ET_Reference_12_86,ET_Reference_01_87,ET_Reference_02_87,ET_Reference_03_87,ET_Reference_04_87,ET_Reference_05_87,ET_Reference_06_87,ET_Reference_07_87,ET_Reference_08_87,ET_Reference_09_87,ET_Reference_10_87
ORx_62521,16.352119240478103,10.851134378658317,14.119297638061937,24.63326930200737,50.12120337178463,79.87467083833715,116.03175397729719,148.61721747542697,128.90919895079696,142.20848068477653,90.95009186140858,59.04894349313442
