OPENET_ID,ETOF_IRR_STATUS_85_MODE,1_NOT_IRRIGATED_85_COUNT,2_IRRIGATED_85_COUNT,3_SHORTED_85_COUNT,4_OTHER_85_COUNT
ORx_62521,3.0,0,0,75,0
