OPENET_ID,ACRES_FTR_GEOM,ETa_11_88,ETa_12_88,ETa_01_89,ETa_02_89,ETa_03_89,ETa_04_89,ETa_05_89,ETa_06_89,ETa_07_89,ETa_08_89,ETa_09_89,ETa_10_89
ORx_62521,12.227025334037117,1.0023266174941834,,,,20.686847185782884,79.4327508539181,105.02064254244839,70.75981387060048,35.47690708380774,65.473986436315,25.42859264392851,8.614771545963066
