OPENET_ID,ETOF_IRR_STATUS_87_MODE,1_NOT_IRRIGATED_87_COUNT,2_IRRIGATED_87_COUNT,3_SHORTED_87_COUNT,4_OTHER_87_COUNT
ORx_62521,1.0,58,16,1,0
