OPENET_ID,ET_Reference_11_88,ET_Reference_12_88,ET_Reference_01_89,ET_Reference_02_89,ET_Reference_03_89,ET_Reference_04_89,ET_Reference_05_89,ET_Reference_06_89,ET_Reference_07_89,ET_Reference_08_89,ET_Reference_09_89,ET_Reference_10_89
ORx_62521,12.440876982545515,10.666329735990722,12.467531492660422,25.850264680883644,37.66348361159651,89.78924701588092,101.17835768162215,130.25901449803612,120.8647574596927,109.26187046326822,97.62790278544628,37.35454577834857
