OPENET_ID,ET_Fraction_11_87,ET_Fraction_12_87,ET_Fraction_01_88,ET_Fraction_02_88,ET_Fraction_03_88,ET_Fraction_04_88,ET_Fraction_05_88,ET_Fraction_06_88,ET_Fraction_07_88,ET_Fraction_08_88,ET_Fraction_09_88,ET_Fraction_10_88
ORx_62521,0.2322330168058769,,,,0.2569674125874965,1.0877692330879685,0.9412526053648946,0.5226626202826332,0.746531319186495,0.44039271050663464,0.5664231121280763,0.7764088385348149
