OPENET_ID,PPT_11_89,PPT_12_89,PPT_01_90,PPT_02_90,PPT_03_90,PPT_04_90,PPT_05_90,PPT_06_90,PPT_07_90,PPT_08_90,PPT_09_90,PPT_10_90
ORx_155121,8.044323222168458,5.2401952517770924,26.743016170503203,5.2505604077880745,37.228989856691975,14.769855971665807,44.605064067871005,6.7694256752224575,10.959139328200624,29.24035293084184,3.252028500494211,11.040840520605803
