OPENET_ID,ET_Fraction_11_89,ET_Fraction_12_89,ET_Fraction_01_90,ET_Fraction_02_90,ET_Fraction_03_90,ET_Fraction_04_90,ET_Fraction_05_90,ET_Fraction_06_90,ET_Fraction_07_90,ET_Fraction_08_90,ET_Fraction_09_90,ET_Fraction_10_90
ORx_62521,,,,,0.7486898972745523,1.089625107784039,1.0383263217510175,0.37696342889746,0.641249794452436,0.601645090346031,0.39881393692049233,0.8076708689008241
