OPENET_ID,ACRES_FTR_GEOM,ETa_11_85,ETa_12_85,ETa_01_86,ETa_02_86,ETa_03_86,ETa_04_86,ETa_05_86,ETa_06_86,ETa_07_86,ETa_08_86,ETa_09_86,ETa_10_86
ORx_62521,12.227025334037117,17.160685114598294,4.031483589921291,,11.384238404039401,46.97420919756447,69.82149398544624,72.7280827681798,44.878124845304676,57.81788030295529,40.4371565764071,34.0033166674917,30.879411910301464
