OPENET_ID,PPT_11_86,PPT_12_86,PPT_01_87,PPT_02_87,PPT_03_87,PPT_04_87,PPT_05_87,PPT_06_87,PPT_07_87,PPT_08_87,PPT_09_87,PPT_10_87
ORx_62521,160.3677527566536,109.85491269918947,182.4745368463032,110.44687709022871,150.96971744872232,45.100818485434665,46.428034327654636,8.445127046740843,34.99239072144328,6.152893658413355,6.582725491903072,1.5824279821212317
