OPENET_ID,ET_Reference_11_84,ET_Reference_12_84,ET_Reference_01_85,ET_Reference_02_85,ET_Reference_03_85,ET_Reference_04_85,ET_Reference_05_85,ET_Reference_06_85,ET_Reference_07_85,ET_Reference_08_85,ET_Reference_09_85,ET_Reference_10_85
ORx_62521,17.139012038512977,11.57782159624222,13.939285255384714,22.864772185943632,47.09917526581539,78.35289489855879,103.84878804233307,134.23272694182813,170.2738410516821,124.76383025342538,74.90871231392241,38.288880741131216
