OPENET_ID,ACRES_FTR_GEOM,ETa_11_87,ETa_12_87,ETa_01_88,ETa_02_88,ETa_03_88,ETa_04_88,ETa_05_88,ETa_06_88,ETa_07_88,ETa_08_88,ETa_09_88,ETa_10_88
ORx_62521,12.227025334037117,3.6208603534478487,,,,12.580862333547843,75.83035493292408,88.88649076778378,63.030493539923754,110.17553586456114,57.367209544081994,51.44606702638481,29.780703925548234
