OPENET_ID,ETOF_IRR_STATUS_86_MODE,1_NOT_IRRIGATED_86_COUNT,2_IRRIGATED_86_COUNT,3_SHORTED_86_COUNT,4_OTHER_86_COUNT
ORx_62521,1.0,44,31,0,0
