OPENET_ID,ET_Reference_11_89,ET_Reference_12_89,ET_Reference_01_90,ET_Reference_02_90,ET_Reference_03_90,ET_Reference_04_90,ET_Reference_05_90,ET_Reference_06_90,ET_Reference_07_90,ET_Reference_08_90,ET_Reference_09_90,ET_Reference_10_90
ORx_62521,14.268625032049194,6.576336520300642,15.068782043317759,24.85343957012535,54.98214723118091,71.75687004746399,96.9172600765499,116.97957199412139,158.61271153237044,118.18220241892656,85.6159764354722,32.18958910414381
