OPENET_ID,ET_Reference_11_87,ET_Reference_12_87,ET_Reference_01_88,ET_Reference_02_88,ET_Reference_03_88,ET_Reference_04_88,ET_Reference_05_88,ET_Reference_06_88,ET_Reference_07_88,ET_Reference_08_88,ET_Reference_09_88,ET_Reference_10_88
ORx_62521,15.793813272400405,9.71758767077983,12.996560375147759,27.250072462845782,48.97585604866624,69.71951910937328,94.43900699187881,120.59976640830364,147.5861515880109,130.32257067665637,90.8688959231985,38.38795973714974
