OPENET_ID,ET_Reference_11_85,ET_Reference_12_85,ET_Reference_01_86,ET_Reference_02_86,ET_Reference_03_86,ET_Reference_04_86,ET_Reference_05_86,ET_Reference_06_86,ET_Reference_07_86,ET_Reference_08_86,ET_Reference_09_86,ET_Reference_10_86
ORx_62521,17.72808197526188,12.443597592772651,16.45113814166261,23.592547297544098,50.42609649674737,71.02955259364361,97.16415157950604,131.74577546617735,127.34837801962419,143.59316840169328,69.05079072245886,43.22399286341945
