OPENET_ID,PPT_11_88,PPT_12_88,PPT_01_89,PPT_02_89,PPT_03_89,PPT_04_89,PPT_05_89,PPT_06_89,PPT_07_89,PPT_08_89,PPT_09_89,PPT_10_89
ORx_62521,219.04294431207506,78.60052407056224,107.568733748124,68.44325483039162,171.1128531089911,32.91118431726419,52.595043309324645,23.84121571261188,18.743941953811163,28.825581681620086,23.262186390017813,48.924183196469386
