HUC12_code,HUC12_name,01_EToB,01_EToN,01_EvpB,01_EvpN,02_EToB,02_EToN,02_EvpB,02_EvpN,03_EToB,03_EToN,03_EvpB,03_EvpN,04_EToB,04_EToN,04_EvpB,04_EvpN,05_EToB,05_EToN,05_EvpB,05_EvpN,06_EToB,06_EToN,06_EvpB,06_EvpN,07_EToB,07_EToN,07_EvpB,07_EvpN,08_EToB,08_EToN,08_EvpB,08_EvpN,09_EToB,09_EToN,09_EvpB,09_EvpN,10_EToB,10_EToN,10_EvpB,10_EvpN,11_EToB,11_EToN,11_EvpB,11_EvpN,12_EToB,12_EToN,12_EvpB,12_EvpN
170300031002,Coulee Drain-Yakima River,0.7388657322068978,0.8448641484659989,0.7758090188172427,0.8871073558892988,1.205609722666676,1.3241418549402904,1.2658902088000095,1.3903489476873045,2.4941872257935422,2.650749217976873,2.6188965870832193,2.7832866788757173,3.90518054801923,4.031143044969512,4.100439575420191,4.232700197217988,5.453716238536284,5.84602737803276,5.7264020504631,6.138328746934399,6.619344871248929,6.974196896810562,6.950312114811375,7.32290674165109,8.104722575418823,8.49199389267039,8.509958704189765,8.91659358730391,7.145180617106782,7.531139625381484,7.502439647962123,7.907696606650558,4.708420951738981,4.970623339708278,4.94384199932593,5.219154506693693,2.612379538669982,2.805526336250387,2.7429985156034817,2.945802653062906,1.0879561159845406,1.2295232419247328,1.1423539217837675,1.2909994040209694,0.5893153433725548,0.6807688455007643,0.6187811105411826,0.7148072877758024
