OPENET_ID,PPT_11_87,PPT_12_87,PPT_01_88,PPT_02_88,PPT_03_88,PPT_04_88,PPT_05_88,PPT_06_88,PPT_07_88,PPT_08_88,PPT_09_88,PPT_10_88
ORx_62521,59.889132017312015,245.06840766686244,168.858690390843,34.257926215288,90.25766609963273,89.0804922485474,71.78584890523068,61.023727224959664,8.065119754897204,3.3679323466920175,31.477957478337196,3.4976870406545015
