OPENET_ID,PPT_11_85,PPT_12_85,PPT_01_86,PPT_02_86,PPT_03_86,PPT_04_86,PPT_05_86,PPT_06_86,PPT_07_86,PPT_08_86,PPT_09_86,PPT_10_86
ORx_62521,103.05046491483571,59.36847181777766,158.52505925483337,164.945967562877,72.90927639943668,37.46745070572694,59.030700148839635,9.804684092913408,30.158392652954042,1.282127779538688,82.5368122729321,60.89276322630224
