OPENET_ID,ETOF_IRR_STATUS_88_MODE,1_NOT_IRRIGATED_88_COUNT,2_IRRIGATED_88_COUNT,3_SHORTED_88_COUNT,4_OTHER_88_COUNT
ORx_62521,2.0,0,48,27,0
