OPENET_ID,ETOF_IRR_STATUS_91_MODE,1_NOT_IRRIGATED_91_COUNT,2_IRRIGATED_91_COUNT,3_SHORTED_91_COUNT,4_OTHER_91_COUNT
ORx_155121,3.0,29,186,609,0
