OPENET_ID,ACRES_FTR_GEOM,ETa_11_90,ETa_12_90,ETa_01_91,ETa_02_91,ETa_03_91,ETa_04_91,ETa_05_91,ETa_06_91,ETa_07_91,ETa_08_91,ETa_09_91,ETa_10_91
ORx_62521,12.227025334037117,4.8510469778723815,,,19.965199742587,51.843671105390804,45.41101925647247,76.46368991634077,93.1758328795604,75.99054502252362,55.21533587446164,24.590069798524823,13.681599920796005
