OPENET_ID,PPT_11_90,PPT_12_90,PPT_01_91,PPT_02_91,PPT_03_91,PPT_04_91,PPT_05_91,PPT_06_91,PPT_07_91,PPT_08_91,PPT_09_91,PPT_10_91
ORx_62521,107.60473698436617,77.99220083401725,77.01813660269114,107.10184468459005,107.97589989874051,121.76143860960951,74.88272737621854,52.465758840224304,5.107173557207963,21.238868274469958,4.448540139491001,52.222189186641856
