OPENET_ID,ETOF_IRR_STATUS_90_MODE,1_NOT_IRRIGATED_90_COUNT,2_IRRIGATED_90_COUNT,3_SHORTED_90_COUNT,4_OTHER_90_COUNT
ORx_62521,2.0,0,67,8,0
