OPENET_ID,ACRES_FTR_GEOM,ETa_11_84,ETa_12_84,ETa_01_85,ETa_02_85,ETa_03_85,ETa_04_85,ETa_05_85,ETa_06_85,ETa_07_85,ETa_08_85,ETa_09_85,ETa_10_85
ORx_155121,132.72598689202684,12.991033850910936,7.87224549783839,1.0,9.775526564423624,31.932918507773227,74.84383917238485,102.60788009505357,76.3049779067215,143.67496158728045,108.6253209012913,37.49909336438162,34.7780365135566
