OPENET_ID,PPT_11_84,PPT_12_84,PPT_01_85,PPT_02_85,PPT_03_85,PPT_04_85,PPT_05_85,PPT_06_85,PPT_07_85,PPT_08_85,PPT_09_85,PPT_10_85
ORx_62521,281.2959236876898,84.21564717908805,8.035810986789258,72.05159020462834,99.58551058399635,25.37162253231107,19.78052347091499,65.04606951302178,8.651667177131301,24.198409859318055,50.6996678458004,76.30502403793749
