Month,Region,Crop,Crop_cdl,ETc_mean_in,NIWR_mean_in,ETc_mean_mm,NIWR_mean_mm
3,11.0,Pasture,Grass/Pasture,1.6761151090974835,0.6660266190801843,42.573323771076076,16.917076124636683
4,11.0,Pasture,Grass/Pasture,3.4159195285217976,2.4840185297969506,86.76435602445365,63.09407065684254
5,11.0,Pasture,Grass/Pasture,5.70825833903785,4.69107601444018,144.98976181156138,119.15333076678057
6,11.0,Pasture,Grass/Pasture,7.45440551198638,6.828305525748457,189.34190000445403,173.4389603540108
7,11.0,Pasture,Grass/Pasture,7.267573456892203,7.0831482365368625,184.59636580506194,179.9119652080363
8,11.0,Pasture,Grass/Pasture,5.933010671754781,5.720115712133542,150.69847106257143,145.29093908819198
9,11.0,Pasture,Grass/Pasture,3.9234803526858384,3.525664298377273,99.65640095822029,89.55187317878273
10,11.0,Pasture,Grass/Pasture,1.828175092559468,0.7030021011422746,46.43564735101048,17.856253369013775
Season,11.0,Pasture,Grass/Pasture,37.2069380625358,31.70135703725573,945.0562267884092,805.2144687462954
3,11.0,Grain (Winter),Winter Wheat,1.9115745727579512,0.7489180711462077,48.553994148051956,19.022519007113672
4,11.0,Grain (Winter),Winter Wheat,3.9428599574329724,2.9252638503683976,100.14864291879749,74.30170179935729
5,11.0,Grain (Winter),Winter Wheat,6.437504777776186,5.425918246403588,163.5126213555151,137.81832345865115
6,11.0,Grain (Winter),Winter Wheat,7.265104656327352,6.646700438759524,184.5336582707147,168.8261911444919
7,11.0,Grain (Winter),Winter Wheat,2.4384928135850026,2.2462575958042414,61.93771746505906,57.05494293342773
Season,11.0,Grain (Winter),Winter Wheat,21.99553677787946,17.99305820248196,558.6866341581383,457.0236783430418
4,11.0,Alfalfa Hay,Alfalfa,3.972788931147271,2.9366696715598284,100.90883885114067,74.59140965761964
5,11.0,Alfalfa Hay,Alfalfa,5.788064300844608,4.761956846183021,147.01683324145304,120.95370389304873
6,11.0,Alfalfa Hay,Alfalfa,5.768894476512967,5.1230814277094465,146.52991970342936,130.12626826381992
7,11.0,Alfalfa Hay,Alfalfa,8.101995715722204,7.890573566145247,205.79069117934395,200.42056858008925
8,11.0,Alfalfa Hay,Alfalfa,6.141462770590316,5.907417904446385,155.993154372994,150.04841477293817
9,11.0,Alfalfa Hay,Alfalfa,4.204989163701541,3.7753541678761904,106.80672475801913,95.89399586405523
Season,11.0,Alfalfa Hay,Alfalfa,33.97819535851891,30.395053583920117,863.0461621063803,772.0343610315709
4,11.0,Grain (Spring),Spring Wheat,2.51982740016355,1.5339635490814405,64.00361596415416,38.96267414666859
