Date,ACRES,ET VOLUME (acft),ETC VOLUME (acft),ETO VOLUME (acft),PPT VOLUME (acft),PRZ VOLUME (acft),NIWR VOLUME (acft),CU VOLUME (acft),AW VOLUME (acft),ET RATE (inches),ETC RATE (inches),ETO RATE (inches),PPT RATE (inches),PRZ RATE (inches),NIWR RATE (inches),CU RATE (inches),AW RATE (inches)
1984-11-01,2698652.921,84816.078,156785.726,218126.687,1151783.394,83069.584,-238540.073,1746.494,3163.843,0.377,0.697,0.97,5.122,0.369,-1.061,0.008,0.014
1984-12-01,2698652.921,39235.19,84717.653,122106.463,394340.842,38459.94,-13972.058,775.25,1339.633,0.174,0.377,0.543,1.754,0.171,-0.062,0.003,0.006
1985-01-01,2698652.921,26751.099,48572.133,110814.331,64067.216,25933.501,2196.02,817.598,1359.204,0.119,0.216,0.493,0.285,0.115,0.01,0.004,0.006
1985-02-01,2698652.921,86457.492,127348.032,242807.042,343866.994,83059.763,11285.386,3397.729,5976.019,0.384,0.566,1.08,1.529,0.369,0.05,0.015,0.027
1985-03-01,2698652.921,260516.933,202119.161,478266.707,385533.385,245754.461,-27151.323,14762.472,24131.319,1.158,0.899,2.127,1.714,1.093,-0.121,0.066,0.107
1985-04-01,2698652.921,542127.837,540275.032,904932.011,162665.05,374184.21,403662.553,167943.627,246242.901,2.411,2.402,4.024,0.723,1.664,1.795,0.747,1.095
1985-05-01,2698652.921,821830.696,1118015.184,1144104.226,226808.15,354464.551,891712.994,467366.145,628678.672,3.654,4.971,5.087,1.009,1.576,3.965,2.078,2.796
1985-06-01,2698652.921,1169596.063,1606524.978,1474228.499,215961.764,281109.974,1426509.622,888486.089,1209800.902,5.201,7.144,6.555,0.96,1.25,6.343,3.951,5.38
1985-07-01,2698652.921,1275788.141,1835097.839,1735790.927,113660.508,143195.26,1721732.798,1132592.88,1530787.664,5.673,8.16,7.718,0.505,0.637,7.656,5.036,6.807
1985-08-01,2698652.921,858871.179,1178752.581,1337378.693,98481.198,103758.752,1081107.403,755112.427,994264.019,3.819,5.242,5.947,0.438,0.461,4.807,3.358,4.421
1985-09-01,2698652.921,481290.453,603282.382,722075.552,370798.096,330232.205,249077.431,151058.248,167980.619,2.14,2.683,3.211,1.649,1.468,1.108,0.672,0.747
1985-10-01,2698652.921,310891.74,212640.18,508221.85,345621.483,194706.863,-58418.357,116184.877,143664.294,1.382,0.946,2.26,1.537,0.866,-0.26,0.517,0.639
1985-11-01,2960623.635,101322.54,98289.756,201055.814,609084.223,98658.286,-188354.604,2664.255,4362.604,0.411,0.398,0.815,2.469,0.4,-0.763,0.011,0.018
1985-12-01,2960623.635,31839.148,60133.032,113354.411,327695.892,29291.707,-54006.531,2547.441,4166.448,0.129,0.244,0.459,1.328,0.119,-0.219,0.01,0.017
1986-01-01,2960623.635,65393.686,125894.29,194144.091,707793.204,64443.796,-120782.431,949.89,1668.828,0.265,0.51,0.787,2.869,0.261,-0.49,0.004,0.007
1986-02-01,2960623.635,132254.105,217398.781,282964.492,1149269.537,129251.368,-85658.498,3002.737,5379.108,0.536,0.881,1.147,4.658,0.524,-0.347,0.012,0.022
1986-03-01,2960623.635,359105.976,467810.059,627074.649,491066.498,340789.941,128183.54,18316.035,31747.069,1.456,1.896,2.542,1.99,1.381,0.52,0.074,0.129
1986-04-01,2960623.635,627790.382,782092.513,867075.939,252431.858,501985.234,541858.086,125805.149,186123.798,2.545,3.17,3.514,1.023,2.035,2.196,0.51,0.754
1986-05-01,2960623.635,980691.113,1325158.619,1253488.092,361356.24,592676.084,987388.061,388015.029,504706.588,3.975,5.371,5.081,1.465,2.402,4.002,1.573,2.046
1986-06-01,2960623.635,1296333.274,1694725.913,1624876.569,103070.47,363050.843,1592084.975,933282.432,1184864.49,5.254,6.869,6.586,0.418,1.472,6.453,3.783,4.802
1986-07-01,2960623.635,1229317.338,1581007.343,1623194.918,119297.157,192694.522,1462582.591,1036622.816,1295529.835,4.983,6.408,6.579,0.484,0.781,5.928,4.202,5.251
1986-08-01,2960623.635,1062643.633,1454196.421,1629189.102,31532.424,59607.388,1422699.276,1003036.246,1264936.163,4.307,5.894,6.603,0.128,0.242,5.766,4.066,5.127
1986-09-01,2960623.635,519570.018,697450.281,797550.352,548959.499,389114.422,194391.398,130455.596,133891.511,2.106,2.827,3.233,2.225,1.577,0.788,0.529,0.543
1986-10-01,2960623.635,325145.847,344212.884,552475.711,257567.706,183827.773,132960.937,141318.074,164804.392,1.318,1.395,2.239,1.044,0.745,0.539,0.573,0.668
1986-11-01,2598374.344,129748.773,137811.115,240551.659,549446.967,110726.156,-66589.325,19022.617,19346.008,0.599,0.636,1.111,2.537,0.511,-0.308,0.088,0.089
1986-12-01,2598374.344,46775.635,52758.436,110336.19,266625.356,44500.767,-46076.22,2274.868,2652.585,0.216,0.244,0.51,1.231,0.206,-0.213,0.011,0.012
1987-01-01,2598374.344,69162.68,93716.712,145309.099,602796.631,67944.123,-100840.818,1218.557,1825.913,0.319,0.433,0.671,2.784,0.314,-0.466,0.006,0.008
1987-02-01,2598374.344,125886.642,167996.739,262457.735,379136.581,121962.352,15355.256,3924.29,5761.563,0.581,0.776,1.212,1.751,0.563,0.071,0.018,0.027
1987-03-01,2598374.344,299904.909,325439.873,547893.187,485085.526,281109.774,76011.499,18795.134,24651.172,1.385,1.503,2.53,2.24,1.298,0.351,0.087,0.114
1987-04-01,2598374.344,606367.016,713642.833,967571.4,169629.243,381200.001,548183.848,225167.016,277342.662,2.8,3.296,4.469,0.783,1.76,2.532,1.04,1.281
1987-05-01,2598374.344,858531.517,1181620.27,1150494.51,275203.349,403828.934,909528.225,454702.583,577828.331,3.965,5.457,5.313,1.271,1.865,4.2,2.1,2.669
1987-06-01,2598374.344,1136123.118,1527175.137,1430142.947,189758.264,293080.282,1338440.851,843042.836,1036722.327,5.247,7.053,6.605,0.876,1.354,6.181,3.893,4.788
1987-07-01,2598374.344,1057921.993,1408133.082,1389534.583,330160.078,335419.234,1091857.534,722502.759,828307.696,4.886,6.503,6.417,1.525,1.549,5.042,3.337,3.825
1987-08-01,2598374.344,930713.066,1233187.066,1380249.248,34425.64,58014.632,1198789.658,872698.434,1084612.415,4.298,5.695,6.374,0.159,0.268,5.536,4.03,5.009
1987-09-01,2598374.344,540819.464,576226.819,964766.84,18353.259,25212.44,558583.674,515607.024,640558.632,2.498,2.661,4.456,0.085,0.116,2.58,2.381,2.958
1987-10-01,2598374.344,307248.965,179805.166,635111.931,14046.933,17932.564,165921.734,289316.401,370993.245,1.419,0.83,2.933,0.065,0.083,0.766,1.336,1.713
1987-11-01,2343096.348,80367.24,81758.982,190054.094,264057.791,77929.121,-143076.718,2438.118,2106.543,0.412,0.419,0.973,1.352,0.399,-0.733,0.012,0.011
1987-12-01,2343096.348,51658.869,102022.187,145975.054,700045.854,51352.936,-181387.409,305.933,137.724,0.265,0.522,0.748,3.585,0.263,-0.929,0.002,0.001
1988-01-01,2343096.348,37485.473,82285.877,124469.873,541107.567,37322.503,-102028.593,162.969,212.342,0.192,0.421,0.637,2.771,0.191,-0.523,0.001,0.001
1988-02-01,2343096.348,70688.828,104424.319,288763.699,106527.415,68924.145,50563.237,1764.683,1943.951,0.362,0.535,1.479,0.546,0.353,0.259,0.009,0.01
1988-03-01,2343096.348,241237.255,271064.556,528723.947,274063.791,227367.538,88179.021,13869.717,17380.115,1.235,1.388,2.708,1.404,1.164,0.452,0.071,0.089
1988-04-01,2343096.348,435501.148,602572.213,727258.746,392563.68,386330.95,252838.976,49170.198,49857.832,2.23,3.086,3.725,2.01,1.979,1.295,0.252,0.255
1988-05-01,2343096.348,675732.474,1016806.003,971270.36,275331.95,422359.662,760817.492,253372.812,292293.991,3.461,5.207,4.974,1.41,2.163,3.896,1.298,1.497
1988-06-01,2343096.348,914691.66,1255099.145,1190519.559,240776.218,359478.78,1023836.714,555212.881,635629.475,4.685,6.428,6.097,1.233,1.841,5.244,2.843,3.255
1988-07-01,2343096.348,1058191.052,1485802.281,1475671.333,20851.959,111666.517,1465025.324,946524.535,1107067.092,5.419,7.609,7.558,0.107,0.572,7.503,4.848,5.67
1988-08-01,2343096.348,817004.799,1169081.769,1264566.471,30647.744,86610.701,1138378.145,730394.099,850540.45,4.184,5.987,6.476,0.157,0.444,5.83,3.741,4.356
1988-09-01,2343096.348,511286.659,542802.53,858475.674,88661.385,103655.104,456504.959,407631.554,477946.456,2.619,2.78,4.397,0.454,0.531,2.338,2.088,2.448
1988-10-01,2343096.348,285992.227,156826.679,562011.51,18163.247,22951.46,139752.931,263040.768,315880.007,1.465,0.803,2.878,0.093,0.118,0.716,1.347,1.618
1988-11-01,2809219.11,84675.262,162768.989,222752.639,1127322.002,84558.37,-412281.309,116.892,194.627,0.362,0.695,0.952,4.816,0.361,-1.761,0.0,0.001
1988-12-01,2809219.11,35962.761,80724.175,137038.337,398272.921,35871.661,-56284.898,91.1,153.674,0.154,0.345,0.585,1.701,0.153,-0.24,0.0,0.001
1989-01-01,2809219.11,30384.737,103568.76,157574.798,548030.713,30294.201,-57221.338,90.535,137.558,0.13,0.442,0.673,2.341,0.129,-0.244,0.0,0.001
1989-02-01,2809219.11,73177.319,119278.71,214252.761,324337.389,72900.848,-8749.476,276.471,405.585,0.313,0.51,0.915,1.385,0.311,-0.037,0.001,0.002
1989-03-01,2809219.11,236008.02,346316.548,495537.456,879921.729,234702.435,-84356.086,1305.585,1950.061,1.008,1.479,2.117,3.759,1.003,-0.36,0.006,0.008
1989-04-01,2809219.11,576779.389,692133.494,945278.758,307152.786,545096.36,443115.532,31683.029,42996.407,2.464,2.957,4.038,1.312,2.328,1.893,0.135,0.184
1989-05-01,2809219.11,873356.552,1146313.899,1116083.565,342663.716,670724.066,810009.649,202632.486,266550.426,3.731,4.897,4.768,1.464,2.865,3.46,0.866,1.139
1989-06-01,2809219.11,1109183.624,1593372.901,1497976.647,120112.598,381343.535,1474387.208,727840.09,919653.361,4.738,6.806,6.399,0.513,1.629,6.298,3.109,3.928
1989-07-01,2809219.11,1175730.835,1694013.45,1630057.682,54149.822,160145.772,1640528.144,1015585.063,1216502.243,5.022,7.236,6.963,0.231,0.684,7.008,4.338,5.196
1989-08-01,2809219.11,888300.335,1213425.79,1268648.209,274650.783,301069.75,953169.389,587230.586,664753.909,3.795,5.183,5.419,1.173,1.286,4.072,2.508,2.84
1989-09-01,2809219.11,597283.372,773962.342,982670.462,193743.088,216945.303,585028.657,380338.069,457817.107,2.551,3.306,4.198,0.828,0.927,2.499,1.625,1.956
1989-10-01,2809219.11,307185.334,291751.849,512612.541,289636.639,186451.686,46520.224,120733.649,144454.697,1.312,1.246,2.19,1.237,0.796,0.199,0.516,0.617
1989-11-01,2683756.148,98763.223,101139.738,224963.381,377569.366,85595.24,-83788.914,13167.982,18800.501,0.442,0.452,1.006,1.688,0.383,-0.375,0.059,0.084
1989-12-01,2683756.148,49521.816,57851.161,136072.541,271544.286,40336.138,-13878.1,9185.679,11717.605,0.221,0.259,0.608,1.214,0.18,-0.062,0.041,0.052
1990-01-01,2683756.148,56025.517,115755.976,184675.449,906445.517,54967.662,-119281.231,1057.856,1457.226,0.251,0.518,0.826,4.053,0.246,-0.533,0.005,0.007
1990-02-01,2683756.148,105384.057,141212.538,280588.782,474410.633,99913.265,47914.313,5470.792,7478.805,0.471,0.631,1.255,2.121,0.447,0.214,0.024,0.033
1990-03-01,2683756.148,327083.355,311228.532,566742.153,351406.763,294024.772,99661.451,33058.583,44534.926,1.463,1.392,2.534,1.571,1.315,0.446,0.148,0.199
1990-04-01,2683756.148,579007.591,680804.049,831087.669,371872.515,444563.548,336303.283,134444.043,168245.474,2.589,3.044,3.716,1.663,1.988,1.504,0.601,0.752
1990-05-01,2683756.148,809404.827,1068965.807,1020927.749,443132.102,524220.538,635859.782,285184.289,333510.691,3.619,4.78,4.565,1.981,2.344,2.843,1.275,1.491
1990-06-01,2683756.148,1063540.581,1396682.509,1327184.336,192452.483,319143.916,1219252.767,744396.664,898034.64,4.755,6.245,5.934,0.861,1.427,5.452,3.328,4.015
1990-07-01,2683756.148,1165887.599,1570060.898,1611108.618,84823.669,179604.168,1485675.155,986283.431,1210279.774,5.213,7.02,7.204,0.379,0.803,6.643,4.41,5.412
1990-08-01,2683756.148,873814.793,1167206.102,1255752.022,243783.894,264953.406,924522.322,608861.387,723743.51,3.907,5.219,5.615,1.09,1.185,4.134,2.722,3.236
1990-09-01,2683756.148,634549.862,825051.174,987189.803,58176.31,74189.367,767915.715,560360.495,692896.279,2.837,3.689,4.414,0.26,0.332,3.434,2.506,3.098
1990-10-01,2683756.148,259081.227,279107.261,513453.633,479685.574,173919.644,-77963.665,85161.583,91137.591,1.158,1.248,2.296,2.145,0.778,-0.349,0.381,0.408
1990-11-01,2881688.052,98987.696,154502.589,284920.534,466951.495,91426.81,-36470.712,7560.886,6653.426,0.412,0.643,1.186,1.944,0.381,-0.152,0.031,0.028
1990-12-01,2881688.052,60324.138,97823.083,181394.923,339492.571,58420.864,-11503.718,1903.274,2902.286,0.251,0.407,0.755,1.414,0.243,-0.048,0.008,0.012
1991-01-01,2881688.052,62070.795,87635.913,188044.893,326991.592,57778.657,-37252.299,4292.139,7059.994,0.258,0.365,0.783,1.362,0.241,-0.155,0.018,0.029
1991-02-01,2881688.052,107966.214,170488.945,341861.111,351684.244,101694.84,39405.289,6271.374,9886.307,0.45,0.71,1.424,1.464,0.423,0.164,0.026,0.041
1991-03-01,2881688.052,240228.616,375290.743,548988.679,629161.224,236015.681,13788.982,4212.935,5359.427,1.0,1.563,2.286,2.62,0.983,0.057,0.018,0.022
1991-04-01,2881688.052,486118.613,628606.13,806645.217,477656.289,413121.468,301520.532,72997.146,81858.45,2.024,2.618,3.359,1.989,1.72,1.256,0.304,0.341
1991-05-01,2881688.052,784236.551,1010352.581,1031607.097,670776.913,626459.484,449556.747,157777.067,168947.431,3.266,4.207,4.296,2.793,2.609,1.872,0.657,0.704
1991-06-01,2881688.052,1044840.863,1339238.493,1303181.357,302521.368,529934.095,1041541.224,514906.769,585413.002,4.351,5.577,5.427,1.26,2.207,4.337,2.144,2.438
1991-07-01,2881688.052,1333806.597,1726971.733,1739907.487,65875.418,327916.839,1661191.469,1005889.758,1178516.999,5.554,7.192,7.245,0.274,1.366,6.918,4.189,4.908
1991-08-01,2881688.052,1034313.346,1398084.412,1503841.409,91115.402,175556.904,1307294.444,858756.442,1018284.156,4.307,5.822,6.262,0.379,0.731,5.444,3.576,4.24
1991-09-01,2881688.052,621930.07,794921.775,1103482.648,33977.358,77340.803,761919.941,544589.267,672401.501,2.59,3.31,4.595,0.141,0.322,3.173,2.268,2.8
1991-10-01,2881688.052,327359.735,365000.814,655241.462,288939.653,199511.42,108774.326,127848.315,141808.876,1.363,1.52,2.729,1.203,0.831,0.453,0.532,0.591
1991-11-01,2385799.574,71851.254,117974.587,173815.798,739897.151,70255.037,-166766.632,1596.217,1745.264,0.361,0.593,0.874,3.722,0.353,-0.839,0.008,0.009
1991-12-01,2385799.574,47313.63,74748.386,121429.31,411299.475,46420.919,-14148.592,892.712,1347.798,0.238,0.376,0.611,2.069,0.233,-0.071,0.004,0.007
1992-01-01,2385799.574,68733.111,92535.292,160865.839,386931.684,66868.37,-35533.773,1864.742,2566.193,0.346,0.465,0.809,1.946,0.336,-0.179,0.009,0.013
1992-02-01,2385799.574,82739.618,161828.674,255297.889,418756.343,81226.295,46971.706,1513.323,1588.28,0.416,0.814,1.284,2.106,0.409,0.236,0.008,0.008
1992-03-01,2385799.574,340901.897,363456.98,525142.036,161478.359,309255.124,221233.586,31646.773,35154.243,1.715,1.828,2.641,0.812,1.555,1.113,0.159,0.177
1992-04-01,2385799.574,541165.139,726141.777,734027.867,478060.103,405036.971,321500.042,136128.168,144424.301,2.722,3.652,3.692,2.405,2.037,1.617,0.685,0.726
1992-05-01,2385799.574,938031.161,1297867.513,1247828.373,50431.242,343962.117,1250703.017,594069.043,699250.306,4.718,6.528,6.276,0.254,1.73,6.291,2.988,3.517
1992-06-01,2385799.574,1000090.666,1288522.639,1285279.048,253095.989,312800.077,1036321.086,687290.589,812348.068,5.03,6.481,6.465,1.273,1.573,5.212,3.457,4.086
1992-07-01,2385799.574,942161.119,1215126.267,1340934.546,151974.793,178622.912,1064064.498,763538.206,896892.488,4.739,6.112,6.745,0.764,0.898,5.352,3.84,4.511
1992-08-01,2385799.574,779544.804,1032539.787,1281662.257,70742.618,83146.384,963565.23,696398.42,823395.755,3.921,5.193,6.446,0.356,0.418,4.847,3.503,4.141
1992-09-01,2385799.574,462533.315,474183.215,817221.395,127642.51,121433.754,349628.027,341099.562,388792.016,2.326,2.385,4.11,0.642,0.611,1.759,1.716,1.956
1992-10-01,2385799.574,255406.257,227758.088,451230.863,379577.098,204696.069,-113294.363,50710.187,44345.396,1.285,1.146,2.27,1.909,1.03,-0.57,0.255,0.223
1992-11-01,3013196.563,101267.8,149537.831,208463.379,584534.08,99250.043,-129396.449,2017.757,2403.122,0.403,0.596,0.83,2.328,0.395,-0.515,0.008,0.01
1992-12-01,3013196.563,48565.911,103064.384,146577.098,843589.757,47968.626,-150346.111,597.285,809.675,0.193,0.41,0.584,3.36,0.191,-0.599,0.002,0.003
1993-01-01,3013196.563,35398.577,96162.66,143383.47,729377.953,34718.217,-113548.631,680.359,1060.827,0.141,0.383,0.571,2.905,0.138,-0.452,0.003,0.004
1993-02-01,3013196.563,65281.741,150725.569,230743.04,316880.336,64781.815,-11903.705,499.926,725.64,0.26,0.6,0.919,1.262,0.258,-0.047,0.002,0.003
1993-03-01,3013196.563,167949.313,356784.037,518555.319,667153.153,165653.429,-1421.478,2295.883,3004.276,0.669,1.421,2.065,2.657,0.66,-0.006,0.009,0.012
1993-04-01,3013196.563,488331.728,598083.939,773324.264,709297.376,471381.321,136942.41,16950.406,19487.762,1.945,2.382,3.08,2.825,1.877,0.545,0.068,0.078
1993-05-01,3013196.563,1002681.69,1308938.428,1337207.527,536645.111,829401.455,825109.923,173280.236,189891.615,3.993,5.213,5.325,2.137,3.303,3.286,0.69,0.756
1993-06-01,3013196.563,1062677.215,1457621.473,1369635.12,463330.493,672566.998,1035107.107,390110.217,451285.055,4.232,5.805,5.455,1.845,2.678,4.122,1.554,1.797
1993-07-01,3013196.563,1099208.554,1555874.398,1485938.231,228791.198,404077.389,1328165.61,695131.164,794338.875,4.378,6.196,5.918,0.911,1.609,5.289,2.768,3.163
1993-08-01,3013196.563,1037106.942,1363112.885,1452506.564,223743.984,380738.638,1145258.744,656368.305,751934.372,4.13,5.429,5.785,0.891,1.516,4.561,2.614,2.995
1993-09-01,3013196.563,672670.006,682527.232,1106594.449,17990.139,110792.309,665255.486,561877.697,681039.027,2.679,2.718,4.407,0.072,0.441,2.649,2.238,2.712
1993-10-01,3013196.563,330577.7,260962.593,574999.293,211445.622,191177.909,53913.761,139399.791,148563.973,1.317,1.039,2.29,0.842,0.761,0.215,0.555,0.592
1993-11-01,2551708.372,112255.131,50568.642,238851.932,154779.026,84577.944,-87566.393,27677.187,26514.38,0.528,0.238,1.123,0.728,0.398,-0.412,0.13,0.125
1993-12-01,2551708.372,70940.439,89593.316,152338.977,488285.121,68419.0,-116311.722,2521.439,2448.65,0.334,0.421,0.716,2.296,0.322,-0.547,0.012,0.012
1994-01-01,2551708.372,77391.643,91329.773,163539.428,363873.176,72776.28,-41959.292,4615.363,5916.794,0.364,0.429,0.769,1.711,0.342,-0.197,0.022,0.028
1994-02-01,2551708.372,107140.565,147271.96,247066.201,432443.303,103717.343,-67909.082,3423.222,5256.781,0.504,0.693,1.162,2.034,0.488,-0.319,0.016,0.025
1994-03-01,2551708.372,305581.748,290675.601,628777.512,198678.22,258053.281,161809.898,47528.466,51033.508,1.437,1.367,2.957,0.934,1.214,0.761,0.224,0.24
1994-04-01,2551708.372,488455.661,668842.053,813582.914,266256.569,318138.63,441477.765,170317.031,192887.277,2.297,3.145,3.826,1.252,1.496,2.076,0.801,0.907
1994-05-01,2551708.372,740172.53,1148276.299,1102625.872,350104.042,379294.5,800761.627,360878.03,430086.194,3.481,5.4,5.185,1.646,1.784,3.766,1.697,2.023
1994-06-01,2551708.372,1055068.147,1377970.606,1327462.074,155888.686,243596.01,1223981.701,811472.137,919426.881,4.962,6.48,6.243,0.733,1.146,5.756,3.816,4.324
1994-07-01,2551708.372,1209496.011,1636556.645,1661545.423,44479.469,163157.271,1592141.683,1046338.739,1194646.953,5.688,7.696,7.814,0.209,0.767,7.487,4.921,5.618
1994-08-01,2551708.372,894701.336,1258391.406,1401872.247,11593.189,55313.312,1246830.352,839388.024,955741.001,4.208,5.918,6.593,0.055,0.26,5.864,3.947,4.495
1994-09-01,2551708.372,557341.935,734561.401,929748.728,115619.911,122728.926,619480.358,434613.009,491502.058,2.621,3.454,4.372,0.544,0.577,2.913,2.044,2.311
1994-10-01,2551708.372,271812.596,302054.138,500580.194,372488.07,164480.636,37857.468,107331.96,117120.477,1.278,1.42,2.354,1.752,0.774,0.178,0.505,0.551
1994-11-01,3159815.199,107192.779,152527.165,207584.386,983186.279,105956.137,-200783.085,1236.643,1689.997,0.407,0.579,0.788,3.734,0.402,-0.763,0.005,0.006
1994-12-01,3159815.199,58755.262,104705.955,163847.861,682054.949,57278.851,-69999.157,1476.411,2142.837,0.223,0.398,0.622,2.59,0.218,-0.266,0.006,0.008
1995-01-01,3159815.199,80151.351,146952.594,201619.525,1154791.319,79684.183,-213674.066,467.168,688.041,0.304,0.558,0.766,4.386,0.303,-0.811,0.002,0.003
1995-02-01,3159815.199,155110.998,217291.293,357598.998,418864.649,151911.267,131356.2,3199.731,3799.341,0.589,0.825,1.358,1.591,0.577,0.499,0.012,0.014
1995-03-01,3159815.199,378393.15,501242.421,636612.528,796001.103,366651.27,39212.041,11741.879,10825.539,1.437,1.904,2.418,3.023,1.392,0.149,0.045,0.041
1995-04-01,3159815.199,612261.077,764511.176,864395.045,707803.235,560243.653,180703.376,52017.424,51837.316,2.325,2.903,3.283,2.688,2.128,0.686,0.198,0.197
1995-05-01,3159815.199,1059420.566,1293190.94,1313305.023,382874.796,802017.785,955251.653,257402.782,312001.282,4.023,4.911,4.988,1.454,3.046,3.628,0.978,1.185
1995-06-01,3159815.199,1203002.399,1451297.578,1437624.906,479893.183,748316.281,978500.783,454686.118,531360.957,4.569,5.512,5.46,1.822,2.842,3.716,1.727,2.018
1995-07-01,3159815.199,1389158.283,1706002.596,1766690.258,189622.558,452266.483,1516497.665,936891.8,1134428.53,5.276,6.479,6.709,0.72,1.718,5.759,3.558,4.308
1995-08-01,3159815.199,1084625.864,1293971.366,1561709.324,123556.891,197271.123,1171002.665,887354.741,1066023.777,4.119,4.914,5.931,0.469,0.749,4.447,3.37,4.048
1995-09-01,3159815.199,670540.387,746254.462,1086459.194,191607.236,174241.982,562602.521,496298.405,588061.485,2.547,2.834,4.126,0.728,0.662,2.137,1.885,2.233
1995-10-01,3159815.199,320652.098,277866.042,604148.261,365395.216,170242.672,54560.107,150409.427,180901.14,1.218,1.055,2.294,1.388,0.647,0.207,0.571,0.687
1995-11-01,3070415.909,142026.911,145535.04,308425.221,895695.169,134138.716,-226022.339,7888.196,9543.062,0.555,0.569,1.205,3.501,0.524,-0.883,0.031,0.037
1995-12-01,3070415.909,57223.259,114806.448,151226.557,1205218.793,56663.681,-278103.324,559.577,950.043,0.224,0.449,0.591,4.71,0.221,-1.087,0.002,0.004
1996-01-01,3070415.909,48281.658,120946.459,161861.943,1074844.422,48121.928,-117453.707,159.73,251.412,0.189,0.473,0.633,4.201,0.188,-0.459,0.001,0.001
1996-02-01,3070415.909,180024.579,237134.833,336985.417,1079110.516,178858.111,-16838.153,1166.468,1799.279,0.704,0.927,1.317,4.217,0.699,-0.066,0.005,0.007
1996-03-01,3070415.909,349030.959,367728.087,634034.811,419263.528,341756.1,71893.29,7274.86,10963.117,1.364,1.437,2.478,1.639,1.336,0.281,0.028,0.043
1996-04-01,3070415.909,579146.362,759792.23,882094.799,650184.368,529349.48,362349.367,49796.882,64815.584,2.263,2.969,3.447,2.541,2.069,1.416,0.195,0.253
1996-05-01,3070415.909,910437.38,1152791.655,1129370.856,642745.507,745264.794,596191.73,165172.585,200016.42,3.558,4.505,4.414,2.512,2.913,2.33,0.646,0.782
1996-06-01,3070415.909,1249960.917,1555521.076,1545556.551,186182.839,608892.468,1370676.488,641068.449,766770.433,4.885,6.079,6.04,0.728,2.38,5.357,2.505,2.997
1996-07-01,3070415.909,1390344.446,1844441.36,1868892.882,87461.327,326076.464,1758094.914,1064267.982,1263243.382,5.434,7.209,7.304,0.342,1.274,6.871,4.159,4.937
1996-08-01,3070415.909,1070314.316,1358713.011,1615728.554,52988.452,152918.797,1306106.467,917395.519,1106537.728,4.183,5.31,6.315,0.207,0.598,5.105,3.585,4.325
1996-09-01,3070415.909,613024.799,669657.154,967112.822,240551.194,214014.443,451682.273,399010.356,463795.912,2.396,2.617,3.78,0.94,0.836,1.765,1.559,1.813
1996-10-01,3070415.909,320672.388,310182.915,560537.993,564217.187,244243.419,-54459.424,76428.969,79948.141,1.253,1.212,2.191,2.205,0.955,-0.213,0.299,0.312
1996-11-01,3084140.704,116354.128,122820.469,234903.862,1039601.101,112874.331,-241467.195,3479.797,4116.423,0.453,0.478,0.914,4.045,0.439,-0.94,0.014,0.016
1996-12-01,3084140.704,80983.208,131909.095,176033.379,1766129.537,79985.933,-242028.288,997.275,1316.5,0.315,0.513,0.685,6.872,0.311,-0.942,0.004,0.005
1997-01-01,3084140.704,71644.981,133105.987,183556.45,1000419.381,70944.518,-104593.735,700.463,1031.027,0.279,0.518,0.714,3.893,0.276,-0.407,0.003,0.004
1997-02-01,3084140.704,149482.653,174244.591,285306.98,301820.534,144940.137,58633.274,4542.516,6093.082,0.582,0.678,1.11,1.174,0.564,0.228,0.018,0.024
1997-03-01,3084140.704,371268.338,329330.558,670017.495,600580.671,334517.689,118874.505,36750.649,48814.21,1.445,1.281,2.607,2.337,1.302,0.463,0.143,0.19
1997-04-01,3084140.704,587548.211,658650.804,849952.604,502319.827,504554.05,237394.032,82994.162,89733.725,2.286,2.563,3.307,1.954,1.963,0.924,0.323,0.349
1997-05-01,3084140.704,1078946.077,1362361.178,1390144.63,301327.76,626666.654,1070303.683,452279.423,543734.734,4.198,5.301,5.409,1.172,2.438,4.164,1.76,2.116
1997-06-01,3084140.704,1187232.2,1473119.496,1434063.329,337820.371,501603.463,1146664.908,685628.737,790678.653,4.619,5.732,5.58,1.314,1.952,4.462,2.668,3.076
1997-07-01,3084140.704,1349740.379,1688781.441,1705901.861,224185.798,412166.856,1468481.722,937573.523,1070058.62,5.252,6.571,6.637,0.872,1.604,5.714,3.648,4.163
1997-08-01,3084140.704,1096294.456,1451826.694,1558312.879,148033.702,215232.64,1305093.077,881061.816,1045658.045,4.266,5.649,6.063,0.576,0.837,5.078,3.428,4.069
1997-09-01,3084140.704,677196.059,869399.832,1013678.745,344053.485,253485.681,555408.418,423710.378,494839.465,2.635,3.383,3.944,1.339,0.986,2.161,1.649,1.925
1997-10-01,3084140.704,343067.27,365453.141,564228.782,557930.594,222275.162,27414.343,120792.107,136819.174,1.335,1.422,2.195,2.171,0.865,0.107,0.47,0.532
1997-11-01,2829018.462,116404.643,131078.748,222545.834,430461.388,110197.09,-127790.073,6207.553,5607.57,0.494,0.556,0.944,1.826,0.467,-0.542,0.026,0.024
1997-12-01,2829018.462,60912.955,89371.97,134263.781,289456.097,58658.455,-26360.262,2254.5,2785.723,0.258,0.379,0.57,1.228,0.249,-0.112,0.01,0.012
1998-01-01,2829018.462,72402.484,127947.062,177741.64,875136.079,71313.282,-203697.88,1089.202,1608.714,0.307,0.543,0.754,3.712,0.302,-0.864,0.005,0.007
