Date,ACRES,ET VOLUME (acft),ETC VOLUME (acft),ETO VOLUME (acft),PPT VOLUME (acft),PRZ VOLUME (acft),NIWR VOLUME (acft),CU VOLUME (acft),AW VOLUME (acft),ET RATE (inches),ETC RATE (inches),ETO RATE (inches),PPT RATE (inches),PRZ RATE (inches),NIWR RATE (inches),CU RATE (inches),AW RATE (inches)
2014-12-01,3106372.597,87380.366,126435.903,171415.857,1044995.594,86746.802,-208096.369,633.565,991.435,0.338,0.488,0.662,4.037,0.335,-0.804,0.002,0.004
2015-01-01,3106372.597,114104.121,125107.232,187934.143,379392.898,111120.265,15634.651,2983.856,4577.816,0.441,0.483,0.726,1.466,0.429,0.06,0.012,0.018
2015-02-01,3106372.597,228410.016,241728.021,382114.366,595986.963,223473.032,21933.22,4936.985,6758.357,0.882,0.934,1.476,2.302,0.863,0.085,0.019,0.026
2015-03-01,3106372.597,465141.901,515375.446,723927.832,483483.11,424882.827,180618.0,40259.074,37189.977,1.797,1.991,2.797,1.868,1.641,0.698,0.156,0.144
2015-04-01,3106372.597,750599.987,945333.172,995728.544,243852.944,484330.614,741940.914,266269.373,266341.864,2.9,3.652,3.847,0.942,1.871,2.866,1.029,1.029
2015-05-01,3106372.597,1105081.469,1370948.085,1329636.983,452573.937,676941.109,926615.268,428140.361,433128.904,4.269,5.296,5.136,1.748,2.615,3.58,1.654,1.673
2015-06-01,3106372.597,1455461.692,1825923.699,1855295.205,79369.166,255055.333,1747356.699,1200406.359,1385322.83,5.622,7.054,7.167,0.307,0.985,6.75,4.637,5.352
2015-07-01,3106372.597,1320158.857,1663235.284,1890353.205,165072.631,204116.071,1501566.5,1116042.786,1284724.253,5.1,6.425,7.302,0.638,0.789,5.801,4.311,4.963
2015-08-01,3106372.597,1043244.455,1393282.542,1717142.839,81714.408,96466.952,1311939.752,946777.503,1069037.157,4.03,5.382,6.633,0.316,0.373,5.068,3.657,4.13
2015-09-01,3106372.597,617655.413,749127.842,1049883.246,153415.635,157165.453,597695.226,460489.96,503599.55,2.386,2.894,4.056,0.593,0.607,2.309,1.779,1.945
2015-10-01,3106372.597,366724.355,454001.039,682246.773,435981.603,236485.472,88455.273,130238.882,138924.481,1.417,1.754,2.636,1.684,0.914,0.342,0.503,0.537
2015-11-01,3176286.459,149864.053,170945.0,263232.372,566592.577,145150.061,-81459.713,4713.992,5388.591,0.566,0.646,0.994,2.141,0.548,-0.308,0.018,0.02
2015-12-01,3176286.459,90934.328,133954.508,180007.673,1703953.803,90341.8,-303283.409,592.528,853.159,0.344,0.506,0.68,6.438,0.341,-1.146,0.002,0.003
2016-01-01,3176286.459,85769.638,142884.372,186604.745,910866.434,85361.969,-102212.687,407.669,499.294,0.324,0.54,0.705,3.441,0.322,-0.386,0.002,0.002
2016-02-01,3176286.459,197887.617,232842.322,381542.252,384894.569,194221.069,58967.821,3666.547,4666.139,0.748,0.88,1.441,1.454,0.734,0.223,0.014,0.018
2016-03-01,3176286.459,447405.73,505444.305,669776.255,767925.546,424874.336,168460.891,22531.394,22638.669,1.69,1.91,2.53,2.901,1.605,0.636,0.085,0.086
2016-04-01,3176286.459,844610.931,1020178.138,1129288.683,320780.944,605422.164,708706.103,239188.767,263953.868,3.191,3.854,4.266,1.212,2.287,2.677,0.904,0.997
2016-05-01,3176286.459,1138961.761,1456412.309,1403945.442,318508.438,593692.254,1142902.191,545269.507,590554.315,4.303,5.502,5.304,1.203,2.243,4.318,2.06,2.231
2016-06-01,3176286.459,1372386.782,1725123.502,1713519.002,201159.792,365390.413,1525428.983,1006996.369,1131109.989,5.185,6.518,6.474,0.76,1.38,5.763,3.804,4.273
2016-07-01,3176286.459,1346570.276,1707502.102,1833015.079,124037.756,183960.284,1584337.649,1162609.992,1329770.298,5.087,6.451,6.925,0.469,0.695,5.986,4.392,5.024
2016-08-01,3176286.459,1088488.886,1427741.185,1732113.507,25014.96,52117.147,1403084.223,1036371.739,1199700.762,4.112,5.394,6.544,0.095,0.197,5.301,3.915,4.532
2016-09-01,3176286.459,636471.278,808043.735,1056938.718,117567.82,118465.993,692685.806,518005.285,591779.66,2.405,3.053,3.993,0.444,0.448,2.617,1.957,2.236
2016-10-01,3176286.459,306176.989,385859.191,523616.997,1190890.386,271344.791,-288728.392,34832.198,21549.677,1.157,1.458,1.978,4.499,1.025,-1.091,0.132,0.081
2016-11-01,3463253.124,191055.621,257374.494,375616.867,738931.697,164291.432,40760.875,26764.189,19192.855,0.662,0.892,1.301,2.56,0.569,0.141,0.093,0.067
2016-12-01,3463253.124,76138.119,105336.421,156626.22,910033.565,75659.965,-153516.904,478.155,811.918,0.264,0.365,0.543,3.153,0.262,-0.532,0.002,0.003
2017-01-01,3463253.124,64104.036,105473.677,159764.741,967327.773,64012.19,-144608.649,91.846,156.807,0.222,0.365,0.554,3.352,0.222,-0.501,0.0,0.001
2017-02-01,3463253.124,151616.874,249623.589,359217.815,1318650.145,150738.858,-72518.283,878.016,1351.446,0.525,0.865,1.245,4.569,0.522,-0.251,0.003,0.005
2017-03-01,3463253.124,419111.147,470590.656,694329.58,1079972.537,413222.524,3263.148,5888.623,8445.74,1.452,1.631,2.406,3.742,1.432,0.011,0.02,0.029
2017-04-01,3463253.124,725197.551,868276.072,967858.97,717420.34,683606.104,327190.443,41591.447,48227.568,2.513,3.009,3.354,2.486,2.369,1.134,0.144,0.167
2017-05-01,3463253.124,1260893.415,1493206.719,1513537.286,288451.645,841685.403,1245350.76,419208.012,482891.38,4.369,5.174,5.244,0.999,2.916,4.315,1.453,1.673
2017-06-01,3463253.124,1432770.594,1816286.664,1757744.696,266376.768,596727.556,1554576.922,836043.038,938970.261,4.964,6.293,6.09,0.923,2.068,5.387,2.897,3.253
2017-07-01,3463253.124,1570009.062,2134476.485,2167479.639,17790.947,215084.496,2116714.99,1354924.566,1575771.831,5.44,7.396,7.51,0.062,0.745,7.334,4.695,5.46
2017-08-01,3463253.124,1225864.471,1647847.351,1901523.063,56716.681,110868.762,1591364.603,1114995.709,1316796.684,4.248,5.71,6.589,0.197,0.384,5.514,3.863,4.563
2017-09-01,3463253.124,729298.677,915844.597,1164496.345,269793.138,233765.196,667086.998,495533.481,549425.335,2.527,3.173,4.035,0.935,0.81,2.311,1.717,1.904
2017-10-01,3463253.124,400936.25,378635.122,679994.813,592688.203,265323.734,12099.319,135612.517,135397.437,1.389,1.312,2.356,2.054,0.919,0.042,0.47,0.469
2017-11-01,3468365.354,176971.769,228260.386,320351.976,1059650.556,174441.671,-251045.316,2530.099,2960.86,0.612,0.79,1.108,3.666,0.604,-0.869,0.009,0.01
2017-12-01,3468365.354,94598.429,97823.263,174886.509,454912.484,90295.313,3170.254,4303.117,5133.99,0.327,0.338,0.605,1.574,0.312,0.011,0.015,0.018
2018-01-01,3468365.354,131767.426,178577.183,262762.916,822887.134,128960.582,-99217.193,2806.844,3938.207,0.456,0.618,0.909,2.847,0.446,-0.343,0.01,0.014
2018-02-01,3468365.354,191636.249,202794.818,367226.284,384256.393,186109.194,13370.153,5527.055,6653.808,0.663,0.702,1.271,1.329,0.644,0.046,0.019,0.023
2018-03-01,3468365.354,427288.106,438943.363,658738.03,608648.933,395415.946,138874.186,31872.159,39190.745,1.478,1.519,2.279,2.106,1.368,0.48,0.11,0.136
2018-04-01,3468365.354,757884.397,870660.382,1052902.009,731197.73,593824.398,406071.933,164059.999,180086.769,2.622,3.012,3.643,2.53,2.055,1.405,0.568,0.623
2018-05-01,3468365.354,1296189.748,1510590.992,1560293.262,301343.709,738061.542,1213393.366,558128.206,613462.246,4.485,5.226,5.398,1.043,2.554,4.198,1.931,2.122
2018-06-01,3468365.354,1441826.738,1801002.613,1801942.295,218732.075,429145.759,1584318.148,1012680.979,1157848.974,4.988,6.231,6.234,0.757,1.485,5.481,3.504,4.006
2018-07-01,3468365.354,1507122.756,2056018.437,2233453.436,10788.367,81037.422,2045313.645,1426085.333,1688900.201,5.214,7.114,7.727,0.037,0.28,7.076,4.934,5.843
2018-08-01,3468365.354,1137359.24,1555270.411,1873273.544,20341.537,42160.321,1535045.069,1095198.919,1277138.9,3.935,5.381,6.481,0.07,0.146,5.311,3.789,4.419
2018-09-01,3468365.354,683234.782,943040.3,1228843.437,79170.377,81874.439,865715.626,601360.343,686325.95,2.364,3.263,4.252,0.274,0.283,2.995,2.081,2.375
2018-10-01,3468365.354,339982.993,396416.381,630254.775,448692.872,254082.515,-17384.61,85900.478,85911.793,1.176,1.372,2.181,1.552,0.879,-0.06,0.297,0.297
2018-11-01,3756299.368,166565.968,152020.482,354716.679,625441.693,160355.17,-217173.066,6210.798,7462.601,0.532,0.486,1.133,1.998,0.512,-0.694,0.02,0.024
2018-12-01,3756299.368,112244.068,156221.853,214723.167,916790.912,110706.997,-95323.829,1537.071,2322.053,0.359,0.499,0.686,2.929,0.354,-0.305,0.005,0.007
2019-01-01,3756299.368,128032.079,172524.49,253650.326,712000.159,124944.264,-71568.618,3087.815,4790.143,0.409,0.551,0.81,2.275,0.399,-0.229,0.01,0.015
2019-02-01,3756299.368,142431.49,204245.376,251865.528,1406944.754,141110.228,-282646.267,1321.262,2172.119,0.455,0.652,0.805,4.495,0.451,-0.903,0.004,0.007
2019-03-01,3756299.368,425856.612,441618.338,684817.184,434586.893,411707.438,170618.865,14149.174,19971.957,1.36,1.411,2.188,1.388,1.315,0.545,0.045,0.064
2019-04-01,3756299.368,806541.802,897512.815,1082892.563,1001882.457,726312.59,373155.95,80229.212,98655.159,2.577,2.867,3.459,3.201,2.32,1.192,0.256,0.315
2019-05-01,3756299.368,1278927.875,1601398.499,1607925.613,635966.975,1006642.472,986258.728,272285.403,307849.761,4.086,5.116,5.137,2.032,3.216,3.151,0.87,0.983
2019-06-01,3756299.368,1618943.931,2024661.851,1994029.681,136706.342,574632.59,1889466.632,1044311.341,1230523.892,5.172,6.468,6.37,0.437,1.836,6.036,3.336,3.931
2019-07-01,3756299.368,1541334.259,2063028.608,2157090.949,59942.514,176103.278,2003187.981,1365230.981,1623594.282,4.924,6.591,6.891,0.191,0.563,6.399,4.361,5.187
2019-08-01,3756299.368,1232798.541,1716510.604,1952856.731,142512.077,176554.505,1574219.624,1056244.037,1245212.934,3.938,5.484,6.239,0.455,0.564,5.029,3.374,3.978
2019-09-01,3756299.368,727512.542,990849.623,1123594.736,628139.774,429226.876,422884.308,298285.666,287862.708,2.324,3.165,3.589,2.007,1.371,1.351,0.953,0.92
2019-10-01,3756299.368,419505.187,319878.878,715374.102,334682.263,233890.711,52993.891,185614.476,202298.942,1.34,1.022,2.285,1.069,0.747,0.169,0.593,0.646
2019-11-01,3614489.524,166968.155,62524.963,322969.983,232190.243,131326.851,-109607.221,35641.305,31341.986,0.554,0.208,1.072,0.771,0.436,-0.364,0.118,0.104
2019-12-01,3614489.524,79803.554,115387.95,174032.307,816640.114,79130.786,-169426.629,672.768,1079.328,0.265,0.383,0.578,2.711,0.263,-0.562,0.002,0.004
2020-01-01,3614489.524,123094.991,211693.447,295286.806,1298299.357,122071.962,-189898.123,1023.029,1607.626,0.409,0.703,0.98,4.31,0.405,-0.63,0.003,0.005
2020-02-01,3614489.524,251011.049,250116.633,455025.326,388818.15,241520.37,111198.424,9490.679,13628.306,0.833,0.83,1.511,1.291,0.802,0.369,0.032,0.045
2020-03-01,3614489.524,449372.711,401932.406,721890.744,511445.806,407410.335,-3794.967,41962.376,43761.762,1.492,1.334,2.397,1.698,1.353,-0.013,0.139,0.145
2020-04-01,3614489.524,832835.467,846511.859,1186506.738,264159.051,532832.681,647756.249,300002.786,310029.761,2.765,2.81,3.939,0.877,1.769,2.151,0.996,1.029
2020-05-01,3614489.524,1246052.257,1529361.379,1521867.997,746398.353,812137.322,824069.149,433914.935,453563.791,4.137,5.077,5.053,2.478,2.696,2.736,1.441,1.506
2020-06-01,3614489.524,1430256.476,1755281.104,1731133.84,457223.246,614809.261,1315424.931,815447.214,910652.609,4.748,5.827,5.747,1.518,2.041,4.367,2.707,3.023
2020-07-01,3614489.524,1534282.405,1990686.41,2161327.31,14977.435,170569.919,1976881.301,1363712.486,1603378.627,5.094,6.609,7.176,0.05,0.566,6.563,4.527,5.323
2020-08-01,3614489.524,1177600.149,1662965.113,1928669.61,37758.3,76402.589,1625411.615,1101197.56,1296992.701,3.91,5.521,6.403,0.125,0.254,5.396,3.656,4.306
2020-09-01,3614489.524,790811.266,1141439.487,1361530.456,228831.451,192170.45,932604.002,598640.816,650059.145,2.625,3.79,4.52,0.76,0.638,3.096,1.987,2.158
2020-10-01,3614489.524,433355.418,536708.534,757609.665,271991.098,193977.686,300941.549,239377.732,254530.197,1.439,1.782,2.515,0.903,0.644,0.999,0.795,0.845
2020-11-01,3207003.962,153612.228,138946.002,270730.389,902995.095,151938.39,-287173.175,1673.838,1056.757,0.575,0.52,1.013,3.379,0.569,-1.075,0.006,0.004
2020-12-01,3207003.962,108985.879,97309.778,187525.164,773684.288,107349.065,-70292.74,1636.814,1745.009,0.408,0.364,0.702,2.895,0.402,-0.263,0.006,0.007
2021-01-01,3207003.962,125507.505,155057.422,221132.556,917487.045,123316.472,-85009.7,2191.033,2625.712,0.47,0.58,0.827,3.433,0.461,-0.318,0.008,0.01
2021-02-01,3207003.962,185496.594,208997.47,315637.757,808256.935,179335.109,-39278.328,6161.485,7604.298,0.694,0.782,1.181,3.024,0.671,-0.147,0.023,0.028
2021-03-01,3207003.962,395295.476,317028.719,656009.974,214583.477,337766.146,194001.069,57529.33,53036.057,1.479,1.186,2.455,0.803,1.264,0.726,0.215,0.198
2021-04-01,3207003.962,761070.012,794139.667,1154307.653,155722.172,460964.156,639562.409,300105.856,293561.677,2.848,2.972,4.319,0.583,1.725,2.393,1.123,1.098
2021-05-01,3207003.962,1111743.83,1365587.358,1406373.336,189325.37,362380.017,1177096.209,749363.813,854045.575,4.16,5.11,5.262,0.708,1.356,4.404,2.804,3.196
2021-06-01,3207003.962,1463092.76,1872357.331,1886065.282,215880.156,268391.224,1663023.041,1194701.536,1376605.825,5.475,7.006,7.057,0.808,1.004,6.223,4.47,5.151
2021-07-01,3207003.962,1367496.254,1909687.083,2115688.354,46755.931,81615.133,1863198.297,1285881.121,1490075.341,5.117,7.146,7.917,0.175,0.305,6.972,4.812,5.576
2021-08-01,3207003.962,999674.06,1413028.565,1728780.94,35499.008,54443.09,1377615.603,945230.97,1067891.124,3.741,5.287,6.469,0.133,0.204,5.155,3.537,3.996
2021-09-01,3207003.962,636514.427,944079.723,1153979.781,414339.416,278868.677,563628.458,357645.75,344549.296,2.382,3.533,4.318,1.55,1.043,2.109,1.338,1.289
2021-10-01,3207003.962,316676.339,451945.283,624269.162,686435.836,252609.971,321.695,64066.368,59434.361,1.185,1.691,2.336,2.569,0.945,0.001,0.24,0.222
2021-11-01,3568729.687,162340.554,263677.062,329974.102,904239.11,154086.802,-56966.008,8253.753,6835.681,0.546,0.887,1.11,3.041,0.518,-0.192,0.028,0.023
2021-12-01,3568729.687,111132.239,143412.166,201557.597,1327418.394,110399.145,-157939.923,733.094,1104.454,0.374,0.482,0.678,4.463,0.371,-0.531,0.002,0.004
2022-01-01,3568729.687,124138.923,138696.195,219937.732,693374.69,119919.426,4197.128,4219.497,5784.701,0.417,0.466,0.74,2.332,0.403,0.014,0.014,0.019
2022-02-01,3568729.687,189091.125,157972.966,368135.375,356003.959,174399.328,23698.742,14691.797,16344.197,0.636,0.531,1.238,1.197,0.586,0.08,0.049,0.055
2022-03-01,3568729.687,437757.71,368019.956,701489.555,461895.032,374602.883,114656.307,63154.827,58457.216,1.472,1.237,2.359,1.553,1.26,0.386,0.212,0.197
2022-04-01,3568729.687,722808.463,707513.826,912247.06,971125.495,592603.207,87204.895,130205.256,110156.343,2.43,2.379,3.067,3.265,1.993,0.293,0.438,0.37
2022-05-01,3568729.687,1075973.941,1127504.416,1232902.744,825034.764,760185.467,499524.569,315788.474,326122.008,3.618,3.791,4.146,2.774,2.556,1.68,1.062,1.097
2022-06-01,3568729.687,1383469.638,1594332.052,1622637.962,627929.026,759076.511,1067247.172,624393.127,659302.149,4.652,5.361,5.456,2.111,2.552,3.589,2.1,2.217
2022-07-01,3568729.687,1581678.298,2091603.292,2156369.061,44616.573,384583.962,2045902.101,1197094.337,1348396.443,5.318,7.033,7.251,0.15,1.293,6.879,4.025,4.534
2022-08-01,3568729.687,1211393.728,1894603.809,1930276.069,59917.0,162991.177,1830215.06,1048402.551,1223577.266,4.073,6.371,6.491,0.201,0.548,6.154,3.525,4.114
2022-09-01,3568729.687,742947.656,1159300.663,1306645.972,115394.346,133038.444,1047694.748,609909.212,704891.213,2.498,3.898,4.394,0.388,0.447,3.523,2.051,2.37
2022-10-01,3568729.687,423939.224,605209.859,772238.512,411786.266,222376.662,333740.333,201562.563,219178.178,1.426,2.035,2.597,1.385,0.748,1.122,0.678,0.737
2022-11-01,3737950.526,156681.802,188883.482,265995.509,1014332.813,154628.088,-246017.767,2053.714,1070.348,0.503,0.606,0.854,3.256,0.496,-0.79,0.007,0.003
2022-12-01,3737950.526,71097.666,106983.111,153903.632,1235536.508,70561.635,-261740.456,536.031,782.755,0.228,0.343,0.494,3.966,0.227,-0.84,0.002,0.003
2023-01-01,3737950.526,97072.258,165782.172,223414.238,580047.994,95956.842,1985.655,1115.416,1381.78,0.312,0.532,0.717,1.862,0.308,0.006,0.004,0.004
2023-02-01,3737950.526,185656.32,189832.929,389305.427,373518.612,181679.105,-33997.219,3977.215,4126.773,0.596,0.609,1.25,1.199,0.583,-0.109,0.013,0.013
2023-03-01,3737950.526,375929.872,410272.852,606562.879,959594.186,361823.424,-54287.331,14106.448,16086.941,1.207,1.317,1.947,3.081,1.162,-0.174,0.045,0.052
2023-04-01,3737950.526,717431.945,592504.809,1020581.832,821083.322,603906.421,293168.842,113525.524,124444.793,2.303,1.902,3.276,2.636,1.939,0.941,0.364,0.4
2023-05-01,3737950.526,1390216.442,1561683.181,1691303.751,374020.001,903277.435,1196206.717,486939.007,506645.309,4.463,5.013,5.43,1.201,2.9,3.84,1.563,1.626
2023-06-01,3737950.526,1530926.169,1907700.858,1906124.335,235865.97,486936.52,1672337.265,1043989.65,1267876.9,4.915,6.124,6.119,0.757,1.563,5.369,3.352,4.07
2023-07-01,3737950.526,1648176.233,2299234.173,2414314.181,11051.704,97237.857,2288397.576,1550938.375,1903594.807,5.291,7.381,7.751,0.035,0.312,7.346,4.979,6.111
2023-08-01,3737950.526,1188783.711,1705433.427,1941586.75,264357.881,283735.239,1446841.165,905048.471,1087928.15,3.816,5.475,6.233,0.849,0.911,4.645,2.905,3.493
2023-09-01,3737950.526,736644.18,1000972.569,1216213.075,404459.463,298525.479,625212.383,438118.701,484278.631,2.365,3.213,3.904,1.298,0.958,2.007,1.406,1.555
2023-10-01,3737950.526,419706.209,581146.392,710442.754,472965.523,264596.188,248083.373,155110.021,176261.703,1.347,1.866,2.281,1.518,0.849,0.796,0.498,0.566
2023-11-01,3712790.527,182934.329,178458.636,292314.982,758497.694,176930.087,-147693.02,6004.242,4422.268,0.591,0.577,0.945,2.452,0.572,-0.477,0.019,0.014
2023-12-01,3712790.527,114688.067,139038.357,219087.963,1215151.456,112600.566,-159630.244,2087.501,2765.611,0.371,0.449,0.708,3.927,0.364,-0.516,0.007,0.009
2024-01-01,3712790.527,128078.638,189787.676,236737.714,1570758.281,126129.531,-211682.905,1949.106,2816.375,0.414,0.613,0.765,5.077,0.408,-0.684,0.006,0.009
2024-02-01,3712790.527,250218.256,315149.451,388034.049,891928.026,243909.528,64389.18,6308.728,9051.53,0.809,1.019,1.254,2.883,0.788,0.208,0.02,0.029
2024-03-01,3712790.527,537450.427,501685.556,751681.251,725624.889,503450.821,62700.656,33999.606,43759.816,1.737,1.621,2.429,2.345,1.627,0.203,0.11,0.141
2024-04-01,3712790.527,868241.926,917450.405,1080449.376,458085.456,685199.954,508427.561,183041.972,198739.31,2.806,2.965,3.492,1.481,2.215,1.643,0.592,0.642
2024-05-01,3712790.527,1336469.461,1551635.201,1522588.003,541087.741,795821.74,1102906.541,540647.72,605690.064,4.32,5.015,4.921,1.749,2.572,3.565,1.747,1.958
2024-06-01,3712790.527,1564730.423,1943396.422,1911757.657,209631.412,527848.363,1745521.739,1036882.06,1190219.403,5.057,6.281,6.179,0.678,1.706,5.642,3.351,3.847
2024-07-01,3712790.527,1639216.229,2267808.978,2376372.025,29647.323,264012.409,2238287.189,1375203.82,1614495.477,5.298,7.33,7.681,0.096,0.853,7.234,4.445,5.218
2024-08-01,3712790.527,1194893.059,1595491.296,1872604.869,139040.878,179675.719,1460107.3,1015217.34,1180067.893,3.862,5.157,6.052,0.449,0.581,4.719,3.281,3.814
2024-09-01,3712790.527,783239.883,1055841.468,1311918.61,184679.537,193201.222,872810.325,590038.661,679790.94,2.531,3.413,4.24,0.597,0.624,2.821,1.907,2.197
2024-10-01,3712790.527,426362.592,517963.212,743202.592,556220.529,259890.328,54542.402,166472.263,163073.085,1.378,1.674,2.402,1.798,0.84,0.176,0.538,0.527
