Month,Region,Crop,Crop_cdl,ETc_mean_in,NIWR_mean_in,ETc_mean_mm,NIWR_mean_mm
4,21.0,Pasture,Grass/Pasture,2.751845505207748,1.561313580121347,69.89687583227679,39.65736493508221
5,21.0,Pasture,Grass/Pasture,5.197248400822987,3.430509230642285,132.01010938090388,87.13493445831404
6,21.0,Pasture,Grass/Pasture,7.226279380939255,6.130528537734429,183.54749627585707,155.7154248584545
7,21.0,Pasture,Grass/Pasture,8.24857267395286,7.817263888378752,209.51374591840266,198.5585027648203
8,21.0,Pasture,Grass/Pasture,6.489620383742607,6.008162641754947,164.8363577470622,152.60733110057566
9,21.0,Pasture,Grass/Pasture,3.780644313614993,3.268356033374269,96.02836556582082,83.01624324770643
10,21.0,Pasture,Grass/Pasture,1.5217945112559494,0.599068678981785,38.65358058590111,15.216344446137336
Season,21.0,Pasture,Grass/Pasture,35.2160051695364,28.815202590987816,894.4865313062246,731.9061458110905
3,21.0,Grain (Winter),Winter Wheat,2.1891815867074,0.7188251852461118,55.60521230236796,18.258159705251238
4,21.0,Grain (Winter),Winter Wheat,4.207837626944792,2.7359532423195696,106.87907572439771,69.49321235491706
5,21.0,Grain (Winter),Winter Wheat,6.739697680028645,4.910117746259876,171.18832107272758,124.71699075500084
6,21.0,Grain (Winter),Winter Wheat,7.889099939321375,6.826710343355505,200.38313845876291,173.39844272122983
7,21.0,Grain (Winter),Winter Wheat,3.255866492522497,2.848953287739996,82.69900891007143,72.3634135085959
Season,21.0,Grain (Winter),Winter Wheat,24.281683325524707,18.040559804921056,616.7547564683275,458.2302190449948
3,21.0,Mint,Mint,1.1610583141593391,-0.061080829265447854,29.49088117964721,-1.5514530633423753
4,21.0,Mint,Mint,1.3213641127154683,0.0890377675834141,33.562648462972895,2.261559296618718
5,21.0,Mint,Mint,3.9919082329477384,2.3718044119272252,101.39446911687256,60.24383206295152
6,21.0,Mint,Mint,7.30330366244835,6.669445394731813,185.5039130261881,169.40391302618804
7,21.0,Mint,Mint,10.099576091645064,10.018867430227736,256.52923272778463,254.47923272778448
8,21.0,Mint,Mint,5.088426002777869,4.110079546084956,129.24602047055785,104.39602047055787
Season,21.0,Mint,Mint,28.965636416693826,23.198153721289692,735.7271649840231,589.2331045207582
4,21.0,Alfalfa Hay,Alfalfa,3.694200192920402,2.2709469148358696,93.8326849001782,57.68205163683108
5,21.0,Alfalfa Hay,Alfalfa,6.014539566215776,4.252115534485082,152.76930498188068,108.00373457592107
6,21.0,Alfalfa Hay,Alfalfa,6.181351311224175,5.040398448919818,157.00632330509404,128.02612060256337
7,21.0,Alfalfa Hay,Alfalfa,8.616377996511016,8.180840073182958,218.85600111137978,207.79333785884714
8,21.0,Alfalfa Hay,Alfalfa,6.911776075411038,6.412650484401411,175.55911231544036,162.88132230379583
9,21.0,Alfalfa Hay,Alfalfa,4.562369587882239,4.048439734184804,115.88418753220887,102.830369248294
Season,21.0,Alfalfa Hay,Alfalfa,35.980614730164646,30.205391190009948,913.9076141461819,767.2169362262526
