Month,Region,Crop,Crop_cdl,ETc_mean_in,NIWR_mean_in,ETc_mean_mm,NIWR_mean_mm
4,16.0,Peas,Peas,0.8079777832993954,0.1417372788361755,20.52263569580464,3.600126882438858
5,16.0,Peas,Peas,2.402745658703164,1.2525736935589245,61.02973973106036,31.81537181639668
6,16.0,Peas,Peas,5.846056773476334,5.32878523341953,148.48984204629886,135.35114492885606
7,16.0,Peas,Peas,6.55861324716372,6.515544027465867,166.58877647795848,165.494818297633
Season,16.0,Peas,Peas,15.615393462642611,13.238640233280499,396.6309939511223,336.2614619253247
5,16.0,Potatoes,Potatoes,3.0813993634087384,1.9803225646589109,78.26754383058196,50.30019314233633
6,16.0,Potatoes,Potatoes,4.75219546845316,4.073547733477098,120.70576489871026,103.46811243031829
7,16.0,Potatoes,Potatoes,7.466095641581314,7.176987402678354,189.63882929616534,182.2954800280302
8,16.0,Potatoes,Potatoes,6.362164161556839,6.000891861928414,161.5989697035437,152.42265329298172
9,16.0,Potatoes,Potatoes,3.0952157461178755,2.7130899458126088,78.61847995139404,68.91248462364025
10,16.0,Potatoes,Potatoes,0.813299098815283,0.07095062376638155,20.657797109908184,1.802145843666091
Season,16.0,Potatoes,Potatoes,25.570369479933206,22.01579013232177,649.4873847903034,559.2010693609728
4,16.0,Mint,Mint,0.7361563720192092,0.14468394662295148,18.698371849287913,3.674972244222967
5,16.0,Mint,Mint,3.471928781631669,2.3459760656053303,88.18699105344439,59.587792066375386
6,16.0,Mint,Mint,7.262920944789183,6.830262913649026,184.47819199764524,173.48867800668526
7,16.0,Mint,Mint,9.781806814473358,9.65923072731848,248.45789308762326,245.34446047388937
8,16.0,Mint,Mint,5.627611028614462,5.270274055704486,142.9413201268073,133.86496101489394
Season,16.0,Mint,Mint,26.88042394152788,24.250427708900276,682.7627681148081,615.960863806067
4,16.0,Pasture,Grass/Pasture,2.2420406462028986,1.3462333923539451,56.94783241355362,34.1943281657902
5,16.0,Pasture,Grass/Pasture,4.915613502826192,3.6629952599206845,124.85658297178526,93.04007960198538
6,16.0,Pasture,Grass/Pasture,7.265910268202188,6.560725721131584,184.55412081233558,166.64243331674223
7,16.0,Pasture,Grass/Pasture,8.77506008899007,8.404307389717136,222.88652626034778,213.46940769881525
8,16.0,Pasture,Grass/Pasture,5.942020570334956,5.542627435619968,150.92732248650788,140.7827368647472
9,16.0,Pasture,Grass/Pasture,3.11773502883428,2.7611022606319615,79.19046973239071,70.13199742005182
10,16.0,Pasture,Grass/Pasture,0.9854238155374684,0.22607796122308832,25.029764914651697,5.742380215066443
Season,16.0,Pasture,Grass/Pasture,33.24380392092805,28.50406942059837,844.3926195915725,724.0033632831985
3,16.0,Grain (Winter),Winter Wheat,1.8563595362582195,1.0781622621951814,47.15153222095877,27.385321459757606
4,16.0,Grain (Winter),Winter Wheat,3.7314879455893624,2.8801797819930357,94.7797938179698,73.1565664626231
5,16.0,Grain (Winter),Winter Wheat,6.6274226830412815,5.543660904313765,168.33653614924853,140.80898696956962
6,16.0,Grain (Winter),Winter Wheat,8.288667740631187,7.636787917946444,210.53216061203213,193.97441311583967
7,16.0,Grain (Winter),Winter Wheat,5.422323347256857,5.090211700949554,137.72701302032414,129.29137720411867
8,16.0,Grain (Winter),Winter Wheat,0.5303990925992144,0.19114877561733065,13.472136952020044,4.855178900680198
Season,16.0,Grain (Winter),Winter Wheat,26.45666034537612,22.42015134301531,671.9991727725535,569.4718441125888
4,16.0,Alfalfa Hay,Alfalfa,3.4053634902896355,2.5499215024975603,86.49623265335674,64.76800616343803
5,16.0,Alfalfa Hay,Alfalfa,6.178845787038023,5.051508169830486,156.94268299076577,128.30830751369433
6,16.0,Alfalfa Hay,Alfalfa,6.122561088078403,5.404742747425936,155.51305163719144,137.28046578461877
7,16.0,Alfalfa Hay,Alfalfa,8.40534234623827,8.041666193842556,213.49569559445203,204.2583213236009
8,16.0,Alfalfa Hay,Alfalfa,6.336287406704049,5.989758974042693,160.94170013028284,152.13987794068439
9,16.0,Alfalfa Hay,Alfalfa,4.438208915736598,4.070463452636625,112.73050645970959,103.38977169697027
Season,16.0,Alfalfa Hay,Alfalfa,34.886609034084984,31.108061040275857,886.1198694657585,790.1447504230067
1,16.0,Grass Seed (Spring),Sod/Grass Seed,0.2948713640828724,-0.20381100511270536,7.489732647704958,-5.176799529862716
2,16.0,Grass Seed (Spring),Sod/Grass Seed,0.4194902305434947,0.03994348113772278,10.655051855804766,1.0145644208981586
3,16.0,Grass Seed (Spring),Sod/Grass Seed,1.0978022898758457,0.48234856608812954,27.884178162846478,12.25165357863849
4,16.0,Grass Seed (Spring),Sod/Grass Seed,2.7895996704517594,1.93955951207313,70.85583162947468,49.264811606657496
5,16.0,Grass Seed (Spring),Sod/Grass Seed,5.075329411283812,3.946841463389765,128.9133670466088,100.24977317010003
6,16.0,Grass Seed (Spring),Sod/Grass Seed,5.988952653868651,5.354833238144161,152.11939740826372,136.01276424886166
7,16.0,Grass Seed (Spring),Sod/Grass Seed,4.943312182681233,4.596712536939411,125.56012944010332,116.75649843826103
8,16.0,Grass Seed (Spring),Sod/Grass Seed,2.712383767050379,2.3953745701110143,68.89454768307962,60.84251408081976
9,16.0,Grass Seed (Spring),Sod/Grass Seed,2.0207917385508476,1.631850068231958,51.328110159191525,41.44899173309173
10,16.0,Grass Seed (Spring),Sod/Grass Seed,1.4717509427314255,0.7632400499633226,37.38247394537821,19.386297269068393
11,16.0,Grass Seed (Spring),Sod/Grass Seed,1.2790519946393877,0.2616957283026059,32.48792066384045,6.64707149888619
12,16.0,Grass Seed (Spring),Sod/Grass Seed,0.2514182029138752,-0.5101383677109657,6.386022354012429,-12.957514539858527
Season,16.0,Grass Seed (Spring),Sod/Grass Seed,27.57157965419832,20.090133868813634,700.3181232166373,510.28940026786626
4,16.0,Grain (Spring),Spring Wheat,2.0778308427981895,1.2097230630492233,52.77690340707401,30.72696580145027
5,16.0,Grain (Spring),Spring Wheat,4.631118700148146,3.5029249233423596,117.63041498376292,88.97429305289593
6,16.0,Grain (Spring),Spring Wheat,8.153189860511752,7.496769872354491,207.09102245699847,190.41795475780407
7,16.0,Grain (Spring),Spring Wheat,9.393820266284289,9.053742532583794,238.6030347636209,229.96506032762835
8,16.0,Grain (Spring),Spring Wheat,3.307155349122223,2.974471466414933,84.00174586770446,75.5515752469393
Season,16.0,Grain (Spring),Spring Wheat,27.563115018864604,24.237631857744802,700.1031214791609,615.6358491867179
4,16.0,Onions,Onions,1.2630961316581424,0.8182142332132606,32.08264174411681,20.782641523616817
5,16.0,Onions,Onions,3.4583984810255477,2.376481994442396,87.8433214180489,60.362642658836855
6,16.0,Onions,Onions,6.051155752828741,5.704777887337218,153.69935612185003,144.90135833836533
7,16.0,Onions,Onions,7.260426037295103,7.057670131551009,184.4148213472956,179.26482134139562
8,16.0,Onions,Onions,6.3638139216723415,6.19649108526486,161.64087361047746,157.39087356572745
9,16.0,Onions,Onions,1.304382892192662,1.2748553331375436,33.13132546169361,32.381325461693606
Season,16.0,Onions,Onions,25.70127321667254,23.42849066494629,652.8123397034825,595.0836628896357
5,16.0,Corn (Silage),Corn,4.103125806059633,2.906830727409018,104.21939547391466,73.83350047618906
6,16.0,Corn (Silage),Corn,3.5211785345373183,3.1493875045102464,89.43793477724788,79.99444261456026
7,16.0,Corn (Silage),Corn,7.228053024151054,7.075688733387618,183.59254681343674,179.7224938280455
8,16.0,Corn (Silage),Corn,8.414774135837337,8.153469187224582,213.73526305026834,207.09811735550437
9,16.0,Corn (Silage),Corn,3.985220867001244,3.631664369453028,101.2246100218316,92.24427498410691
Season,16.0,Corn (Silage),Corn,27.252352367586585,24.917040521984493,692.2097501366992,632.8928292584061
1,16.0,Grass Seed (Fall),Sod/Grass Seed,0.2948713640828724,-0.20381100511270536,7.489732647704958,-5.176799529862716
2,16.0,Grass Seed (Fall),Sod/Grass Seed,0.4194902305434947,0.03994348113772278,10.655051855804766,1.0145644208981586
3,16.0,Grass Seed (Fall),Sod/Grass Seed,1.0978022898758457,0.48234856608812954,27.884178162846478,12.25165357863849
4,16.0,Grass Seed (Fall),Sod/Grass Seed,2.7895996704517594,1.93955951207313,70.85583162947468,49.264811606657496
5,16.0,Grass Seed (Fall),Sod/Grass Seed,5.075329411283812,3.946841463389765,128.9133670466088,100.24977317010003
6,16.0,Grass Seed (Fall),Sod/Grass Seed,5.988952653868651,5.354833238144161,152.11939740826372,136.01276424886166
7,16.0,Grass Seed (Fall),Sod/Grass Seed,4.943312182681233,4.596712536939411,125.56012944010332,116.75649843826103
8,16.0,Grass Seed (Fall),Sod/Grass Seed,2.712383767050379,2.3953745701110143,68.89454768307962,60.84251408081976
9,16.0,Grass Seed (Fall),Sod/Grass Seed,2.0207917385508476,1.631850068231958,51.328110159191525,41.44899173309173
10,16.0,Grass Seed (Fall),Sod/Grass Seed,1.4717509427314255,0.7632400499633226,37.38247394537821,19.386297269068393
11,16.0,Grass Seed (Fall),Sod/Grass Seed,1.2790519946393877,0.2616957283026059,32.48792066384045,6.64707149888619
12,16.0,Grass Seed (Fall),Sod/Grass Seed,0.2514182029138752,-0.5101383677109657,6.386022354012429,-12.957514539858527
Season,16.0,Grass Seed (Fall),Sod/Grass Seed,27.57157965419832,20.090133868813634,700.3181232166373,510.28940026786626
