Month,Region,Crop,Crop_cdl,ETc_mean_in,NIWR_mean_in,ETc_mean_mm,NIWR_mean_mm
4,23.0,Peas,Peas,2.0062014380263244,0.41759607742983756,50.95751652586864,10.606940366717874
5,23.0,Peas,Peas,3.107521803980388,1.2714329120417285,78.93105382110184,32.2943959658599
6,23.0,Peas,Peas,5.705321871428456,4.204489453947927,144.91517553428278,106.79403213027734
7,23.0,Peas,Peas,5.200903684622765,4.897685232344996,132.10295358941823,124.40120490156289
Season,23.0,Peas,Peas,16.019948798057936,10.791203675764487,406.9066994706715,274.09657336441796
5,23.0,Potatoes,Potatoes,2.7468934326974437,1.0980010353929268,69.77109319051506,27.88922629898034
6,23.0,Potatoes,Potatoes,4.070418412534285,2.7789541894737124,103.38862767837084,70.58543641263229
7,23.0,Potatoes,Potatoes,6.642102482222232,6.202599432841437,168.7094030484447,157.54602559417248
8,23.0,Potatoes,Potatoes,5.9345005721805295,5.442261642189188,150.73631453338544,138.23344571160538
9,23.0,Potatoes,Potatoes,3.4398586373086464,2.83121714823763,87.3724093876396,71.91291556523579
10,23.0,Potatoes,Potatoes,1.3971543053002577,0.3099733821395232,35.48771935462654,7.873323906343889
Season,23.0,Potatoes,Potatoes,24.230927842243393,18.66300683027442,615.4655671929821,474.0403734889702
3,23.0,Pasture,Grass/Pasture,0.7435356295661987,0.04344277891217458,18.885804990981445,1.1034465843692343
4,23.0,Pasture,Grass/Pasture,2.027743300632775,0.5175521394565494,51.504679836072484,13.145824342196354
5,23.0,Pasture,Grass/Pasture,4.323136349642605,2.2661354708094734,109.80766328092217,57.55984095856062
6,23.0,Pasture,Grass/Pasture,6.2404608536831985,4.7253602402955375,158.50770568355324,120.02415010350664
7,23.0,Pasture,Grass/Pasture,7.581366579405472,7.036095589933815,192.56671111689897,178.71682798431888
8,23.0,Pasture,Grass/Pasture,5.480801613481648,4.842692804335456,139.21236098243386,123.00439723012056
9,23.0,Pasture,Grass/Pasture,2.843083952062457,2.069020828095123,72.2143323823864,52.55312903361612
10,23.0,Pasture,Grass/Pasture,0.9191074940112982,-0.3374446559909862,23.345330347886975,-8.57109426217105
Season,23.0,Pasture,Grass/Pasture,30.159235772485648,21.162855195847143,766.0445886211354,537.5365219745174
3,23.0,Grain (Winter),Winter Wheat,1.9178041464712767,0.4344584813285456,48.71222532037043,11.035245425745057
4,23.0,Grain (Winter),Winter Wheat,3.2297577845687986,1.599452203424192,82.03584772804749,40.62608596697447
5,23.0,Grain (Winter),Winter Wheat,5.646577395512902,3.761058974940685,143.4230658460277,95.53089796349339
6,23.0,Grain (Winter),Winter Wheat,7.257448195252889,5.923616867506129,184.33918415942335,150.45986843465568
7,23.0,Grain (Winter),Winter Wheat,6.033727001493205,5.542962474690197,153.25666583792741,140.791246857131
Season,23.0,Grain (Winter),Winter Wheat,24.08531452329907,17.26154900188975,611.7669888917964,438.44334464799965
1,23.0,Grass Seed (Spring),Sod/Grass Seed,0.30987346866781457,-0.023723173975701926,7.870786104162489,-0.6025686189828289
