Month,Region,Crop,Crop_cdl,ETc_mean_in,NIWR_mean_in,ETc_mean_mm,NIWR_mean_mm
3,20.0,Mint,Mint,0.8079702612136266,-0.033814495970233144,20.522444634826115,-0.8588881976439218
4,20.0,Mint,Mint,0.8999397415909943,0.13100283317835812,22.858469436411255,3.327471962730296
5,20.0,Mint,Mint,1.6985395711486106,0.29088610259795417,43.142905107174705,7.388507005988036
6,20.0,Mint,Mint,5.869859747932701,5.147195701412438,149.09443759749058,130.73877081587594
7,20.0,Mint,Mint,8.878579511109837,8.728789481956557,225.51591958218987,221.71125284169653
8,20.0,Mint,Mint,5.722593777615701,5.284641020071817,145.3538819514388,134.22988190982414
Season,20.0,Mint,Mint,23.87748261061147,19.54870064324689,606.4880583095313,496.53699633847094
4,20.0,Pasture,Grass/Pasture,1.492414723073231,0.7246887210701817,37.907333966060065,18.407093515182613
5,20.0,Pasture,Grass/Pasture,4.071200119502942,2.8870756200879413,103.40848303537472,73.3317207502337
6,20.0,Pasture,Grass/Pasture,6.9369714697671,6.1993645062362415,176.19907533208433,157.46385845840052
7,20.0,Pasture,Grass/Pasture,8.263602155995315,7.944747098491126,209.89549476228098,201.79657630167458
8,20.0,Pasture,Grass/Pasture,5.87685600097556,5.5807168585956575,149.27214242477922,141.7502082083297
9,20.0,Pasture,Grass/Pasture,3.331891603311773,2.892681243998468,84.63004672411903,73.47410359756108
10,20.0,Pasture,Grass/Pasture,0.9486686132720301,0.24409232498252648,24.096182777109565,6.1999450545561725
Season,20.0,Pasture,Grass/Pasture,30.921604685897954,26.47336637346214,785.408759021808,672.4235058859383
4,20.0,Grain (Winter),Winter Wheat,2.052110468004115,1.0975460161065833,52.123605887304514,27.877668809107213
5,20.0,Grain (Winter),Winter Wheat,3.6597779528670884,2.2355074520701175,92.95836000282404,56.781889282580984
6,20.0,Grain (Winter),Winter Wheat,7.659321679242889,7.027684876285859,194.54677065276937,178.5031958576608
7,20.0,Grain (Winter),Winter Wheat,9.478542593699574,9.267256502886317,240.75498187996916,235.38831517331244
8,20.0,Grain (Winter),Winter Wheat,2.603698038427967,2.1891967240555266,66.13393017607036,55.60559679101037
Season,20.0,Grain (Winter),Winter Wheat,25.45345073224163,21.817191571404404,646.5176485989374,554.1566659136719
5,20.0,Alfalfa Hay,Alfalfa,5.148094580783338,3.8463436973112564,130.76160235189678,97.6971299117059
6,20.0,Alfalfa Hay,Alfalfa,6.933177413336051,6.191836402666806,176.10270629873568,157.27264462773687
7,20.0,Alfalfa Hay,Alfalfa,7.170770774611562,6.853874871476137,182.13757767513366,174.08842173549385
8,20.0,Alfalfa Hay,Alfalfa,6.608842913532385,6.3052252831440585,167.86461000372256,160.15272219185908
Season,20.0,Alfalfa Hay,Alfalfa,25.860885682263337,23.197280254598258,656.8664963294888,589.2109184667958
5,20.0,Grain (Spring),Spring Wheat,2.8233209481226265,1.6002823072037764,71.71235208231471,40.64717060297592
6,20.0,Grain (Spring),Spring Wheat,6.165314197424231,5.317200685768065,156.59898061457545,135.05689741850884
7,20.0,Grain (Spring),Spring Wheat,9.492626961681957,9.348377376307859,241.1127248267217,237.4487853582196
8,20.0,Grain (Spring),Spring Wheat,5.766707548352425,5.411733552638253,146.4743717281516,137.45803223701162
9,20.0,Grain (Spring),Spring Wheat,1.0522300136179297,0.5618121311471589,26.726642345895414,14.270028131137835
Season,20.0,Grain (Spring),Spring Wheat,25.30019966919917,22.239406053065114,642.6250715976589,564.8809137478538
