OPENET_ID,HUC8_name,HUC8,HUC12_name,HUC12,Region,ITYPE,srctype,IRR_EFF,OWRD,CROP_1990,GRIDMET_ID,ACRES_ALL,ACRES_IRRIGATED,%_IRRIGATED_90,ACRES_WETLAND,%_WETLAND_90,ETOF_IRR_STATUS_90_MODE,1_NOT_IRRIGATED_90_COUNT,2_IRRIGATED_90_COUNT,3_SHORTED_90_COUNT,4_OTHER_90_COUNT,ACRES_FTR_GEOM,ETa_11_89,ETa_12_89,ETa_01_90,ETa_02_90,ETa_03_90,ETa_04_90,ETa_05_90,ETa_06_90,ETa_07_90,ETa_08_90,ETa_09_90,ETa_10_90,ET_Fraction_11_89,ET_Fraction_12_89,ET_Fraction_01_90,ET_Fraction_02_90,ET_Fraction_03_90,ET_Fraction_04_90,ET_Fraction_05_90,ET_Fraction_06_90,ET_Fraction_07_90,ET_Fraction_08_90,ET_Fraction_09_90,ET_Fraction_10_90,ET_Reference_11_89,ET_Reference_12_89,ET_Reference_01_90,ET_Reference_02_90,ET_Reference_03_90,ET_Reference_04_90,ET_Reference_05_90,ET_Reference_06_90,ET_Reference_07_90,ET_Reference_08_90,ET_Reference_09_90,ET_Reference_10_90,PPT_11_89,PPT_12_89,PPT_01_90,PPT_02_90,PPT_03_90,PPT_04_90,PPT_05_90,PPT_06_90,PPT_07_90,PPT_08_90,PPT_09_90,PPT_10_90
ORx_155121,Summer Lake,17120005,Lane Lake,171200050707,17.0,1,1.0,0.85,13,36,607161,132.96206952532404,130.2922103836071,97.99201445100219,2.084894520526109,1.5680370559582923,3.0,4,359,461,0,132.72598689202684,10.015966330416196,2.9288338757241155,3.338098737390606,3.8110762241966727,17.72181556168463,69.2643320004199,98.452673620721,148.06091637002189,147.64256129333967,108.61537176832124,86.01407193915045,33.151637193056125,0.3503220633482016,0.1561810936875311,0.1471701423525252,0.1080567002380125,0.286195832979536,0.7283846791382778,0.8507672846858311,0.938164249137602,0.7998348075040138,0.7782650553283187,0.7524573063259767,0.5151853369085889,28.59134998309264,18.730700978393735,22.643479415647167,35.263689705741754,61.92862772944433,95.09584292043792,115.73463658448117,157.81808106928938,184.59437735139667,139.56676343442922,114.30104188157262,64.33089271094862,8.044323222168458,5.2401952517770924,26.743016170503203,5.2505604077880745,37.228989856691975,14.769855971665809,44.605064067871005,6.7694256752224575,10.959139328200624,29.24035293084184,3.252028500494211,11.040840520605803
