OPENET_ID,OWRD
ORx_113001,5
ORx_113002,5
ORx_113003,5
ORx_113004,5
ORx_113005,5
ORx_113006,5
ORx_113007,5
ORx_113008,5
ORx_113009,5
ORx_11301,7
ORx_113010,5
ORx_113011,5
ORx_113012,5
ORx_113013,5
ORx_113014,5
ORx_113015,5
ORx_113016,5
ORx_113017,5
ORx_113018,5
ORx_113019,5
ORx_11302,7
ORx_113020,5
ORx_113021,5
ORx_113022,5
ORx_113023,5
ORx_113024,5
ORx_113025,5
ORx_113026,5
ORx_113027,5
ORx_113028,5
ORx_113029,5
ORx_11303,7
ORx_113030,5
ORx_113031,5
ORx_113032,5
ORx_113033,5
ORx_113034,5
ORx_113035,5
ORx_113036,5
ORx_113037,5
ORx_113038,5
ORx_113039,5
ORx_11304,7
ORx_113040,5
ORx_113041,5
ORx_113042,5
ORx_113043,5
ORx_113044,5
ORx_113045,5
ORx_113046,5
ORx_113047,5
ORx_113048,5
ORx_113049,5
ORx_11305,7
ORx_113050,5
ORx_113051,5
ORx_113052,5
ORx_113053,5
ORx_113054,5
ORx_113055,5
ORx_113056,5
ORx_113057,5
ORx_113058,5
ORx_113059,5
ORx_11306,7
ORx_113060,5
ORx_113061,5
ORx_113062,5
ORx_113063,5
ORx_113064,5
ORx_113065,5
ORx_113066,5
ORx_113067,5
ORx_113068,5
ORx_113069,5
ORx_11307,7
ORx_113070,5
ORx_113071,5
ORx_113072,5
ORx_113073,5
ORx_113074,5
ORx_113075,5
ORx_113076,5
ORx_113077,5
ORx_113078,5
ORx_113079,5
ORx_11308,7
ORx_113080,5
ORx_113081,5
ORx_113082,5
ORx_113083,5
ORx_113084,5
ORx_113085,5
ORx_113086,5
ORx_113087,5
ORx_113088,5
ORx_113089,5
ORx_11309,7
ORx_113090,5
ORx_113091,5
ORx_113092,5
ORx_113093,5
ORx_113094,5
ORx_113095,5
ORx_113096,5
ORx_113097,5
ORx_113098,5
ORx_113099,5
ORx_1131,8
ORx_11310,7
ORx_113100,5
ORx_113101,5
ORx_113102,5
ORx_113103,5
ORx_113104,5
ORx_113105,5
ORx_113106,5
ORx_113107,5
ORx_113108,5
ORx_113109,5
ORx_11311,7
ORx_113110,5
ORx_113111,5
ORx_113112,5
ORx_113113,5
ORx_113114,5
ORx_113115,5
ORx_113116,5
ORx_113117,5
ORx_113118,5
ORx_113119,5
ORx_11312,7
ORx_113120,5
ORx_113121,5
ORx_113122,5
ORx_113123,5
ORx_113124,5
ORx_113125,5
ORx_113126,5
ORx_113127,5
ORx_113128,5
ORx_113129,5
ORx_11313,7
ORx_113130,5
ORx_113131,5
ORx_113132,5
ORx_113133,5
ORx_113134,5
ORx_113135,5
ORx_113136,5
ORx_113137,5
ORx_113138,5
ORx_113139,5
ORx_11314,7
ORx_113140,5
ORx_113141,5
ORx_113142,5
ORx_113143,5
ORx_113144,5
ORx_113145,5
ORx_113146,5
ORx_113147,5
ORx_113148,5
ORx_113149,5
ORx_11315,7
ORx_113150,5
ORx_113151,5
ORx_113152,5
ORx_113153,5
ORx_113154,5
ORx_113155,5
ORx_113156,5
ORx_113157,5
ORx_113158,5
ORx_113159,5
ORx_11316,7
ORx_113160,5
ORx_113161,5
ORx_113162,5
ORx_113163,5
ORx_113164,5
ORx_113165,5
ORx_113166,5
ORx_113167,5
ORx_113168,5
ORx_113169,5
ORx_11317,7
ORx_113170,5
ORx_113171,5
ORx_113172,5
ORx_113173,5
ORx_113174,5
ORx_113175,5
ORx_113176,5
ORx_113177,5
ORx_113178,5
ORx_113179,5
ORx_11318,7
ORx_113180,5
ORx_113181,5
ORx_113182,5
ORx_113183,5
ORx_113184,5
ORx_113185,5
ORx_113186,5
ORx_113187,5
ORx_113188,5
ORx_113189,5
ORx_11319,7
ORx_113190,5
ORx_113191,5
ORx_113192,5
ORx_113193,5
ORx_113194,5
ORx_113195,5
ORx_113196,5
ORx_113197,5
ORx_113198,5
ORx_113199,5
ORx_1132,8
ORx_11320,7
ORx_113200,5
ORx_113201,5
ORx_113202,5
ORx_113203,5
ORx_113204,5
ORx_113205,5
ORx_113206,5
ORx_113207,5
ORx_113208,5
ORx_113209,5
ORx_11321,7
ORx_113210,5
ORx_113211,5
ORx_113212,5
ORx_113213,5
ORx_113214,5
ORx_113215,5
ORx_113216,5
ORx_113217,5
ORx_113218,5
ORx_113219,5
ORx_11322,7
ORx_113220,5
ORx_113221,5
ORx_113222,5
ORx_113223,5
ORx_113224,5
ORx_113225,5
ORx_113226,5
ORx_113227,5
ORx_113228,5
ORx_113229,5
ORx_11323,7
ORx_113230,5
ORx_113231,5
ORx_113232,5
ORx_113233,5
ORx_113234,5
ORx_113235,5
ORx_113236,5
ORx_113237,5
ORx_113238,5
ORx_113239,5
ORx_11324,7
ORx_113240,5
ORx_113241,5
ORx_113242,5
ORx_113243,5
ORx_113244,5
ORx_113245,5
ORx_113246,5
ORx_113247,5
ORx_113248,5
ORx_113249,5
ORx_11325,7
ORx_113250,5
ORx_113251,5
ORx_113252,5
ORx_113253,5
ORx_113254,5
ORx_113255,5
ORx_113256,5
ORx_113257,5
ORx_113258,5
ORx_113259,5
ORx_11326,7
ORx_113260,5
ORx_113261,5
ORx_113262,5
ORx_113263,5
ORx_113264,5
ORx_113265,5
ORx_113266,5
ORx_113267,5
ORx_113268,5
ORx_113269,5
ORx_11327,7
ORx_113270,5
ORx_113271,5
ORx_113272,5
ORx_113273,5
ORx_113274,5
ORx_113275,5
ORx_113276,5
ORx_113277,5
ORx_113278,5
ORx_113279,5
ORx_11328,7
ORx_113280,5
ORx_113281,5
ORx_113282,5
ORx_113283,5
ORx_113284,5
ORx_113285,5
ORx_113286,5
ORx_113287,5
ORx_113288,5
ORx_113289,5
ORx_11329,7
ORx_113290,5
ORx_113291,5
ORx_113292,5
ORx_113293,5
ORx_113294,5
ORx_113295,5
ORx_113296,5
ORx_113297,5
ORx_113298,5
ORx_113299,5
ORx_1133,8
ORx_11330,7
ORx_113300,5
ORx_113301,5
ORx_113302,5
ORx_113303,5
ORx_113304,5
ORx_113305,5
ORx_113306,5
ORx_113307,5
ORx_113308,5
ORx_113309,5
ORx_11331,7
ORx_113310,5
ORx_113311,5
ORx_113312,5
ORx_113313,5
ORx_113314,5
ORx_113315,5
ORx_113316,5
ORx_113317,5
ORx_113318,5
ORx_113319,5
ORx_11332,7
ORx_113320,5
ORx_113321,5
ORx_113322,5
ORx_113323,5
ORx_113324,5
ORx_113325,5
ORx_113326,5
ORx_113327,5
ORx_113328,5
ORx_113329,5
ORx_11333,7
ORx_113330,5
ORx_113331,5
ORx_113332,5
ORx_113333,5
ORx_113334,5
ORx_113335,5
ORx_113336,5
ORx_113337,5
ORx_113338,5
ORx_113339,5
ORx_11334,7
ORx_113340,5
ORx_113341,5
ORx_113342,5
ORx_113343,5
ORx_113344,5
ORx_113345,5
ORx_113346,5
ORx_113347,5
ORx_113348,5
ORx_113349,5
ORx_11335,7
ORx_113350,5
ORx_113351,5
ORx_113352,5
ORx_113353,5
ORx_113354,5
ORx_113355,5
ORx_113356,5
ORx_113357,5
ORx_113358,5
ORx_113359,5
ORx_11336,7
ORx_113360,5
ORx_113361,5
ORx_113362,5
ORx_113363,5
ORx_113364,5
ORx_113365,5
ORx_113366,5
ORx_113367,5
ORx_113368,5
ORx_113369,5
ORx_11337,7
ORx_113370,5
ORx_113371,5
ORx_113372,5
ORx_113373,5
ORx_113374,5
ORx_113375,5
ORx_113376,5
ORx_113377,5
ORx_113378,5
ORx_113379,5
ORx_11338,7
ORx_113380,5
ORx_113381,5
ORx_113382,5
ORx_113383,5
ORx_113384,5
ORx_113385,5
ORx_113386,5
ORx_113387,5
ORx_113388,5
ORx_113389,5
ORx_11339,7
ORx_113390,5
ORx_113391,5
ORx_113392,5
ORx_113393,5
ORx_113394,5
ORx_113395,5
ORx_113396,5
ORx_113397,5
ORx_113398,5
ORx_113399,5
ORx_1134,8
ORx_11340,7
ORx_113400,5
ORx_113401,5
ORx_113402,5
ORx_113403,5
ORx_113404,5
ORx_113405,5
ORx_113406,5
ORx_113407,5
ORx_113408,5
ORx_113409,5
ORx_11341,7
ORx_113410,5
ORx_113411,5
ORx_113412,5
ORx_113413,5
ORx_113414,5
ORx_113415,5
ORx_113416,5
ORx_113417,5
ORx_113418,5
ORx_113419,5
ORx_11342,7
ORx_113420,5
ORx_113421,5
ORx_113422,5
ORx_113423,5
ORx_113424,5
ORx_113425,5
ORx_113426,5
ORx_113427,5
ORx_113428,5
ORx_113429,5
ORx_11343,7
ORx_113430,5
ORx_113431,5
ORx_113432,5
ORx_113433,5
ORx_113434,5
ORx_113435,5
ORx_113436,5
ORx_113437,5
ORx_113438,5
ORx_113439,5
ORx_11344,7
ORx_113440,5
ORx_113441,5
ORx_113442,5
ORx_113443,5
ORx_113444,5
ORx_113445,5
ORx_113446,5
ORx_113447,5
ORx_113448,5
ORx_113449,5
ORx_11345,7
ORx_113450,5
ORx_113451,5
ORx_113452,5
ORx_113453,5
ORx_113454,5
ORx_113455,5
ORx_113456,5
ORx_113457,5
ORx_113458,5
ORx_113459,5
ORx_11346,7
ORx_113460,5
ORx_113461,5
ORx_113462,5
ORx_113463,5
ORx_113464,5
ORx_113465,5
ORx_113466,5
ORx_113467,5
ORx_113468,5
ORx_113469,5
ORx_11347,7
ORx_113470,5
ORx_113471,5
ORx_113472,5
ORx_113473,5
ORx_113474,5
ORx_113475,5
ORx_113476,5
ORx_113477,5
ORx_113478,5
ORx_113479,5
ORx_11348,7
ORx_113480,5
ORx_113481,5
ORx_113482,5
ORx_113483,5
ORx_113484,5
ORx_113485,5
ORx_113486,5
ORx_113487,5
ORx_113488,5
ORx_113489,5
ORx_11349,7
ORx_113490,5
ORx_113491,5
ORx_113492,5
ORx_113493,5
ORx_113494,5
ORx_113495,5
ORx_113496,5
ORx_113497,5
ORx_113498,5
ORx_113499,5
ORx_1135,8
ORx_11350,7
ORx_113500,5
ORx_113501,5
ORx_113502,5
ORx_113503,5
ORx_113504,5
ORx_113505,5
ORx_113506,5
ORx_113507,5
ORx_113508,5
ORx_113509,5
ORx_11351,7
ORx_113510,5
ORx_113511,5
ORx_113512,5
ORx_113513,5
ORx_113514,5
ORx_113515,5
ORx_113516,5
ORx_113517,5
ORx_113518,5
ORx_113519,5
ORx_11352,7
ORx_113520,5
ORx_113521,5
ORx_113522,5
ORx_113523,5
ORx_113524,5
ORx_113525,5
ORx_113526,5
ORx_113527,5
ORx_113528,5
ORx_113529,5
ORx_11353,7
ORx_113530,5
ORx_113531,5
ORx_113532,5
ORx_113533,5
ORx_113534,5
ORx_113535,5
ORx_113536,5
ORx_113537,5
ORx_113538,5
ORx_113539,5
ORx_11354,7
ORx_113540,5
ORx_113541,5
ORx_113542,5
ORx_113543,5
ORx_113544,5
ORx_113545,5
ORx_113546,5
ORx_113547,5
ORx_113548,5
ORx_113549,5
ORx_11355,7
ORx_113550,5
ORx_113551,5
ORx_113552,5
ORx_113553,5
ORx_113554,5
ORx_113555,5
ORx_113556,5
ORx_113557,5
ORx_113558,5
ORx_113559,5
ORx_11356,7
ORx_113560,5
ORx_113561,5
ORx_113562,5
ORx_113563,5
ORx_113564,5
ORx_113565,5
ORx_113566,5
ORx_113567,5
ORx_113568,5
ORx_113569,5
ORx_11357,7
ORx_113570,5
ORx_113571,5
ORx_113572,5
ORx_113573,5
ORx_113574,5
ORx_113575,5
ORx_113576,5
ORx_113577,5
ORx_113578,5
ORx_113579,5
ORx_11358,7
ORx_113580,5
ORx_113581,5
ORx_113582,5
ORx_113583,5
ORx_113584,5
ORx_113585,5
ORx_113586,5
ORx_113587,5
ORx_113588,5
ORx_113589,5
ORx_11359,7
ORx_113590,5
ORx_113591,5
ORx_113592,5
ORx_113593,5
ORx_113594,5
ORx_113595,5
ORx_113596,5
ORx_113597,5
ORx_113598,5
ORx_113599,5
ORx_1136,8
ORx_11360,7
ORx_113600,5
ORx_113601,5
ORx_113602,5
ORx_113603,5
ORx_113604,5
ORx_113605,5
ORx_113606,5
ORx_113607,5
ORx_113608,5
ORx_113609,5
ORx_11361,7
ORx_113610,5
ORx_113611,5
ORx_113612,5
ORx_113613,5
ORx_113614,5
ORx_113615,5
ORx_113616,5
ORx_113617,5
ORx_113618,5
ORx_113619,5
ORx_11362,7
ORx_113620,5
ORx_113621,5
ORx_113622,5
ORx_113623,5
ORx_113624,5
ORx_113625,5
ORx_113626,5
ORx_113627,5
ORx_113628,5
ORx_113629,5
ORx_11363,7
ORx_113630,5
ORx_113631,5
ORx_113632,5
ORx_113633,5
ORx_113634,5
ORx_113635,5
ORx_113636,5
ORx_113637,5
ORx_113638,5
ORx_113639,5
ORx_11364,7
ORx_113640,5
ORx_113641,5
ORx_113642,5
ORx_113643,5
ORx_113644,5
ORx_113645,5
ORx_113646,5
ORx_113647,5
ORx_113648,5
ORx_113649,5
ORx_11365,7
ORx_113650,5
ORx_113651,5
ORx_113652,5
ORx_113653,5
ORx_113654,5
ORx_113655,5
ORx_113656,5
ORx_113657,5
ORx_113658,5
ORx_113659,5
ORx_11366,7
ORx_113660,5
ORx_113661,5
ORx_113662,5
ORx_113663,5
ORx_113664,5
ORx_113665,5
ORx_113666,5
ORx_113667,5
ORx_113668,5
ORx_113669,5
ORx_11367,7
ORx_113670,5
ORx_113671,5
ORx_113672,5
ORx_113673,5
ORx_113674,5
ORx_113675,5
ORx_113676,5
ORx_113677,5
ORx_113678,5
ORx_113679,5
ORx_11368,7
ORx_113680,5
ORx_113681,5
ORx_113682,5
ORx_113683,5
ORx_113684,5
ORx_113685,5
ORx_113686,5
ORx_113687,5
ORx_113688,5
ORx_113689,5
ORx_11369,7
ORx_113690,5
ORx_113691,5
ORx_113692,5
ORx_113693,5
ORx_113694,5
ORx_113695,5
ORx_113696,5
ORx_113697,5
ORx_113698,5
ORx_113699,5
ORx_1137,8
ORx_11370,7
ORx_113700,5
ORx_113701,5
ORx_113702,5
ORx_113703,5
ORx_113704,5
ORx_113705,5
ORx_113706,5
ORx_113707,5
ORx_113708,5
ORx_113709,5
ORx_11371,7
ORx_113710,5
ORx_113711,5
ORx_113712,5
ORx_113713,5
ORx_113714,5
ORx_113715,5
ORx_113716,5
ORx_113717,5
ORx_113718,5
ORx_113719,5
ORx_11372,7
ORx_113720,5
ORx_113721,5
ORx_113722,5
ORx_113723,5
ORx_113724,5
ORx_113725,5
ORx_113726,5
ORx_113727,5
ORx_113728,5
ORx_113729,5
ORx_11373,7
ORx_113730,5
ORx_113731,5
ORx_113732,5
ORx_113733,5
ORx_113734,5
ORx_113735,5
ORx_113736,5
ORx_113737,5
ORx_113738,5
ORx_113739,5
ORx_11374,7
ORx_113740,5
ORx_113741,5
ORx_113742,5
ORx_113743,5
ORx_113744,5
ORx_113745,5
ORx_113746,5
ORx_113747,5
ORx_113748,5
ORx_113749,5
ORx_11375,7
ORx_113750,5
ORx_113751,5
ORx_113752,5
ORx_113753,5
ORx_113754,5
ORx_113755,5
ORx_113756,5
ORx_113757,5
ORx_113758,5
ORx_113759,5
ORx_11376,7
ORx_113760,5
ORx_113761,5
ORx_113762,5
ORx_113763,5
ORx_113764,5
ORx_113765,5
ORx_113766,5
ORx_113767,5
ORx_113768,5
ORx_113769,5
ORx_11377,7
ORx_113770,5
ORx_113771,5
ORx_113772,5
ORx_113773,5
ORx_113774,5
ORx_113775,5
ORx_113776,5
ORx_113777,5
ORx_113778,5
ORx_113779,5
ORx_11378,7
ORx_113780,5
ORx_113781,5
ORx_113782,5
ORx_113783,5
ORx_113784,5
ORx_113785,5
ORx_113786,5
ORx_113787,5
ORx_113788,5
ORx_113789,5
ORx_11379,7
ORx_113790,5
ORx_113791,5
ORx_113792,5
ORx_113793,5
ORx_113794,5
ORx_113795,5
ORx_113796,5
ORx_113797,5
ORx_113798,5
ORx_113799,5
ORx_1138,8
ORx_11380,7
ORx_113800,5
ORx_113801,5
ORx_113802,5
ORx_113803,5
ORx_113804,5
ORx_113805,5
ORx_113806,5
ORx_113807,5
ORx_113808,5
ORx_113809,5
ORx_11381,7
ORx_113810,5
ORx_113811,5
ORx_113812,5
ORx_113813,5
ORx_113814,5
ORx_113815,5
ORx_113816,5
ORx_113817,5
ORx_113818,5
ORx_113819,5
ORx_11382,7
ORx_113820,5
ORx_113821,5
ORx_113822,5
ORx_113823,5
ORx_113824,5
ORx_113825,5
ORx_113826,5
ORx_113827,5
ORx_113828,5
ORx_113829,5
ORx_11383,7
ORx_113830,5
ORx_113831,5
ORx_113832,5
ORx_113833,5
ORx_113834,5
ORx_113835,5
ORx_113836,5
ORx_113837,5
ORx_113838,5
ORx_113839,5
ORx_11384,7
ORx_113840,5
ORx_113841,5
ORx_113842,5
ORx_113843,5
ORx_113844,5
ORx_113845,5
ORx_113846,5
ORx_113847,5
ORx_113848,5
ORx_113849,5
ORx_11385,7
ORx_113850,5
ORx_113851,5
ORx_113852,5
ORx_113853,5
ORx_113854,5
ORx_113855,5
ORx_113856,5
ORx_113857,5
ORx_113858,5
ORx_113859,5
ORx_11386,7
ORx_113860,5
ORx_113861,5
ORx_113862,5
ORx_113863,5
ORx_113864,5
ORx_113865,5
ORx_113866,5
ORx_113867,5
ORx_113868,5
ORx_113869,5
ORx_11387,7
ORx_113870,5
ORx_113871,5
ORx_113872,5
ORx_113873,5
ORx_113874,5
ORx_113875,5
ORx_113876,5
ORx_113877,5
ORx_113878,5
ORx_113879,5
ORx_11388,7
ORx_113880,5
ORx_113881,5
ORx_113882,5
ORx_113883,5
ORx_113884,5
ORx_113885,5
ORx_113886,5
ORx_113887,5
ORx_113888,5
ORx_113889,5
ORx_11389,7
ORx_113890,5
ORx_113891,5
ORx_113892,5
ORx_113893,5
ORx_113894,5
ORx_113895,5
ORx_113896,5
ORx_113897,5
ORx_113898,5
ORx_113899,5
ORx_1139,8
ORx_11390,7
ORx_113900,5
ORx_113901,5
ORx_113902,5
ORx_113903,5
ORx_113904,5
ORx_113905,5
ORx_113906,5
ORx_113907,5
ORx_113908,5
ORx_113909,5
ORx_11391,7
ORx_113910,5
ORx_113911,5
ORx_113912,5
ORx_113913,5
ORx_113914,5
ORx_113915,5
ORx_113916,5
ORx_113917,5
ORx_113918,5
ORx_113919,5
ORx_11392,7
ORx_113920,5
ORx_113921,5
ORx_113922,5
ORx_113923,5
ORx_113924,5
ORx_113925,5
ORx_113926,5
ORx_113927,5
ORx_113928,5
ORx_113929,5
ORx_11393,7
ORx_113930,5
ORx_113931,5
ORx_113932,5
ORx_113933,5
ORx_113934,5
ORx_113935,5
ORx_113936,5
ORx_113937,5
ORx_113938,5
ORx_113939,5
ORx_11394,7
ORx_113940,5
ORx_113941,5
ORx_113942,5
ORx_113943,5
ORx_113944,5
ORx_113945,5
ORx_113946,5
ORx_113947,5
ORx_113948,5
ORx_113949,5
ORx_11395,7
ORx_113950,5
ORx_113951,5
ORx_113952,5
ORx_113953,5
ORx_113954,5
ORx_113955,5
ORx_113956,5
ORx_113957,5
ORx_113958,5
ORx_113959,5
ORx_11396,7
ORx_113960,5
ORx_113961,5
ORx_113962,5
ORx_113963,5
ORx_113964,5
ORx_113965,5
ORx_113966,5
ORx_113967,5
ORx_113968,5
ORx_113969,5
ORx_11397,7
ORx_113970,5
ORx_113971,5
ORx_113972,5
ORx_113973,5
ORx_113974,5
ORx_113975,5
ORx_113976,5
ORx_113977,5
ORx_113978,5
ORx_113979,5
ORx_11398,7
ORx_113980,5
ORx_113981,5
ORx_113982,5
ORx_113983,5
ORx_113984,5
ORx_113985,5
ORx_113986,5
ORx_113987,5
ORx_113988,5
ORx_113989,5
ORx_11399,7
ORx_113990,5
ORx_113991,5
ORx_113992,5
ORx_113993,5
ORx_113994,5
ORx_113995,5
ORx_113996,5
ORx_113997,5
ORx_113998,5
ORx_113999,5
ORx_114,8
ORx_1140,8
ORx_11400,7
ORx_114000,5
ORx_114001,5
ORx_114002,5
ORx_114003,5
ORx_114004,5
ORx_114005,5
ORx_114006,5
ORx_114007,5
ORx_114008,5
ORx_114009,5
ORx_11401,7
ORx_114010,5
ORx_114011,5
ORx_114012,5
ORx_114013,5
ORx_114014,5
ORx_114015,5
ORx_114016,5
ORx_114017,5
ORx_114018,5
ORx_114019,5
ORx_11402,7
ORx_114020,5
ORx_114021,5
ORx_114022,5
ORx_114023,5
ORx_114024,5
ORx_114025,5
ORx_114026,5
ORx_114027,5
ORx_114028,5
ORx_114029,5
ORx_11403,7
ORx_114030,5
ORx_114031,5
ORx_114032,5
ORx_114033,5
ORx_114034,5
ORx_114035,5
ORx_114036,5
ORx_114037,5
ORx_114038,5
ORx_114039,5
ORx_11404,7
ORx_114040,5
ORx_114041,5
ORx_114042,5
ORx_114043,5
ORx_114044,5
ORx_114045,5
ORx_114046,5
ORx_114047,5
ORx_114048,5
ORx_114049,5
ORx_11405,7
ORx_114050,5
ORx_114051,5
ORx_114052,5
ORx_114053,5
ORx_114054,5
ORx_114055,5
ORx_114056,5
ORx_114057,5
ORx_114058,5
ORx_114059,5
ORx_11406,7
ORx_114060,5
ORx_114061,5
ORx_114062,5
ORx_114063,5
ORx_114064,5
ORx_114065,5
ORx_114066,5
ORx_114067,5
ORx_114068,5
ORx_114069,5
ORx_11407,7
ORx_114070,5
ORx_114071,5
ORx_114072,5
ORx_114073,5
ORx_114074,5
ORx_114075,5
ORx_114076,5
ORx_114077,5
ORx_114078,5
ORx_114079,5
ORx_11408,7
ORx_114080,5
ORx_114081,5
ORx_114082,5
ORx_114083,5
ORx_114084,5
ORx_114085,5
ORx_114086,5
ORx_114087,5
ORx_114088,5
ORx_114089,5
ORx_11409,7
ORx_114090,5
ORx_114091,5
ORx_114092,5
ORx_114093,5
ORx_114094,5
ORx_114095,5
ORx_114096,5
ORx_114097,5
ORx_114098,5
ORx_114099,5
ORx_1141,8
ORx_11410,7
ORx_114100,5
ORx_114101,5
ORx_114102,5
ORx_114103,5
ORx_114104,5
ORx_114105,5
ORx_114106,5
ORx_114107,5
ORx_114108,5
ORx_114109,5
ORx_11411,7
ORx_114110,5
ORx_114111,5
ORx_114112,5
ORx_114113,5
ORx_114114,5
ORx_114115,5
ORx_114116,5
ORx_114117,5
ORx_114118,5
ORx_114119,5
ORx_11412,7
ORx_114120,5
ORx_114121,5
ORx_114122,5
ORx_114123,5
ORx_114124,5
ORx_114125,5
ORx_114126,5
ORx_114127,5
ORx_114128,5
ORx_114129,5
ORx_11413,7
ORx_114130,5
ORx_114131,5
ORx_114132,5
ORx_114133,5
ORx_114134,5
ORx_114135,5
ORx_114136,5
ORx_114137,5
ORx_114138,5
ORx_114139,5
ORx_11414,7
ORx_114140,5
ORx_114141,5
ORx_114142,5
ORx_114143,5
ORx_114144,5
ORx_114145,5
ORx_114146,5
ORx_114147,5
ORx_114148,5
ORx_114149,5
ORx_11415,7
ORx_114150,5
ORx_114151,5
ORx_114152,5
ORx_114153,5
ORx_114154,5
ORx_114155,5
ORx_114156,5
ORx_114157,5
ORx_114158,5
ORx_114159,5
ORx_11416,7
ORx_114160,5
ORx_114161,5
ORx_114162,5
ORx_114163,5
ORx_114164,5
ORx_114165,5
ORx_114166,5
ORx_114167,5
ORx_114168,5
ORx_114169,5
ORx_11417,7
ORx_114170,5
ORx_114171,5
ORx_114172,5
ORx_114173,5
ORx_114174,5
ORx_114175,5
ORx_114176,5
ORx_114177,5
ORx_114178,5
ORx_114179,5
ORx_11418,7
ORx_114180,5
ORx_114181,5
ORx_114182,5
ORx_114183,5
ORx_114184,5
ORx_114185,5
ORx_114186,5
ORx_114187,5
ORx_114188,5
ORx_114189,5
ORx_11419,7
ORx_114190,5
ORx_114191,5
ORx_114192,5
ORx_114193,5
ORx_114194,5
ORx_114195,5
ORx_114196,5
ORx_114197,5
ORx_114198,5
ORx_114199,5
ORx_1142,8
ORx_11420,7
ORx_114200,5
ORx_114201,5
ORx_114202,5
ORx_114203,5
ORx_114204,5
ORx_114205,5
ORx_114206,5
ORx_114207,5
ORx_114208,5
ORx_114209,5
ORx_11421,7
ORx_114210,5
ORx_114211,5
ORx_114212,5
ORx_114213,5
ORx_114214,5
ORx_114215,5
ORx_114216,5
ORx_114217,5
ORx_114218,5
ORx_114219,5
ORx_11422,7
ORx_114220,5
ORx_114221,5
ORx_114222,5
ORx_114223,5
ORx_114224,5
ORx_114225,5
ORx_114226,5
ORx_114227,5
ORx_114228,5
ORx_114229,5
ORx_11423,7
ORx_114230,5
ORx_114231,5
ORx_114232,5
ORx_114233,5
ORx_114234,5
ORx_114235,5
ORx_114236,5
ORx_114237,5
ORx_114238,5
ORx_114239,5
ORx_11424,7
ORx_114240,5
ORx_114241,5
ORx_114242,5
ORx_114243,5
ORx_114244,5
ORx_114245,5
ORx_114246,5
ORx_114247,5
ORx_114248,5
ORx_114249,5
ORx_11425,7
ORx_114250,5
ORx_114251,5
ORx_114252,5
ORx_114253,5
ORx_114254,5
ORx_114255,5
ORx_114256,5
ORx_114257,5
ORx_114258,5
ORx_114259,5
ORx_11426,7
ORx_114260,5
ORx_114261,5
ORx_114262,5
ORx_114263,5
ORx_114264,5
ORx_114265,5
ORx_114266,5
ORx_114267,5
ORx_114268,5
ORx_114269,5
ORx_11427,7
ORx_114270,5
ORx_114271,5
ORx_114272,5
ORx_114273,5
ORx_114274,5
ORx_114275,5
ORx_114276,5
ORx_114277,5
ORx_114278,5
ORx_114279,5
ORx_11428,7
ORx_114280,5
ORx_114281,5
ORx_114282,5
ORx_114283,5
ORx_114284,5
ORx_114285,5
ORx_114286,5
ORx_114287,5
ORx_114288,5
ORx_114289,5
ORx_11429,7
ORx_114290,5
ORx_114291,5
ORx_114292,5
ORx_114293,5
ORx_114294,5
ORx_114295,5
ORx_114296,5
ORx_114297,5
ORx_114298,5
ORx_114299,5
ORx_1143,8
ORx_11430,7
ORx_114300,5
ORx_114301,5
ORx_114302,5
ORx_114303,5
ORx_114304,5
ORx_114305,5
ORx_114306,5
ORx_114307,5
ORx_114308,5
ORx_114309,5
ORx_11431,7
ORx_114310,5
ORx_114311,5
ORx_114312,5
ORx_114313,5
ORx_114314,5
ORx_114315,5
ORx_114316,5
ORx_114317,5
ORx_114318,5
ORx_114319,5
ORx_11432,7
ORx_114320,5
ORx_114321,5
ORx_114322,5
ORx_114323,5
ORx_114324,5
ORx_114325,5
ORx_114326,5
ORx_114327,5
ORx_114328,5
ORx_114329,5
ORx_11433,7
ORx_114330,5
ORx_114331,5
ORx_114332,5
ORx_114333,5
ORx_114334,5
ORx_114335,5
ORx_114336,5
ORx_114337,5
ORx_114338,5
ORx_114339,5
ORx_11434,7
ORx_114340,5
ORx_114341,5
ORx_114342,5
ORx_114343,5
ORx_114344,5
ORx_114345,5
ORx_114346,5
ORx_114347,5
ORx_114348,5
ORx_114349,5
ORx_11435,7
ORx_114350,5
ORx_114351,5
ORx_114352,5
ORx_114353,5
ORx_114354,5
ORx_114355,5
ORx_114356,5
ORx_114357,5
ORx_114358,5
ORx_114359,5
ORx_11436,7
ORx_114360,5
ORx_114361,5
ORx_114362,5
ORx_114363,5
ORx_114364,5
ORx_114365,5
ORx_114366,5
ORx_114367,5
ORx_114368,5
ORx_114369,5
ORx_11437,7
ORx_114370,5
ORx_114371,5
ORx_114372,5
ORx_114373,5
ORx_114374,5
ORx_114375,5
ORx_114376,5
ORx_114377,5
ORx_114378,5
ORx_114379,5
ORx_11438,7
ORx_114380,5
ORx_114381,5
ORx_114382,5
ORx_114383,5
ORx_114384,5
ORx_114385,5
ORx_114386,5
ORx_114387,5
ORx_114388,5
ORx_114389,5
ORx_11439,7
ORx_114390,5
ORx_114391,5
ORx_114392,5
ORx_114393,5
ORx_114394,5
ORx_114395,5
ORx_114396,5
ORx_114397,5
ORx_114398,5
ORx_114399,5
ORx_1144,8
ORx_11440,7
